"start_date","end_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","adjusted_orders","adjusted_orders_rate","total_canceled_orders","total_canceled_orders_rate","avoidable_canceled_orders","avoidable_canceled_orders_rate","gross_subtotal_sales","adjusted_subtotal_sales","total_canceled_orders_subtotal_sales","avoidable_canceled_orders_subtotal_sales","subtotal_sales_after_adjustments_and_cancels","new_customer_orders","new_customer_orders_rate","gh_plus_customer_orders","gh_plus_customer_orders_rate","pick_up_orders","self_delivery_orders","grubhub_delivery_orders","avg_driver_time_at_store","avg_avoidable_driver_wait_time","avg_delivery_route_time","avg_order_to_delivery_time","ratings_all","ratings_5_stars","ratings_4_stars","ratings_3_stars","ratings_2_stars","ratings_1_star","reviews"
"2025-09-22","2025-10-05","2795258",,"Philly Cheesesteak Artists ","228 George St  ","New Brunswick","NJ","08901","1","0",,"0",,"0",,"17.98","0.00","0.00","0.00","17.98","1","1.000","0",,"0","0","1","00:01:00.000","00:01:00.000","00:06:00.000","00:53:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","4831888","197 Havemeyer St.","Pita Sandwich Bite","197 Havemeyer St  ","Brooklyn","NY","11211","2","0",,"0",,"0",,"33.26","0.00","0.00","0.00","33.26","1","0.500","2","1.000","0","0","2","00:03:30.000","00:03:30.000","00:14:00.000","00:41:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","1940022",,"Jose's Burrito Bar","589 1st Avenue ","New York","NY","10016","8","0",,"0",,"0",,"203.83","0.00","0.00","0.00","203.83","3","0.375","6","0.750","0","0","8","00:03:34.800","00:02:15.000","00:09:00.000","00:21:40.200","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2016655",,"The Pancake Spot","300 8th Ave ","New York","NY","10001","1","0",,"0",,"0",,"22.97","0.00","0.00","0.00","22.97","0",,"1","1.000","0","0","1","00:06:00.000","00:03:00.000","00:03:00.000","00:32:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6895704","Not Just Pizza - 2240 S 11th St","Pardon My Panini","2240 S 11th St  ","Philadelphia","PA","19148","1","0",,"0",,"0",,"33.78","0.00","0.00","0.00","33.78","0",,"1","1.000","0","0","1","00:03:00.000","00:00:00.000","00:16:00.000","00:27:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","11005528","Nordhoff St","Home Skillet Biscuits","20450 Nordhoff St  ","Los Angeles","CA","91311","1","0",,"0",,"0",,"25.27","0.00","0.00","0.00","25.27","1","1.000","0",,"0","0","1","00:03:00.000","00:03:00.000","00:08:00.000","00:26:00.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","11803272","Thomas S Boyland St","Mary's Chicken Sandwiches","116 Thomas S Boyland St  ","Brooklyn","NY","11233","1","0",,"0",,"0",,"28.67","0.00","0.00","0.00","28.67","1","1.000","0",,"0","0","1","00:07:00.000","00:07:00.000","00:14:00.000","00:36:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6898000","Sushimizu - 47 Whalley Ave","Xiu's Vegetarian Chinese","47 Whalley Ave  ","New Haven","CT","06511","2","0",,"0",,"0",,"45.37","0.00","0.00","0.00","45.37","0",,"1","0.500","0","0","2","00:02:00.000","00:01:00.000","00:13:00.000","00:35:00.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","6891712","Wholesome Farms Market - 1306 Atlantic Ave","Burning Burger Stack","1306 Atlantic Ave  ","Brooklyn","NY","11216","1","0",,"0",,"0",,"16.26","0.00","0.00","0.00","16.26","1","1.000","1","1.000","0","0","1","00:08:00.000","00:00:00.000","00:06:00.000","00:26:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","11","2","0.182","0",,"0",,"172.75","-31.96","0.00","0.00","140.79","6","0.545","9","0.818","0","0","11","00:05:33.600","00:00:26.400","00:10:30.000","00:22:52.800","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6891040","Caffe Venice - 596 3rd Ave","Bill's Sandwich Shack","596 3rd Ave  ","New York","NY","10016","10","0",,"0",,"0",,"229.64","0.00","0.00","0.00","229.64","3","0.300","8","0.800","0","0","10","00:04:40.200","00:00:22.800","00:14:37.800","00:28:22.800","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3310764","Pennsylvania Ave","The American Dream Kitchen","820 Pennsylvania Ave  ","Pittsburgh","PA","15233","3","0",,"0",,"0",,"103.88","0.00","0.00","0.00","103.88","3","1.000","3","1.000","0","0","3","00:04:40.200","00:02:00.000","00:21:00.000","00:45:19.800","2","0","2","0","0","0","1"
"2025-09-22","2025-10-05","3310403","W Indian School Rd","Nakamura Ramen House","400 W Indian School Rd  ","Phoenix","AZ","85013","4","0",,"0",,"0",,"113.27","0.00","0.00","0.00","113.27","1","0.250","3","0.750","0","0","4","00:00:15.000","00:00:15.000","00:17:00.000","00:39:15.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3310779","George St","Pita Sandwiches Bite","228 George St  ","New Brunswick","NJ","08901","3","0",,"0",,"0",,"63.54","0.00","0.00","0.00","63.54","0",,"3","1.000","0","0","3","00:07:45.000","00:00:00.000","00:11:45.000","00:36:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2710285",,"The Salad God (4th Ave)","59 4th Ave  ","New York","NY","10003","5","0",,"0",,"0",,"98.11","0.00","0.00","0.00","98.11","1","0.200","1","0.200","0","0","5","00:09:36.000","00:03:48.000","00:21:36.000","00:40:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3310156","Broadway","Mary's Salad Co","3360 Broadway  ","New York","NY","10031","1","0",,"0",,"0",,"14.18","0.00","0.00","0.00","14.18","0",,"1","1.000","0","0","1","00:03:00.000","00:00:00.000","00:22:00.000","00:31:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3325718","1st Ave","The Omelette Farm","147 1st Ave.  ","New York","NY","10003","2","0",,"0",,"0",,"36.57","0.00","0.00","0.00","36.57","2","1.000","2","1.000","0","0","2","00:10:30.000","00:08:00.000","00:03:30.000","00:25:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6895640","Twin Donut Mexican Grill - 3 W Fordham Rd","Frankie's Burger Bar","3 W Fordham Rd  ","Bronx","NY","10468","1","0",,"0",,"0",,"18.48","0.00","0.00","0.00","18.48","1","1.000","1","1.000","0","0","1","00:09:00.000","00:03:00.000","00:30:00.000","00:54:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","4837568","319 Rogers Ave","Olivia's Breakfast Cafe","319 Rogers Ave  ","Brooklyn","NY","11225","2","0",,"0",,"0",,"37.12","0.00","0.00","0.00","37.12","1","0.500","2","1.000","0","0","2","00:04:30.000","00:00:00.000","00:16:30.000","00:36:00.000","1","0","0","0","1","0","0"
"2025-09-22","2025-10-05","2626075",,"Farmer Girl Salad","217 1st Avenue ","New York","NY","10003","1","0",,"0",,"0",,"99.92","0.00","0.00","0.00","99.92","0",,"0",,"0","0","1","00:07:00.000","00:06:00.000","00:14:00.000","00:40:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6156504","839 W University Dr","The Sandwich Vibe","839 W University Dr  ","Tempe","AZ","85281","12","2","0.167","0",,"0",,"235.53","-6.58","0.00","0.00","228.95","6","0.500","12","1.000","0","0","12","00:01:34.800","00:00:18.600","00:19:07.800","00:34:39.000","2","1","0","1","0","0","0"
"2025-09-22","2025-10-05","3309880","Sullivan St","Sunrise Breakfast Club","240 Sullivan St  ","New York","NY","10012","2","0",,"0",,"0",,"48.65","0.00","0.00","0.00","48.65","1","0.500","0",,"0","0","2","00:22:30.000","00:09:00.000","00:11:30.000","00:40:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6893968","Bears Ramen House - 2521 Durant Ave","Sung's Korean Kitchen","2521 Durant Ave  ","Berkeley","CA","94704","7","0",,"0",,"0",,"152.70","0.00","0.00","0.00","152.70","6","0.857","7","1.000","0","0","7","00:06:17.400","00:00:08.400","00:09:08.400","00:23:10.200","3","1","0","1","0","1","0"
"2025-09-22","2025-10-05","5849392","Morris Park Avenue","Jewel's Breakfast Joint","682 Morris Park Ave  ","Bronx","NY","10462","2","0",,"0",,"0",,"64.20","0.00","0.00","0.00","64.20","1","0.500","1","0.500","0","0","2","00:01:00.000","00:00:30.000","00:06:30.000","00:27:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3311360","Queens Plaza S","Sal's Smoothie Spot","25-02 Queens Plaza S  ","Queens","NY","11101","4","0",,"0",,"0",,"58.90","0.00","0.00","0.00","58.90","2","0.500","2","0.500","0","0","4","00:07:30.000","00:00:00.000","00:08:00.000","00:23:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2900428",,"The Sandwich Vibe (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","1","0",,"0",,"0",,"21.27","0.00","0.00","0.00","21.27","0",,"0",,"0","0","1","00:08:00.000","00:00:00.000","00:04:00.000","00:21:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","5853656","S Las Posas","The Sandwich Vibe","137 S Las Posas Rd #153  ","San Marcos","CA","92078","3","0",,"0",,"0",,"56.46","0.00","0.00","0.00","56.46","1","0.333","3","1.000","0","0","3","00:06:00.000","00:00:40.200","00:12:40.200","00:30:40.200","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3311350","N Broadway","Fried Chicken Savage","854 N Broadway  ","White Plains","NY","10603","4","0",,"1","0.250","1","0.250","84.20","0.00","-26.17","-26.17","58.03","0",,"3","0.750","0","0","4","00:00:40.200","00:00:00.000","00:15:19.800","00:33:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3310504","Broad Street Ext","The Calzone Empire","709 Broad St Ext  ","Waterford","CT","06385","1","0",,"0",,"0",,"18.18","0.00","0.00","0.00","18.18","1","1.000","1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:10:00.000","00:35:00.000","1","1","0","0","0","0","1"
"2025-09-22","2025-10-05","7102576","iKraveit Foods","Sarah's Salad Bar","34-02 30th St  ","Astoria","NY","11106","8","0",,"0",,"0",,"256.41","0.00","0.00","0.00","256.41","2","0.250","7","0.875","0","0","8","00:04:45.000","00:00:00.000","00:08:22.800","00:22:00.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","2030753",,"Fat Cheesesteaks","2624 Pico Blvd ","Santa Monica","CA","90405","9","0",,"0",,"0",,"237.32","0.00","0.00","0.00","237.32","0",,"7","0.778","0","0","9","00:07:07.800","00:00:12.000","00:10:34.200","00:28:16.200","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2410420",,"The Wings Express","1147 West Chester Pike ","West Chester","PA","19382","3","1","0.333","0",,"0",,"101.90","-2.99","0.00","0.00","98.91","1","0.333","1","0.333","0","0","3","00:00:45.000","00:00:15.000","00:06:45.000","00:28:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","10078560","Broadway","Amanda's Breakfast Lounge","3661 Broadway  ","New York","NY","10031","1","0",,"0",,"0",,"16.08","0.00","0.00","0.00","16.08","0",,"1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:07:00.000","00:14:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3300978","7th Ave","Mufasa's Pancakes & French Toast","154 7th Ave  ","New York","NY","10011","4","0",,"2","0.500","2","0.500","62.77","0.00","-32.92","-32.92","29.85","0",,"4","1.000","0","0","4","00:18:30.000","00:13:00.000","00:07:30.000","00:42:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","9819472","1368 N Arizona Ave","Fallen Angel Wings","1368 N Arizona Ave  ","Chandler","AZ","85225","4","1","0.250","0",,"0",,"100.08","-36.35","0.00","0.00","63.73","4","1.000","2","0.500","0","0","4","00:02:40.200","00:01:19.800","00:14:19.800","00:39:19.800","2","0","1","0","0","1","0"
"2025-09-22","2025-10-05","9813456","1174 Chapel St","Scotty's Bagel Express","1174 Chapel St  ","New Haven","CT","06511","2","0",,"0",,"0",,"43.05","0.00","0.00","0.00","43.05","1","0.500","2","1.000","0","0","2","00:01:00.000","00:01:00.000","00:18:00.000","00:43:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","1938271",,"Maria's Italian Meatballs","937 1st Avenue ","New York","NY","10022","4","0",,"0",,"0",,"61.53","0.00","0.00","0.00","61.53","3","0.750","2","0.500","0","0","4","00:03:30.000","00:02:30.000","00:06:15.000","00:19:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","9843248","277 Gold St","The Burger Hole","277 Gold St  ","Brooklyn","NY","11201","1","0",,"0",,"0",,"16.09","0.00","0.00","0.00","16.09","1","1.000","0",,"0","0","1","00:03:00.000","00:03:00.000","00:05:00.000","00:28:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","5028008","4663 Trousdale Dr","Riccardo's Gluten Free Pasta Joint","4663 Trousdale Dr  ","Nashville","TN","37204","1","0",,"0",,"0",,"25.29","0.00","0.00","0.00","25.29","1","1.000","1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2116552",,"The Burger Trilogy","5155 3rd St  ","San Francisco","CA","94124","2","1","0.500","0",,"0",,"41.05","-7.18","0.00","0.00","33.87","1","0.500","2","1.000","0","0","2","00:01:30.000","00:01:30.000","00:14:00.000","00:39:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","10062112","8th Ave","Jacks Cheesesteaks","382 8th Ave  ","New York","NY","10001","1","0",,"0",,"0",,"23.77","0.00","0.00","0.00","23.77","0",,"1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:10:00.000","00:24:00.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","3300657","30th St","Big Ease Smoothies","34-02 30th St  ","Astoria","NY","11106","4","0",,"0",,"0",,"84.24","0.00","0.00","0.00","84.24","0",,"4","1.000","0","0","4","00:08:00.000","00:01:00.000","00:11:00.000","00:28:45.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","9845040","265 Bedford Ave","Bart's Breakfast Sandwiches","265 Bedford Ave  ","Brooklyn","NY","11211","1","0",,"0",,"0",,"23.78","0.00","0.00","0.00","23.78","1","1.000","0",,"0","0","1","00:12:00.000","00:07:00.000","00:09:00.000","00:31:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","4834440","197 Havemeyer St.","The Mazza Palace","197 Havemeyer St  ","Brooklyn","NY","11211","1","0",,"0",,"0",,"28.18","0.00","0.00","0.00","28.18","1","1.000","1","1.000","0","0","1","00:03:00.000","00:01:00.000","00:30:00.000","00:46:00.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","6346664","The Slice Pizzeria - 7121 West US Highway 90","The Calzone Empire","7121 W US Hwy 90  ","San Antonio","TX","78227","1","0",,"0",,"0",,"25.18","0.00","0.00","0.00","25.18","1","1.000","0",,"0","0","1","00:02:00.000","00:00:00.000","00:23:00.000","00:48:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3312441","1st Avenue","Muf's Muffin Shop","937 1st Ave.  ","New York","NY","10022","5","0",,"0",,"0",,"213.18","0.00","0.00","0.00","213.18","4","0.800","4","0.800","0","0","5","00:01:22.800","00:00:15.000","00:13:30.000","00:28:15.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3326295","1st Ave","Angelo's Wraps Shop","147 1st Ave.  ","New York","NY","10003","6","0",,"0",,"0",,"262.11","0.00","0.00","0.00","262.11","5","0.833","3","0.500","0","0","6","00:07:30.000","00:03:49.800","00:14:19.800","00:36:00.000","2","2","0","0","0","0","1"
"2025-09-22","2025-10-05","2352422",,"The Pancake Snob (West Chester Pike)","1147 West Chester Pike ","West Chester","PA","19382","8","0",,"0",,"0",,"278.72","0.00","0.00","0.00","278.72","5","0.625","5","0.625","0","0","8","00:02:42.000","00:00:37.800","00:16:25.800","00:44:06.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","3310407","E Arapaho Rd #F","Master Yamamoto Ramen Bar","1401 E Arapaho Rd  ","Richardson","TX","75081","14","0",,"1","0.071","1","0.071","411.26","0.00","-46.87","-46.87","364.39","3","0.214","11","0.786","0","0","14","00:03:00.000","00:00:53.400","00:20:30.000","00:44:40.200","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","7098800","Mas Chingon Mexican Grill - 1541 Glenn School Rd","Burrito Lovers Bar","1541 Glenn School Rd  ","Durham","NC","27704","3","1","0.333","0",,"0",,"84.41","-13.39","0.00","0.00","71.02","1","0.333","2","0.667","0","0","3","00:10:19.800","00:10:19.800","00:12:40.200","00:56:40.200","1","1","0","0","0","0","1"
"2025-09-22","2025-10-05","3311137","Crenshaw Blvd","El Azul Tacos","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","2","0",,"0",,"0",,"37.82","0.00","0.00","0.00","37.82","1","0.500","1","0.500","0","0","2","00:02:00.000","00:00:30.000","00:24:30.000","00:41:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2886504",,"The Salad Dream","1929 Chestnut St  ","Philadelphia","PA","19103","4","0",,"0",,"0",,"120.80","0.00","0.00","0.00","120.80","2","0.500","2","0.500","0","0","4","00:13:19.800","00:11:19.800","00:19:00.000","00:44:00.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","2344366",,"The Pancake Snob","217 1st Avenue  ","New York","NY","10003","4","0",,"0",,"0",,"57.51","0.00","0.00","0.00","57.51","1","0.250","1","0.250","0","0","4","00:04:15.000","00:00:00.000","00:06:00.000","00:20:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","4837576","319 Rogers Ave","The Loose Juice","319 Rogers Ave  ","Brooklyn","NY","11225","2","0",,"0",,"0",,"26.44","0.00","0.00","0.00","26.44","2","1.000","2","1.000","0","0","2","00:09:30.000","00:09:30.000","00:15:30.000","00:41:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6157016","2909A Queens Plaza North","Luca's Chicken Wings","2909 Queens Plaza N  ","Long Island City","NY","11101","4","0",,"0",,"0",,"74.14","0.00","0.00","0.00","74.14","1","0.250","2","0.500","0","0","4","00:09:49.800","00:07:49.800","00:07:00.000","00:41:00.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","3343893","2755 Broadway","Panini's On Panini's","2755 Broadway  ","New York","NY","10025","9","0",,"0",,"0",,"256.53","0.00","0.00","0.00","256.53","8","0.889","6","0.667","0","0","9","00:04:33.600","00:01:13.200","00:14:26.400","00:33:46.800","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","10363712","Polk St","Jolie's Mediterranean Kitchen","1338 Polk St  ","San Francisco","CA","94109","2","0",,"0",,"0",,"114.96","0.00","0.00","0.00","114.96","2","1.000","1","0.500","0","0","2","00:08:30.000","00:03:00.000","00:08:00.000","00:31:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","8568800",,"Danny's Desserts","9061 Van Nuys Blvd  ","Los Angeles","CA","91402","3","0",,"1","0.333","1","0.333","48.93","0.00","-13.98","-13.98","34.95","2","0.667","2","0.667","0","0","3","00:01:30.000","00:00:00.000","00:25:00.000","00:38:00.000","1","0","0","0","0","1","0"
"2025-09-22","2025-10-05","10373776","7th Ave","The Village Breakfast","154 7th Ave  ","New York","NY","10011","5","0",,"1","0.200","1","0.200","99.71","0.00","-18.16","-18.16","81.55","2","0.400","2","0.400","0","0","5","00:01:30.000","00:00:15.000","00:03:45.000","00:16:15.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","4839320","20 Meacham Ave suite F","The Burger Stack","20 Meacham Ave  ","Elmont","NY","11003","4","1","0.250","0",,"0",,"80.09","-4.25","0.00","0.00","75.84","2","0.500","3","0.750","0","0","4","00:00:45.000","00:00:45.000","00:13:45.000","00:52:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","10929200","Amsterdam Ave","Sam's Scrumptious Subs","1213 Amsterdam Ave  ","New York","NY","10027","1","1","1.000","0",,"0",,"18.87","-15.38","0.00","0.00","3.49","1","1.000","1","1.000","0","0","1","00:06:00.000","00:00:00.000","00:16:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","10063848","Homestead Rd","Francesco Pasta Ristorante","2898 Homestead Rd  ","Santa Clara","CA","95051","5","0",,"0",,"0",,"160.85","0.00","0.00","0.00","160.85","3","0.600","5","1.000","0","0","5","00:03:30.000","00:03:30.000","00:18:00.000","00:43:07.800","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","8570024",,"Chicken Sandwich Loft","2511 Washington Blvd  ","Baltimore","MD","21230","3","0",,"0",,"0",,"58.10","0.00","0.00","0.00","58.10","2","0.667","3","1.000","0","0","3","00:03:00.000","00:01:00.000","00:25:19.800","00:41:30.000","1","0","0","1","0","0","1"
"2025-09-22","2025-10-05","6894736","Medina Halal Gril - 114 East Main Street","Ali's Mediterranean Sandwiches","114 E Main St  ","Richardson","TX","75081","8","1","0.125","0",,"0",,"148.35","-1.49","0.00","0.00","146.86","2","0.250","7","0.875","0","0","8","00:03:48.000","00:02:24.000","00:26:24.000","00:52:48.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6893792","Dream Gourmet Deli inc. - 111 East 161 Street","Amanda's Breakfast Lounge","111 E 161 St  ","Bronx","NY","10452","5","1","0.200","0",,"0",,"133.92","-4.19","0.00","0.00","129.73","3","0.600","4","0.800","0","0","5","00:06:07.800","00:02:07.800","00:19:15.000","00:47:22.800","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3326032","30th St","NY Dessert Bar","34-02 30th St  ","Astoria","NY","11106","6","0",,"0",,"0",,"139.71","0.00","0.00","0.00","139.71","2","0.333","3","0.500","0","0","6","00:02:45.000","00:01:04.800","00:16:40.200","00:34:34.800","1","0","1","0","0","0","0"
"2025-09-22","2025-10-05","2776412",,"Insomnia Buffalo Wings","1741 1st Ave  ","New York","NY","10128","2","0",,"1","0.500","1","0.500","78.60","0.00","-49.54","-49.54","29.06","2","1.000","2","1.000","0","0","2","00:18:00.000","00:10:00.000","00:26:00.000","00:46:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3312266","1st Avenue","The Smoothie Squeeze","937 1st Ave.  ","New York","NY","10022","12","0",,"0",,"0",,"211.24","0.00","0.00","0.00","211.24","2","0.167","8","0.667","0","0","12","00:04:10.200","00:00:17.400","00:07:25.800","00:20:15.600","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2773049",,"The Panini Project (1st Avenue)","937 1st Avenue  ","New York","NY","10022","4","0",,"0",,"0",,"87.91","0.00","0.00","0.00","87.91","3","0.750","4","1.000","0","0","4","00:07:30.000","00:02:00.000","00:04:15.000","00:16:45.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6895664","S & A Gourmet Deli - 240 8th Ave","CJ's Breakfast Sandwich","240 8th Ave  ","New York","NY","10011","3","0",,"1","0.333","1","0.333","60.13","0.00","-21.68","-21.68","38.45","1","0.333","3","1.000","0","0","3",,,,,"0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6156616","10763 Bustleton Ave","Xiu's Vegetarian Chinese","10763 Bustleton Ave  ","Philadelphia","PA","19116","2","0",,"2","1.000","2","1.000","45.84","0.00","-45.84","-45.84","0.00","2","1.000","1","0.500","0","0","2",,,,,"0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","14","2","0.143","0",,"0",,"426.69","-19.98","0.00","0.00","406.71","7","0.500","13","0.929","0","0","14","00:04:03.000","00:02:59.400","00:18:30.600","00:44:58.200","2","1","0","1","0","0","0"
"2025-09-22","2025-10-05","3310297","W Peoria Ave #116","Kung Fu Chinese Kitchen","8520 W Peoria Ave  ","Peoria","AZ","85345","6","0",,"0",,"0",,"132.77","0.00","0.00","0.00","132.77","5","0.833","4","0.667","0","0","6","00:00:42.000","00:00:00.000","00:15:48.000","00:29:24.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2785653",,"Classic Cheeseburger Bar","2841 E Anaheim St  ","Long Beach","CA","90804","2","0",,"0",,"0",,"49.65","0.00","0.00","0.00","49.65","1","0.500","1","0.500","0","0","2","00:01:30.000","00:01:30.000","00:08:30.000","00:22:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2484907",,"The Pasta Twins","493 Old Hickory Blvd Ste 103  ","Brentwood","TN","37027","1","0",,"0",,"0",,"33.97","0.00","0.00","0.00","33.97","0",,"0",,"0","0","1","00:01:00.000","00:00:00.000","00:06:00.000",,"0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","24","1","0.042","0",,"0",,"670.72","-19.87","0.00","0.00","650.85","9","0.375","17","0.708","0","0","24","00:06:36.600","00:03:55.800","00:15:29.400","00:38:21.000","1","0","0","0","0","1","1"
"2025-09-22","2025-10-05","10065528","Chestnut St","The Burger Co","1929 Chestnut St  ","Philadelphia","PA","19103","2","0",,"0",,"0",,"103.06","0.00","0.00","0.00","103.06","1","0.500","0",,"0","0","2",,,,,"0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2729151",,"Halal Lamb Gyro Spot","755 9th Ave  ","New York","NY","10019","1","1","1.000","0",,"0",,"16.89","-16.89","0.00","0.00","0.00","0",,"1","1.000","0","0","1","00:10:00.000","00:10:00.000","00:01:00.000","00:21:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2796227",,"Midtown Quesadillas Snob (George St)","228 George St  ","New Brunswick","NJ","08901","2","0",,"0",,"0",,"51.42","0.00","0.00","0.00","51.42","0",,"2","1.000","0","0","2","00:04:00.000","00:04:00.000","00:21:00.000","01:01:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3309348","Englishtown Rd","First Light Breakfast Cafe","557 Englishtown Rd  ","Monroe Township","NJ","08831","3","0",,"0",,"0",,"70.45","0.00","0.00","0.00","70.45","1","0.333","2","0.667","0","0","3","00:01:19.800","00:01:19.800","00:14:00.000","00:41:40.200","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","9813472","1855 Palm Beach Lakes Blvd","Sicily's Calzone House","1855 Palm Beach Lakes Blvd  ","West Palm Beach","FL","33401","3","0",,"3","1.000","3","1.000","46.14","0.00","-46.14","-46.14","0.00","0",,"3","1.000","0","0","3",,,,,"0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","5850288","1st Avenue","Tessa's Fruity Treats","1741 1st Ave.  ","New York","NY","10128","2","0",,"1","0.500","1","0.500","99.80","0.00","-18.76","-18.76","81.04","2","1.000","2","1.000","0","0","2","00:20:00.000","00:10:00.000","00:22:00.000","00:52:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6156496","839 W University Dr","Olivia's Omelettes","839 W University Dr  ","Tempe","AZ","85281","3","0",,"0",,"0",,"47.52","0.00","0.00","0.00","47.52","1","0.333","3","1.000","0","0","3","00:00:40.200","00:00:19.800","00:24:00.000","00:44:00.000","2","2","0","0","0","0","1"
"2025-09-22","2025-10-05","5321760","Yue Bai Wei - 5874 Forbes Ave","The Stir Fry Bar","5874 Forbes Ave  ","Pittsburgh","PA","15217","6","0",,"0",,"0",,"184.93","0.00","0.00","0.00","184.93","3","0.500","6","1.000","0","0","6","00:01:30.000","00:00:30.000","00:14:15.000","00:36:22.800","2","2","0","0","0","0","0"
