"menu_item_category_name","menu_item_name","quantity_sold","item_sales","total_orders","new_customer_quantity_sold","new_customer_item_sales","new_customer_orders","loyal_customer_quantity_sold","loyal_customer_item_sales","loyal_customer_orders"
"The Salad Bar","Tossed Salad","1","19.05","1","1","19.05","1","0","0.00","0"
"Rice Bar","The Teriyaki Fried Rice","5","70.62","4","0","0.00","0","5","70.62","4"
"Big Breakfast Sandwiches","Egg & Cheese Breakfast Sandwich","18","145.44","10","0","0.00","0","18","145.44","10"
"Garden Green Salads","Harvest Chicken Salad","1","15.39","1","1","15.39","1","0","0.00","0"
"Asian Specialties","House Fried Rice","2","32.38","2","1","16.19","1","0","0.00","0"
"Mediterranean Bites","Hummus Plate","3","27.27","2","0","0.00","0","0","0.00","0"
"Big Beefy Burgers","BBQ Cheeseburger","1","18.48","1","1","18.48","1","0","0.00","0"
"Famous Fried Munchies","Empanada","10","41.90","3","0","0.00","0","5","20.95","2"
"Snacks","Chicken Wings","1","13.99","1","1","13.99","1","0","0.00","0"
"Hand-Crafted Pizzas","Creamy Chicken Pesto Pizza","1","29.38","1","0","0.00","0","0","0.00","0"
"Bagel Breakfast Sandwiches","Egg & Cheese Breakfast Bagel","4","47.31","3","0","0.00","0","0","0.00","0"
"Carmelo's Calzone Corner","Supreme Calzone","1","16.78","1","0","0.00","0","0","0.00","0"
"Super Sweets!","New York Cheesecake","1","7.69","1","0","0.00","0","0","0.00","0"
"Cold Subs","Italian Mix Sub","2","36.76","2","0","0.00","0","0","0.00","0"
"Chef's Specialty Salads","Crispy Cajun Chicken Caesar","1","15.39","1","1","15.39","1","0","0.00","0"
"Loaded Cheesesteaks","Avocado Ranch Philly Cheesesteak","2","36.38","2","0","0.00","0","0","0.00","0"
"Extras","Samosa (2 Pcs)","1","6.99","1","1","6.99","1","0","0.00","0"
"Signature Breakfast Sandwiches","Jersey Double Sandwich","1","13.48","1","0","0.00","0","0","0.00","0"
"Coffee Bar","Latte","5","48.40","4","2","20.96","1","0","0.00","0"
"The Cake Shop","Cookie Dough Cake","1","7.69","1","0","0.00","0","0","0.00","0"
"Small Bites","Mozzarella Sticks","2","20.98","2","1","10.49","1","0","0.00","0"
"Sub Sandwiches","Pesto Veggie Provolone Sub","2","30.77","2","2","30.77","2","0","0.00","0"
"Breakfast Bagel Sandwiches","Bacon, Egg, & Cheese Bagel Sandwich","3","27.96","3","1","10.98","1","2","16.98","2"
"Freshly Pressed Paninis","The Campagnolo Panini","1","18.29","1","0","0.00","0","1","18.29","1"
"Made from Scratch Pastas","Chicken Parmesana with Spaghetti","1","29.99","1","1","29.99","1","0","0.00","0"
"Sides","Buffalo Chicken Wings","1","16.79","1","1","16.79","1","0","0.00","0"
"Chicken and Waffles","Fried Chicken Tenders and Waffles","1","15.99","1","0","0.00","0","1","15.99","1"
"Deli Sandwich Favorites","Roast Beef & Cheese Sandwich","1","7.99","1","1","7.99","1","0","0.00","0"
"Beverages","Fresh Orange Juice","1","11.18","1","0","0.00","0","1","11.18","1"
"French Toast Grille","French Toast Breakfast Platter","1","18.69","1","0","0.00","0","0","0.00","0"
"Loaded Nachos","Asada Crazy Nachos","1","18.29","1","1","18.29","1","0","0.00","0"
"Fresh Squeezed Juice Bar","Energy Boost Juice","1","8.58","1","0","0.00","0","0","0.00","0"
"Salad Bar","Grilled Chicken Salad","1","17.59","1","0","0.00","0","0","0.00","0"
"Desserts","Slice of Apple Pie","1","3.99","1","0","0.00","0","0","0.00","0"
"The Desserts","The Churros","1","2.99","1","1","2.99","1","0","0.00","0"
"The Salad Bar","Chicken Fingers Salad","2","33.85","2","0","0.00","0","1","15.18","1"
"The Beverage Bar","Horchata","1","5.98","1","1","5.98","1","0","0.00","0"
"Entrée Platters","Steak Platter","1","16.19","1","1","16.19","1","0","0.00","0"
"The Breakfast Snob","The Bacon Egg and Cheese Sandwich","1","13.99","1","1","13.99","1","0","0.00","0"
"Nonna's Pasta
Bowl","Classic Spaghetti & Meatballs","1","22.99","1","1","22.99","1","0","0.00","0"
"Quesadillas","Vegetable Quesadilla","1","9.89","1","1","9.89","1","0","0.00","0"
"Juicy Burgers","Seasoned Burger","1","14.09","1","1","14.09","1","0","0.00","0"
"The Cheesesteaks","The Philly Cheesesteak","25","508.70","21","9","182.49","8","4","80.61","4"
"The Cheesesteaks","Chicken Cheesesteak","2","33.96","2","0","0.00","0","2","33.96","2"
"Loaded Fries","Teriyaki Fries","1","12.59","1","1","12.59","1","0","0.00","0"
"Specialty Burritos","California Burrito","3","59.97","3","1","19.99","1","2","39.98","2"
"Golden Wings","Honey BBQ Wings (10 Pcs)","1","16.79","1","1","16.79","1","0","0.00","0"
"Bird's Starters","Mozzarella Cheese Sticks","1","7.99","1","1","7.99","1","0","0.00","0"
"Drinks","Arizona Drinks","1","2.09","1","0","0.00","0","0","0.00","0"
"Sweet & Savory Breakfast Dishes","Chicken & Waffle","1","14.09","1","1","14.09","1","0","0.00","0"
"Refreshing Beverages","Fresh Lemonade","1","3.75","1","0","0.00","0","0","0.00","0"
"The Desserts","Cherry Pie","1","9.99","1","1","9.99","1","0","0.00","0"
"Beverages","Fanta Mango","2","5.78","1","0","0.00","0","0","0.00","0"
"Crazzzzy Good Ice Cream Concoctions","Cheesecake Sundae","1","15.39","1","1","15.39","1","0","0.00","0"
"The Linguines","Crispy Chicken Linguine Pasta","3","40.17","3","2","26.78","2","0","0.00","0"
"Sides","House Salad","2","17.86","2","2","17.86","2","0","0.00","0"
"Shakes","Classic Vanilla Milkshake","1","7.09","1","0","0.00","0","0","0.00","0"
"Great Cakes","Cannoli","3","26.97","2","1","8.99","1","0","0.00","0"
"The Lazy Burro","Cajun Chicken Burrito","1","12.48","1","1","12.48","1","0","0.00","0"
"Omelettes Platter","California Omelette Platter","8","105.52","8","0","0.00","0","8","105.52","8"
"Made to Order Omelets","Mediterranean Spinach Omelet","2","24.86","2","1","9.09","1","0","0.00","0"
"Ravishing Ramen","Protein Ramen","3","58.73","2","2","29.38","1","0","0.00","0"
"Between the Bun","Cali Burger","1","23.07","1","1","23.07","1","0","0.00","0"
"The Linguines","Meatball Linguine Pasta","11","168.49","11","1","14.88","1","8","124.64","8"
"Beverages","Iced Coffee","3","11.37","3","3","11.37","3","0","0.00","0"
"Bombay Bowls","Tikka Masala Bowl","1","25.17","1","0","0.00","0","0","0.00","0"
"Omelette Platters","Bacon Cheddar Omelette Platter","2","13.98","1","0","0.00","0","0","0.00","0"
"Off the Griddle","Tutti Frutti Stack","2","28.66","2","1","11.89","1","0","0.00","0"
"Traditional Rice Entrees","Shrimp Biryani","1","19.99","1","0","0.00","0","0","0.00","0"
"Sides","Freshly Baked Bread","3","4.17","3","3","4.17","3","0","0.00","0"
"Freshly Baked Calzone","Large Meat Lovers Calzone","1","27.99","1","1","27.99","1","0","0.00","0"
"Specialty Soups","Soojaebi Soup","1","18.19","1","1","18.19","1","0","0.00","0"
"Italian Pasta Bar","Chicken Pesto Penne","1","16.79","1","1","16.79","1","0","0.00","0"
"Dessert Bar","Strawberry Cheesecake","1","5.69","1","0","0.00","0","0","0.00","0"
"Bosscat Wings","Blasted Buffalo Wings","1","16.79","1","1","16.79","1","0","0.00","0"
"Fryborg","Honey Mustard French Fries","1","13.09","1","1","13.09","1","0","0.00","0"
"The Desserts","New York Cheesecake","2","19.78","2","1","9.99","1","0","0.00","0"
"Pancakes","Banana Pancakes","1","15.99","1","1","15.99","1","0","0.00","0"
"Desserts","New York Cheesecake","1","10.99","1","1","10.99","1","0","0.00","0"
"Side Orders","Mozzarella Sticks","2","14.18","2","1","7.09","1","0","0.00","0"
"Pasta Bar","The Penne Alla Vodka","1","16.89","1","0","0.00","0","0","0.00","0"
"Loaded Breakfast Burritos","Classic Breakfast Burrito","1","14.68","1","1","14.68","1","0","0.00","0"
"Sunrise Sides","Home Fries","2","9.18","2","2","9.18","2","0","0.00","0"
"Gluten-Free Pasta","Italian Sausage Alfredo Penne Pasta","1","25.29","1","1","25.29","1","0","0.00","0"
"Pasta Specials","Pesto Chicken Penne Pasta","2","51.98","2","1","25.99","1","1","25.99","1"
"Breakfast Sides","Side of Home Fries","1","5.69","1","1","5.69","1","0","0.00","0"
"Pasta Famosa","White Sauce Fettuccine Pasta","3","59.97","3","1","19.99","1","2","39.98","2"
"Showstopping Starters","French Fries","1","11.49","1","1","11.49","1","0","0.00","0"
"Sides","The Sampler","1","15.49","1","1","15.49","1","0","0.00","0"
"Dessert Bar","Flan Napolitano","2","12.58","1","2","12.58","1","0","0.00","0"
"Big Daddy's Fried Wings","Traditional Wings","1","15.99","1","1","15.99","1","0","0.00","0"
"Loaded Fries","Pizza Fries","1","14.38","1","1","14.38","1","0","0.00","0"
"Drinks","Chameleon Cold Brew","1","5.69","1","1","5.69","1","0","0.00","0"
"Better For Breakfast","Breakfast Burrito","1","8.99","1","1","8.99","1","0","0.00","0"
"Specialty Desserts","Plain Cannolis","1","5.69","1","0","0.00","0","0","0.00","0"
"Grilled Cheese Sandwiches","Grilled Cheddar Cheese Sandwich","1","6.98","1","1","6.98","1","0","0.00","0"
"Classic Deli
Corner","Grilled Chicken Club Sandwich","1","18.28","1","1","18.28","1","0","0.00","0"
"Breakfast
Small Bites","Jumbo Bagel with Butter","1","2.89","1","1","2.89","1","0","0.00","0"
"Eggs and Omelettes","Goat Cheese and Spinach Omelette","1","19.99","1","0","0.00","0","1","19.99","1"
"Belgium Waffle Bar","Blueberry Belgium Waffles","1","8.79","1","1","8.79","1","0","0.00","0"
"So Many Sides","Curly Fries","1","5.59","1","0","0.00","0","1","5.59","1"
"Classic Calzones","The Barclays Calzone","1","15.99","1","0","0.00","0","0","0.00","0"
"The Gyro Bar","Halal Lamb & Chicken Gyro in Pita","1","12.59","1","1","12.59","1","0","0.00","0"
"Chef's Famous Wraps","Vegetarian Wrap","2","25.38","1","0","0.00","0","2","25.38","1"
"Calzone Corner","Meat Lover's Calzone","1","20.99","1","1","20.99","1","0","0.00","0"
"The House Specials","3 Piece Chicken","2","19.98","1","0","0.00","0","0","0.00","0"
"Halal Philly Snob","Classic Halal Philly Cheesesteak","1","19.58","1","1","19.58","1","0","0.00","0"
"Cluckin Chicken Sandwiches","Swissroom Chicken Sandwich","3","33.56","1","3","33.56","1","0","0.00","0"
"Drinks","Fresh Squeezed Orange Juice","1","7.18","1","1","7.18","1","0","0.00","0"
"Hearty Deli Heroes","Turkey Herb Hero","2","20.98","2","2","20.98","2","0","0.00","0"
"Sides","Mozzarella Sticks","13","107.87","13","8","72.62","8","2","11.98","2"
"The French Toast","Brioche French Toast","3","29.37","3","2","19.58","2","1","9.79","1"
"Made to Order Omelets","Greek Omelet","2","22.18","2","2","22.18","2","0","0.00","0"
"Wings","Garlic Parmesan Wings-Bone-in","1","11.99","1","1","11.99","1","0","0.00","0"
"Wraps","Greek Chicken Wrap","1","13.69","1","0","0.00","0","0","0.00","0"
"Juicy Fruit","Orange Juice","2","19.96","1","2","19.96","1","0","0.00","0"
"Chef Stella's Pancakes","Banana Buttermilk Pancakes","3","30.87","3","2","20.58","2","0","0.00","0"
"The Shack For Wings","Chicken Wings","3","101.90","3","1","34.97","1","0","0.00","0"
"Loaded Cheesesteaks","Classic Cheesesteak","1","15.38","1","1","15.38","1","0","0.00","0"
"Refreshing Smoothies","Iced Coffee Smoothie","8","84.24","4","0","0.00","0","8","84.24","4"
"Breakfast Sides","Biscuits and Gravy","2","16.76","2","0","0.00","0","2","16.76","2"
"Shawarma Bar","Chicken Shawarma Sandwich","6","137.94","6","5","114.95","5","0","0.00","0"
"Small Bites","Egg Roll","4","14.36","3","3","10.77","2","0","0.00","0"
"Turkey Sandwiches","Oven Gold Turkey Sandwich","2","29.94","2","0","0.00","0","0","0.00","0"
"Loaded Nachos","Carne Asada Nachos","1","13.99","1","1","13.99","1","0","0.00","0"
"Sides","Savory Sticky Rice Cake (Bánh Day)","1","5.69","1","1","5.69","1","0","0.00","0"
"Drinks","Bottled Water","9","17.54","5","3","5.56","1","0","0.00","0"
"Sunrise Breakfast Sammies","French Onion Egg Sandwich","1","12.58","1","0","0.00","0","1","12.58","1"
"Artisan Sandwich Combos","Build Your Own Sandwich","1","16.67","1","1","16.67","1","0","0.00","0"
"Molly's Burgers","Double Angus Beef Burger","1","10.59","1","1","10.59","1","0","0.00","0"
"The Best Biryanis","Goat Biryani","1","19.99","1","0","0.00","0","1","19.99","1"
"Sizzlin' Fried Sides","Disco Fries","1","8.49","1","1","8.49","1","0","0.00","0"
"Sunrise Breakfast Sammies","Egg and Cheese Sandwich","2","16.78","2","1","8.39","1","0","0.00","0"
"Sides","Chicken Tenders","11","100.28","10","8","71.42","7","0","0.00","0"
"Omelettes","Create Your Own Omelette","8","95.92","7","1","11.99","1","3","35.97","2"
"Feel the Appetite","BBQ Chicken Fingers","1","11.29","1","1","11.29","1","0","0.00","0"
"Breakfast Sandwiches","Scrambled Eggs & American Cheese Breakfast Sandwich","4","42.62","4","2","17.47","2","0","0.00","0"
"Sandwiches","Crispy Chicken Sandwich","1","17.10","1","0","0.00","0","1","17.10","1"
"Chef's Specialty Sushi Rolls","Raven Roll","1","18.99","1","1","18.99","1","0","0.00","0"
"Sunrise Breakfast Sammies","Bacon, Egg, & Cheese Sandwich","1","6.98","1","0","0.00","0","0","0.00","0"
"Breakfast Drinks","Iced Chai Latte","1","6.99","1","0","0.00","0","0","0.00","0"
"Best Ever Burgers","Bacon Cheeseburger","1","11.59","1","0","0.00","0","0","0.00","0"
"Pasta Bowls","Chicken Alfredo with Penne","1","18.19","1","1","18.19","1","0","0.00","0"
"Let's Get Started","Scallop Potatoes","2","9.98","1","0","0.00","0","0","0.00","0"
"Muffin Bar","Corn Muffin","2","12.98","1","0","0.00","0","0","0.00","0"
"Little Italy Pasta Bar","Steak Fettuccine Pasta","2","32.18","2","1","16.09","1","0","0.00","0"
"Sides","Boar's Head Sausage Side","3","5.97","2","0","0.00","0","0","0.00","0"
"Drinks","Dr Pepper Can","2","4.18","2","0","0.00","0","0","0.00","0"
"Quesadilla Shop","Veggie Quesadilla","1","19.99","1","1","19.99","1","0","0.00","0"
"Burger Bar","Cheeseburger Regular","1","10.18","1","0","0.00","0","0","0.00","0"
"Soul Food Fixings","Biscuits & Country Gravy","1","21.78","1","1","21.78","1","0","0.00","0"
"Sides","Hashbrown Casserole","3","11.67","2","1","3.89","1","0","0.00","0"
"Classic Sides","French Fries","1","4.19","1","1","4.19","1","0","0.00","0"
"Panini Bar","The CBR Panini","1","23.98","1","1","23.98","1","0","0.00","0"
"Between the Bun","Double Cheeseburger","2","27.98","1","0","0.00","0","0","0.00","0"
"Smoothie Bar","Aloha Berry","2","22.76","1","2","22.76","1","0","0.00","0"
"Crazzzzy Good Ice Cream Concoctions","Red Velvet Sundae","1","15.39","1","1","15.39","1","0","0.00","0"
"Sides","Stacked Fries","1","9.49","1","1","9.49","1","0","0.00","0"
"Breakfast Sides","Home Fries","2","11.18","2","2","11.18","2","0","0.00","0"
"Breakfast Handhelds","Brooklyn Classic Sandwich","2","27.96","2","2","27.96","2","0","0.00","0"
"Fresh Fluffy Omelettes","Western Omelette","3","31.47","2","0","0.00","0","0","0.00","0"
"Sides","Mozzarella Sticks (6 Pcs)","2","15.84","2","0","0.00","0","2","15.84","2"
"Two Hand Burgers","Classic Burger","3","42.01","3","2","29.04","2","0","0.00","0"
"Beverages","Soda (Can)","1","1.39","1","1","1.39","1","0","0.00","0"
"Catering","Catering - Breakfast Tacos","1","12.59","1","0","0.00","0","0","0.00","0"
"The Linguines","Cajun Chicken Penne","2","33.44","2","1","13.39","1","0","0.00","0"
"Cluckin Chicken Sandwiches","Philly Chicken Sandwich","1","15.38","1","1","15.38","1","0","0.00","0"
"Smoothies","Antioxidant Blast Smoothie","1","9.28","1","0","0.00","0","0","0.00","0"
"Sides","Flan Napolitano","1","6.29","1","1","6.29","1","0","0.00","0"
"Mediterranean Specials","Mediterranean Salad","1","16.09","1","1","16.09","1","0","0.00","0"
"Drinks","Poland Spring Water Bottle","3","6.87","3","1","2.99","1","1","2.09","1"
"X Factory Panini Shop","Chicken Club Panini","1","14.09","1","1","14.09","1","0","0.00","0"
"Sides","Mozzarella Sticks (5 Pc)","1","9.09","1","1","9.09","1","0","0.00","0"
"Perfect Paninis","Reuben Panini","1","12.59","1","1","12.59","1","0","0.00","0"
"The Breakfast Snob","The Sausage Breakfast Burrito","3","36.35","3","2","23.07","2","0","0.00","0"
"The Pancakes","Chocolate Chip Buttermilk Pancakes","2","29.97","2","1","17.48","1","0","0.00","0"
"Juices on Juices","Orange Juice","4","62.32","3","2","31.16","1","0","0.00","0"
"Mediterranean-Style Plates","Chicken Kebab Plate","1","34.99","1","1","34.99","1","0","0.00","0"
"Pasta Famosa","Mushroom Fettuccine Pasta","1","21.99","1","1","21.99","1","0","0.00","0"
"Sides","Hummus","3","17.77","3","2","12.08","2","0","0.00","0"
"Fresh Juices and Smoothies","Make Your Own Juice","1","5.59","1","1","5.59","1","0","0.00","0"
"Entrée Platters","Shrimp Platter","1","21.79","1","0","0.00","0","0","0.00","0"
"Omelettes","Classic Ham & Cheese Omelette with Home Fries","1","13.29","1","1","13.29","1","0","0.00","0"
"The Lazy Burro","Grilled Chicken Burrito","2","25.77","2","1","15.88","1","1","9.89","1"
"Muffin Bar","Blueberry Crumb Muffin","1","6.49","1","0","0.00","0","0","0.00","0"
"Dessert Bar","Cookie Combo","2","7.98","2","2","7.98","2","0","0.00","0"
"Deli Sandwich Favorites","Turkey & Cheese Sandwich","2","15.98","2","0","0.00","0","0","0.00","0"
"Drinks","Dr. Pepper Bottle 20 oz","1","2.79","1","1","2.79","1","0","0.00","0"
"Small Bites To Go","French Fries","3","28.17","3","1","9.39","1","0","0.00","0"
"Cheezy Quesadillas","Grilled Steak Quesadilla","3","35.67","3","0","0.00","0","0","0.00","0"
"Cheesy Grilled Cheese","Avocado Grilled Cheese","1","10.00","1","1","10.00","1","0","0.00","0"
"Sides","Chicken Fingers","1","12.58","1","0","0.00","0","0","0.00","0"
"Best Ever Burgers","Mushroom & Swiss Burger","1","10.49","1","0","0.00","0","0","0.00","0"
"Mexican Nachos","Classic Loaded Nachos","1","7.99","1","0","0.00","0","0","0.00","0"
"Fresh Smoothies","Banana Oat Smoothie","1","18.98","1","0","0.00","0","1","18.98","1"
"Homemade Indian Breads","Puri (1 Pcs)","1","2.99","1","0","0.00","0","1","2.99","1"
"Sides","Mac N Cheese","2","13.98","2","1","5.59","1","0","0.00","0"
"Loaded Breakfast Burritos","Broccoli Cheddar Breakfast Burrito","1","16.08","1","1","16.08","1","0","0.00","0"
"Drinks","Honest Tea (Lemon)","1","4.29","1","0","0.00","0","0","0.00","0"
"Cheesesteak Sandwiches","Cowboy Steak Sandwich","1","12.59","1","1","12.59","1","0","0.00","0"
"Side Orders","Macaroni Salad","1","4.99","1","1","4.99","1","0","0.00","0"
"Beverages","Water Bottle","1","2.19","1","0","0.00","0","1","2.19","1"
"Vegetarian Pasta Bar","Pasta Primavera","1","30.48","1","1","30.48","1","0","0.00","0"
"Italian Pasta Bar","Tri-Color Basil Pasta","1","12.59","1","1","12.59","1","0","0.00","0"
"Startin' Off","Curly French Fries","1","5.69","1","1","5.69","1","0","0.00","0"
"Sides","Onion Rings","19","138.91","19","13","96.41","13","2","14.77","2"
"Sides","Garlic Knots","1","6.69","1","1","6.69","1","0","0.00","0"
"Italian Pasta Bar","Linguine Marinara","3","44.75","3","2","26.57","2","0","0.00","0"
"Traditional Rice Entrees","Vegetable Biryani","2","50.96","1","2","50.96","1","0","0.00","0"
"The Breakfast Sandwiches","The Sausage, Egg & Cheese Sandwich","4","39.56","4","2","19.78","2","2","19.78","2"
"Smoothie Bar","PB Cup Smoothie","6","101.94","6","1","16.99","1","2","33.98","2"
"Dessert","Milkshake","2","14.44","2","1","8.49","1","0","0.00","0"
"Smoothie Bar","Berry Green Smoothie","1","16.99","1","0","0.00","0","0","0.00","0"
"Hand-Crafted Pizzas","Chicken Alfredo Pizza","3","50.37","3","0","0.00","0","3","50.37","3"
"Freshly Pressed Juice Bar","Pomegranate Power Punch Juice","1","11.19","1","1","11.19","1","0","0.00","0"
"Philly Favorites","Philly Cheesesteak","1","14.69","1","1","14.69","1","0","0.00","0"
"Mac Attack","Braised Pork Mac N Cheese with Sautéed Peppers and Onions","1","16.89","1","0","0.00","0","0","0.00","0"
"Bagel Bar","Spicy Chipotle Chicken Bagel Sandwich","1","18.28","1","1","18.28","1","0","0.00","0"
"Sides","Large Sweet Potato Fries","1","6.89","1","1","6.89","1","0","0.00","0"
"Baked Goods ","Muffins","2","9.18","2","1","4.59","1","1","4.59","1"
"Snacks","Classic Grilled Cheese","1","12.98","1","0","0.00","0","0","0.00","0"
"Sides","Croissants","2","18.18","2","0","0.00","0","2","18.18","2"
"Grilled Cheese Bar","Classic Grilled Cheese","2","22.37","2","0","0.00","0","2","22.37","2"
