"start_date","end_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","subtotal_sales","self_delivery_charge","merchant_fees","sales_tax","tip","merchant_total","commission","delivery_commission","gh_plus_commission","order_processing_fee","withheld_sales_tax","merchant_funded_promotion_and_loyalty","merchant_net_total"
"2025-09-22","2025-10-05","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","16","335.42","0.00","0.00","26.99","0.00","362.41","-37.99","-34.57","0.00","0.00","0.00","-31.27","258.58"
"2025-09-22","2025-10-05","9815144","3rd","Mia's Quesadillas","296 3rd Ave  ","New York","NY","10010","2","33.58","0.00","0.00","2.10","0.00","35.68","-4.29","-3.36","0.00","-1.38","0.00","-10.00","16.65"
"2025-09-22","2025-10-05","10932296","2nd Ave","Philly Cheesesteak Company","5423 2nd Ave  ","Brooklyn","NY","11220","2","39.14","0.00","0.00","2.63","0.00","41.77","-5.88","-3.92","0.00","-1.58","0.00","-9.54","20.85"
"2025-09-22","2025-10-05","9816344","1929 Chestnut St","Mary's Chicken Sandwiches","1929 Chestnut St  ","Philadelphia","PA","19103","1","39.57","0.00","0.00","2.93","0.00","42.50","-5.94","-3.96","0.00","-1.50","-2.93","-3.00","25.17"
"2025-09-22","2025-10-05","3310025","10th Ave","Indian Biryani Snob","716 10th Ave ","New York","NY","10019","7","179.80","0.00","0.00","13.31","0.00","193.11","-26.99","-17.99","0.00","-6.79","0.00","-30.00","111.34"
"2025-09-22","2025-10-05","9824208","Morris Park","The Burger Blade","682 Morris Park Ave  ","Bronx","NY","10462","2","164.05","0.00","0.00","6.32","0.00","170.37","-24.61","-16.41","0.00","-5.61","0.00","-6.00","117.74"
"2025-09-22","2025-10-05","1967490",,"The Omelette Farm","589 1st Avenue ","New York","NY","10016","14","248.67","0.00","0.00","18.52","0.00","267.19","-38.50","-25.68","0.00","-11.39","0.00","-40.00","151.62"
"2025-09-22","2025-10-05","9821064","Broadway","Two Hand Burger","4083 Broadway  ","New York","NY","10032","4","106.99","0.00","0.00","8.44","0.00","115.43","-16.05","-10.71","0.00","-4.37","0.00","-12.00","72.30"
"2025-09-22","2025-10-05","2191911",,"Joe's Chicken and Waffles","5155 3rd Street  ","San Francisco","CA","94124","3","60.29","0.00","0.00","3.90","0.00","64.19","-9.04","-6.03","0.00","-2.40","0.00","-15.00","31.72"
"2025-09-22","2025-10-05","2644600",,"Flavor of Greek","122 E 57th St #1A  ","New York","NY","10022","2","34.98","0.00","0.00","1.06","0.00","36.04","-5.25","-3.50","0.00","-1.40","0.00","-10.00","15.89"
"2025-09-22","2025-10-05","2741201",,"Healthy Salad Bar","1760 3rd Ave  ","New York","NY","10029","2","42.34","0.00","0.00","3.76","0.00","46.10","-6.35","-4.24","0.00","-2.01","0.00","0.00","33.50"
"2025-09-22","2025-10-05","7099080","Jonny's Place - 370 Main St","Jewel's Breakfast Joint","370 Main St  ","East Orange","NJ","07018","3","147.61","0.00","0.00","9.26","0.00","156.87","-21.39","-14.76","0.00","-5.14","0.00","-8.00","107.58"
"2025-09-22","2025-10-05","2773358",,"The Gourmet Burger (1st Ave)","1741 1st Avenue  ","New York","NY","10128","1","35.96","0.00","0.00","2.75","0.00","38.71","-5.39","-3.60","0.00","-1.33","0.00","-5.00","23.39"
"2025-09-22","2025-10-05","9794768","18 S Abbott Ave","Dum Biryani Snob","18 S Abbott Ave  ","Milpitas","CA","95035","17","280.83","0.00","0.00","19.22","0.00","300.05","-43.22","-29.46","0.00","-12.38","0.00","-76.00","138.99"
"2025-09-22","2025-10-05","2847690",,"Greek Gyro Spot (Bedford Ave)","265 Bedford Ave  ","New York","NY","11211","2","68.32","0.00","0.00","5.63","0.00","73.95","-10.25","-6.84","0.00","-2.71","0.00","-5.00","49.15"
"2025-09-22","2025-10-05","3344337","301 W 96th St","Che Breakfast Cafe","301 W 96th St  ","New York","NY","10025","1","38.34","0.00","0.00","2.96","0.00","41.30","-5.75","-3.83","0.00","-1.41","0.00","-5.00","25.31"
"2025-09-22","2025-10-05","1938070",,"The Mexican Cocina","937 1st ave  ","New York","NY","10022","2","41.55","0.00","0.00","2.80","0.00","44.35","-6.24","-4.16","0.00","-1.65","0.00","-10.00","22.30"
"2025-09-22","2025-10-05","10930920","Hillside Ave","The Chicken Affair","783 Hillside Ave.  ","New Hyde Park","NY","11040","2","24.46","0.00","0.00","2.15","0.00","26.61","-6.82","-4.55","0.00","-1.94","0.00","0.00","13.30"
"2025-09-22","2025-10-05","10062152","Broadway","The Burger Blade","4234 Broadway  ","New York","NY","10033","4","106.76","0.00","0.00","7.97","0.00","114.73","-15.26","-10.69","0.00","-4.18","0.00","-17.00","67.60"
"2025-09-22","2025-10-05","10938296","Meacham Ave","Zinger's Famous Chicken","20 Meacham Ave  ","Elmont","NY","11003","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2025-09-22","2025-10-05","2040775",,"Ava's Fried Chicken","820 Pennsylvania Ave ","Pittsburgh","PA","15233","5","139.80","0.00","0.00","8.61","0.00","148.41","-22.91","-15.29","0.00","-5.92","-8.61","-17.00","78.68"
"2025-09-22","2025-10-05","8568840",,"Fresh Seafood House","122 E 57th St  ","New York","NY","10022","2","71.47","0.00","0.00","5.28","0.00","76.75","-10.72","-7.15","0.00","-2.58","0.00","-12.00","44.30"
"2025-09-22","2025-10-05","2794282",,"Bart's Burger Bar","128 E 4th St  ","New York","NY","10003","1","14.18","0.00","0.00","1.26","0.00","15.44","-2.13","-1.42","0.00","-0.77","0.00","0.00","11.12"
"2025-09-22","2025-10-05","5021648","1 Kedron Ave Unit 4","Casa Pasta Ristorante","1 Kedron Ave  ","Morton","PA","19070","5","151.49","0.00","0.00","7.59","0.00","159.08","-22.73","-15.16","0.00","-5.59","-7.59","-25.00","83.01"
"2025-09-22","2025-10-05","6346784","Roni's Pub - 7955 E Frontage Road","Devil's Hot Wings","7955 E Frontage Rd  ","Overland Park","KS","66204","1","19.17","0.00","0.00","1.47","0.00","20.64","-2.88","-1.92","0.00","-0.78","-1.47","-5.00","8.59"
"2025-09-22","2025-10-05","2457881",,"Chicken Tenders Bar","1929 Chestnut St ","Philadelphia","PA","19103","5","75.01","0.00","0.00","5.28","0.00","80.29","-11.26","-7.51","0.00","-3.66","-5.28","-9.00","43.58"
"2025-09-22","2025-10-05","4516952","4249 Washington St","Chicken Tenders Bar","4249 Washington St  ","Boston","MA","02131","1","15.78","0.00","0.00","0.80","0.00","16.58","-2.37","-1.58","0.00","-0.71","0.00","-3.00","8.92"
"2025-09-22","2025-10-05","3300581","Broadway","Twin Peaks Burger","3360 Broadway  ","New York","NY","10031","1","15.36","0.00","0.00","1.02","0.00","16.38","-2.30","-1.54","0.00","-0.68","0.00","-3.84","8.02"
"2025-09-22","2025-10-05","4514152","5993 Broadway","Sam's Sandwich Spot","5993 Broadway  ","Bronx","NY","10471","1","40.56","0.00","0.00","1.34","0.00","41.90","-6.08","-4.06","0.00","-1.36","0.00","-7.00","23.40"
"2025-09-22","2025-10-05","3309965","Sullivan St","Grilled Cheese Ecstatic","240 Sullivan St  ","New York","NY","10012","6","92.67","0.00","0.00","6.89","0.00","99.56","-18.23","-12.17","0.00","-5.23","0.00","-15.00","48.93"
"2025-09-22","2025-10-05","2795078",,"Pete's Famous Hot Wings","5423 2nd Ave  ","NY","NY","11220","1","22.58","0.00","0.00","1.65","0.00","24.23","-3.39","-2.26","0.00","-0.92","0.00","-4.00","13.66"
"2025-09-22","2025-10-05","9816368","Morris Park","Chucks Cheesecakes","682 Morris Park Ave  ","Bronx","NY","10462","1","16.78","0.00","0.00","0.67","0.00","17.45","-2.52","-1.68","0.00","-0.83","0.00","0.00","12.42"
"2025-09-22","2025-10-05","2786543",,"Top Panini Shop (Lexington Ave)","1101 Lexington Ave  ","New York","NY","10075","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2025-09-22","2025-10-05","2964952",,"The Omelette Farm","240 Sullivan St  ","New York","NY","10012","3","34.75","0.00","0.00","3.08","0.00","37.83","-1.74","-5.22","0.00","-2.05","0.00","0.00","28.82"
"2025-09-22","2025-10-05","2741113",,"Philly Cheesesteak Company","1760 3rd Ave New York  ","New York","NY","10029","3","75.93","0.00","0.00","5.41","0.00","81.34","-11.40","-7.60","0.00","-2.93","0.00","-15.00","44.41"
"2025-09-22","2025-10-05","9815128","Lake Mary","Japan's Bento Box","318 W Lake Mary Blvd  ","Sanford","FL","32773","1","10.48","0.00","0.00","0.73","0.00","11.21","-1.57","-1.05","0.00","-0.64","0.00","0.00","7.95"
"2025-09-22","2025-10-05","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","16","542.89","0.00","0.00","41.89","0.00","584.78","-81.44","-54.31","0.00","-20.15","0.00","-71.24","357.64"
"2025-09-22","2025-10-05","4521912","1741 1st Avenue","Seth's Sandwiches","1741 1st Ave.  ","New York","NY","10128","1","16.99","0.00","0.00","1.06","0.00","18.05","-2.55","-1.70","0.00","-0.70","0.00","-5.00","8.10"
"2025-09-22","2025-10-05","7747856","Mama's Express - 77 Dunsbach Rd","Little Italy's Calzones","77 Dunsbach Rd  ","Clifton Park","NY","12065","1","28.27","0.00","0.00","1.63","0.00","29.90","-4.24","-2.83","0.00","-1.06","0.00","-5.00","16.77"
"2025-09-22","2025-10-05","3310664","N Broadway","Two Hand Burger","854 N Broadway  ","White Plains","NY","10603","1","30.98","0.00","0.00","1.93","0.00","32.91","-4.65","-3.10","0.00","-1.06","0.00","-8.00","16.10"
"2025-09-22","2025-10-05","3300958","30th St","Sin City Burger Spot","34-02 30th St  ","Astoria","NY","11106","10","245.28","0.00","0.00","8.27","0.00","253.55","-36.80","-24.56","0.00","-9.54","0.00","-38.76","143.89"
"2025-09-22","2025-10-05","2365500",,"The Pancake Snob","257 Gold Street  ","Brooklyn","NY","11201","3","79.10","0.00","0.00","6.57","0.00","85.67","-11.87","-7.92","0.00","-3.36","0.00","-5.00","57.52"
"2025-09-22","2025-10-05","4514544","278 N. Brewster Rd","Marco's Pizza Party","278 N Brewster Rd  ","Brewster","NY","10509","4","221.22","0.00","0.00","16.44","0.00","237.66","-33.18","-22.12","0.00","-7.69","0.00","-25.00","149.67"
"2025-09-22","2025-10-05","3310763","Queens Plaza S","Firenze Pasta Ristorante","25-02 Queens Plaza S  ","Queens","NY","11101","2","40.96","0.00","0.00","1.44","0.00","42.40","-6.15","-4.10","0.00","-1.74","0.00","-5.00","25.41"
"2025-09-22","2025-10-05","10566480","W High St","Smoken Hot Wings Bar","1634 W High St  ","Pottstown","PA","19464","1","26.98","0.00","0.00","1.62","0.00","28.60","-4.05","-2.70","0.00","-1.17","-1.62","0.00","19.06"
"2025-09-22","2025-10-05","9814952","18300 Vanowen Street Suite 3","The Calzone Empire","18300 Vanowen St  ","Los Angeles","CA","91335","1","136.42","0.00","0.00","7.89","0.00","144.31","-20.46","-13.64","0.00","-4.55","0.00","-5.00","100.66"
"2025-09-22","2025-10-05","3310352","1st Avenue","Carmen's Breakfast Burritos","589 1st Ave.  ","New York","NY","10016","1","14.49","0.00","0.00","1.29","0.00","15.78","-2.17","-1.45","0.00","-0.78","0.00","0.00","11.38"
"2025-09-22","2025-10-05","3310146","3rd Ave","Fried Munchies Shack","1760 3rd Ave  ","New York","NY","10029","5","153.75","0.00","0.00","11.62","0.00","165.37","-23.06","-15.39","0.00","-5.85","0.00","-22.85","98.22"
"2025-09-22","2025-10-05","3310978","1st Ave","Bagel Dynasty","1219 1st Ave.  ","New York","NY","10065","1","7.27","0.00","0.00","0.65","0.00","7.92","-1.09","-0.73","0.00","-0.54","0.00","0.00","5.56"
"2025-09-22","2025-10-05","3312494","9th Ave","Danny's Desserts","468 9th Ave  ","New York","NY","10018","1","15.97","0.00","0.00","1.15","0.00","17.12","-2.40","-1.60","0.00","-0.73","0.00","-3.00","9.39"
"2025-09-22","2025-10-05","3311229","Loudon Rd #960","Charlie's Calzone Co","800 Loudon Rd  ","Latham","NY","12110","2","116.91","0.00","0.00","8.40","0.00","125.31","-17.54","-11.69","0.00","-4.05","0.00","-12.00","80.03"
"2025-09-22","2025-10-05","3310539","Michelson Dr","Fiona's Breakfast Burritos","3161 Michelson Dr  ","Irvine","CA","92612","1","14.69","0.00","0.00","0.91","0.00","15.60","-2.20","-1.47","0.00","-0.68","0.00","-3.00","8.25"
"2025-09-22","2025-10-05","8567328",,"Addictive Burger Bar","711 E Blithedale Ave  ","Mill Valley","CA","94941","1","48.96","0.00","0.00","4.07","0.00","53.03","-7.34","-4.90","0.00","-1.76","0.00","-5.00","34.03"
"2025-09-22","2025-10-05","11791240","1st Ave","The Smoothie Squeeze","589 1st Ave  ","New York","NY","10016","1","16.99","0.00","0.00","1.13","0.00","18.12","-2.55","-1.70","0.00","-0.72","0.00","-4.25","8.90"
"2025-09-22","2025-10-05","7332904","Midtown Bar and Grill - 415 W Gray St","The Bagel Savage","415 W Gray St  ","Houston","TX","77019","1","25.87","0.00","0.00","1.72","0.00","27.59","-3.13","-2.59","0.00","-0.99","0.00","-5.00","15.88"
"2025-09-22","2025-10-05","8568728",,"Evan's Burger Empire","1175 2nd Ave  ","New York","NY","10065","1","13.99","0.00","0.00","0.98","0.00","14.97","-1.65","-1.40","0.00","-0.67","0.00","-3.00","8.25"
"2025-09-22","2025-10-05","2116488",,"Molly's Chicken Wings","25-02 Queens Plaza S ","New York","NY","11101","1","21.27","0.00","0.00","0.65","0.00","21.92","-3.19","-2.13","0.00","-0.82","0.00","-5.00","10.78"
"2025-09-22","2025-10-05","4833080","4663 Trousdale Dr","Amore Pasta Ristorante","4663 Trousdale Dr  ","Nashville","TN","37204","1","15.49","0.00","0.00","1.02","0.00","16.51","-2.32","-1.55","0.00","-0.65","0.00","-5.00","6.99"
"2025-09-22","2025-10-05","6156496","839 W University Dr","Olivia's Omelettes","839 W University Dr  ","Tempe","AZ","85281","3","47.52","0.00","0.00","3.55","0.00","51.07","-7.13","-4.76","0.00","-2.28","0.00","-6.00","30.90"
"2025-09-22","2025-10-05","2796227",,"Midtown Quesadillas Snob (George St)","228 George St  ","New Brunswick","NJ","08901","2","51.42","0.00","0.00","2.88","0.00","54.30","-7.72","-5.14","0.00","-2.01","0.00","-8.00","31.43"
"2025-09-22","2025-10-05","3309348","Englishtown Rd","First Light Breakfast Cafe","557 Englishtown Rd  ","Monroe Township","NJ","08831","3","70.45","0.00","0.00","3.94","0.00","74.39","-10.56","-7.05","0.00","-2.83","0.00","-11.00","42.95"
"2025-09-22","2025-10-05","9813472","1855 Palm Beach Lakes Blvd","Sicily's Calzone House","1855 Palm Beach Lakes Blvd  ","West Palm Beach","FL","33401","3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2025-09-22","2025-10-05","5850288","1st Avenue","Tessa's Fruity Treats","1741 1st Ave.  ","New York","NY","10128","2","81.04","0.00","0.00","6.75","0.00","87.79","-12.16","-8.10","0.00","-2.83","0.00","-5.00","59.70"
"2025-09-22","2025-10-05","3300580","Broadway","Avocado N Toast Snob","3360 Broadway  ","New York","NY","10031","1","12.59","0.00","0.00","1.12","0.00","13.71","-1.89","-1.26","0.00","-0.72","0.00","0.00","9.84"
"2025-09-22","2025-10-05","2776714",,"LV Taco Bar (1st Ave)","1741 1st Avenue  ","New York","NY","10128","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2025-09-22","2025-10-05","4512360","1424 Lexington Ave","Top Panini Shop","1424 Lexington Ave  ","New York","NY","10128","3","62.53","0.00","0.00","4.68","0.00","67.21","-9.38","-6.26","0.00","-2.66","0.00","-9.87","39.04"
"2025-09-22","2025-10-05","10380904","1st Ave","Original Burger Bar","1219 1st Ave.  ","New York","NY","10065","1","16.07","0.00","0.00","1.07","0.00","17.14","-2.41","-1.61","0.00","-0.70","0.00","-4.02","8.40"
"2025-09-22","2025-10-05","3310118","W Indian School Rd","Fried Rice Fanatic","400 W Indian School Rd  ","Phoenix","AZ","85013","7","127.28","0.00","0.00","9.95","0.00","137.23","-19.09","-12.74","0.00","-5.44","0.00","-18.00","81.96"
"2025-09-22","2025-10-05","4515656","154 7th Ave","Tanya's Vegetarian Breakfast","154 7th Ave  ","New York","NY","10011","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2025-09-22","2025-10-05","3310395","9th Ave","Mufasa's Pancakes & French Toast","755 9th Ave  ","New York","NY","10019","4","82.19","0.00","0.00","6.68","0.00","88.87","-12.32","-8.22","0.00","-3.69","0.00","-7.00","57.64"
"2025-09-22","2025-10-05","10380896","1st Ave","The Minister Wraps","1219 1st Ave.  ","New York","NY","10065","1","16.78","0.00","0.00","1.05","0.00","17.83","-2.52","-1.68","0.00","-0.69","0.00","-5.00","7.94"
"2025-09-22","2025-10-05","2964464",,"Day N Night Pancakes","240 Sullivan St  ","New York","NY","10012","1","22.36","0.00","0.00","1.54","0.00","23.90","-1.12","-3.35","0.00","-0.88","0.00","-5.00","13.55"
"2025-09-22","2025-10-05","10379368","7th Ave","Stan's Burger Bar","154 7th Ave  ","New York","NY","10011","2","67.10","0.00","0.00","4.80","0.00","71.90","-10.06","-6.71","0.00","-2.40","0.00","-13.00","39.73"
"2025-09-22","2025-10-05","3312534","Gold St","Marty's Wraps Shack","257 Gold St  ","Brooklyn","NY","11201","1","33.17","0.00","0.00","2.50","0.00","35.67","-4.98","-3.32","0.00","-1.24","0.00","-5.00","21.13"
"2025-09-22","2025-10-05","4518800","1741 1st Avenue","Sam's Sandwich Spot","1741 1st Ave.  ","New York","NY","10128","1","0.00","0.00","0.00","0.00","0.00","0.00","-2.55","-1.70","0.00","-0.72","0.00","0.00","-4.97"
"2025-09-22","2025-10-05","2223864",,"Fiona's Pancake Bar","1404 Madison Avenue  ","New York","NY","10029","6","162.24","0.00","0.00","12.19","0.00","174.43","-24.33","-16.24","0.00","-6.36","0.00","-25.00","102.50"
"2025-09-22","2025-10-05","10929320","E 125th St","The Mexican Cocina","135 E 125th St  ","New York","NY","10035","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2025-09-22","2025-10-05","2126109",,"Mary's Bagel Bar","59 4th Ave ","New York","NY","10003","1","20.97","0.00","0.00","1.42","0.00","22.39","-3.15","-2.10","0.00","-0.83","0.00","-5.00","11.31"
"2025-09-22","2025-10-05","9824152","1174 Chapel St","Slapjack Pancakes","1174 Chapel St  ","New Haven","CT","06511","1","29.36","0.00","0.00","1.55","0.00","30.91","-4.40","-2.94","0.00","-1.09","-1.55","-5.00","15.93"
"2025-09-22","2025-10-05","3309992","1st Avenue","La Mexicana Quesadilla","217 1st Ave.  ","New York","NY","10003","3","99.93","0.00","0.00","8.34","0.00","108.27","-15.00","-10.00","0.00","-4.02","0.00","-6.00","73.25"
"2025-09-22","2025-10-05","9811896","Mission","Holly's Burger Bar","3349 Mission St  ","San Francisco","CA","94110","2","54.24","0.00","0.00","3.82","0.00","58.06","-8.14","-5.43","0.00","-2.06","0.00","-10.00","32.43"
"2025-09-22","2025-10-05","3310812","Hillside Ave","Top Panini Shop","164-01 Hillside Avenue  ","Jamaica","NY","11432","4","68.71","0.00","0.00","2.01","0.00","70.72","-10.30","-6.88","0.00","-2.79","0.00","-18.74","32.01"
"2025-09-22","2025-10-05","3300981","Broadway","The Classic Juice","3360 Broadway  ","New York","NY","10031","1","18.98","0.00","0.00","1.24","0.00","20.22","-2.85","-1.90","0.00","-0.76","0.00","-5.00","9.71"
"2025-09-22","2025-10-05","2634355",,"Bosscat Wings","1116 Polk St ","San Francisco","CA","94109","1","69.94","0.00","0.00","5.60","0.00","75.54","-10.49","-6.99","0.00","-2.45","0.00","-5.00","50.61"
"2025-09-22","2025-10-05","6157024","278 N Brewster Rd","Nico's Italian Ristorante","278 N Brewster Rd  ","Brewster","NY","10509","1","16.49","0.00","0.00","1.13","0.00","17.62","-2.47","-1.65","0.00","-0.75","0.00","-3.00","9.75"
"2025-09-22","2025-10-05","2786288",,"Palm Tree Juice Bar (1st Ave)","217 1st Ave  ","New York","NY","10003","4","116.91","0.00","0.00","8.69","0.00","125.60","-17.55","-11.70","0.00","-4.45","0.00","-19.00","72.90"
"2025-09-22","2025-10-05","2900807",,"The Omelette Farm (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","4","69.89","0.00","0.00","5.22","0.00","75.11","-10.50","-7.00","0.00","-3.15","0.00","-10.95","43.51"
"2025-09-22","2025-10-05","3309831","3rd St","Addictive Fried Chicken","5155 3rd St  ","San Francisco","CA","94124","3","60.70","0.00","0.00","4.37","0.00","65.07","-9.11","-6.06","0.00","-2.58","0.00","-10.00","37.32"
"2025-09-22","2025-10-05","10600960","2nd Ave","Brenda's Panini Palace","53 2nd Ave  ","New York","NY","10003","1","19.99","0.00","0.00","1.33","0.00","21.32","-3.00","-2.00","0.00","-0.80","0.00","-5.00","10.52"
"2025-09-22","2025-10-05","8566088",,"The Calzone Empire","2511 Washington Blvd  ","Baltimore","MD","21230","2","74.16","0.00","0.00","3.85","0.00","78.01","-11.13","-7.42","0.00","-2.67","-3.85","-10.00","42.94"
"2025-09-22","2025-10-05","6893800","Dream Gourmet Deli inc. - 111 East 161 Street","Prime Burger Lounge","111 E 161 St  ","Bronx","NY","10452","3","40.96","0.00","0.00","1.24","0.00","42.20","-6.15","-4.10","0.00","-1.59","0.00","-10.00","20.36"
"2025-09-22","2025-10-05","5024688","296 3rd Ave","Savage Juice Bar","296 3rd Ave  ","New York","NY","10010","1","29.67","0.00","0.00","2.19","0.00","31.86","-4.45","-2.97","0.00","-1.12","0.00","-5.00","18.32"
"2025-09-22","2025-10-05","6891832","Thai Thai San Marcos Restaurant - 801 S Twin Oaks Valley Rd","Vinny’s Vegetarian Spot","1450 West Mission Rd  ","San Marcos","CA","92069","1","39.47","0.00","0.00","2.67","0.00","42.14","-5.92","-3.95","0.00","-1.43","0.00","-5.00","25.84"
"2025-09-22","2025-10-05","3312267","Lexington Ave","Casa De Quesadilla","1424 Lexington Ave  ","New York","NY","10128","22","525.07","0.00","0.00","38.39","0.00","563.46","-79.81","-53.28","0.00","-21.93","0.00","-69.09","339.35"
"2025-09-22","2025-10-05","3311342","Broadway","Sunny's Sandwiches Bistro","3360 Broadway  ","New York","NY","10031","4","60.76","0.00","0.00","4.60","0.00","65.36","-9.11","-6.09","0.00","-2.91","0.00","-9.00","38.25"
"2025-09-22","2025-10-05","3310559","Bedford Ave","Casa Pasta Ristorante","265 Bedford Ave  ","Brooklyn","NY","11211","10","269.72","0.00","0.00","20.03","0.00","289.75","-40.47","-26.99","0.00","-10.20","0.00","-44.03","168.06"
"2025-09-22","2025-10-05","9832944","1708 Livernois Rd","The Pasta Brothers","1708 Livernois Rd  ","Troy","MI","48083","8","299.31","0.00","0.00","16.51","0.00","315.82","-44.90","-29.94","0.00","-11.31","-16.51","-24.00","189.16"
"2025-09-22","2025-10-05","2285322",,"The Pasta Slut","1338 Polk St  ","San Francisco","CA","94109","14","577.66","0.00","0.00","45.04","0.00","622.70","-86.69","-57.79","0.00","-21.52","0.00","-55.00","401.70"
"2025-09-22","2025-10-05","7102536","Golden State Pizza & Grill - 3349 Mission St","Henry's Chicken Wings","3349 Mission St  ","San Francisco","CA","94110","5","125.55","0.00","0.00","9.80","0.00","135.35","-19.20","-12.82","0.00","-5.35","0.00","-12.00","85.98"
"2025-09-22","2025-10-05","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","13","663.43","0.00","0.00","57.14","0.00","720.57","-132.71","-66.37","0.00","-25.26","0.00","-20.00","476.23"
"2025-09-22","2025-10-05","7325392","Midtown Bar and Grill - 415 W Gray St","Original Burger Bar","415 W Gray St  ","Houston","TX","77019","1","46.56","0.00","0.00","3.43","0.00","49.99","-6.98","-4.66","0.00","-1.67","0.00","-5.00","31.68"
"2025-09-22","2025-10-05","10332968","N Almaden Ave","The Indian Spice Kitchen","100 N Almaden Ave  ","San Jose","CA","95110","1","10.49","0.00","0.00","0.98","0.00","11.47","-1.57","-1.05","0.00","-0.65","0.00","0.00","8.20"
"2025-09-22","2025-10-05","9819608","18300 Vanowen St","K's Slice of Cake","18300 Vanowen St  ","Los Angeles","CA","91335","2","34.95","0.00","0.00","1.80","0.00","36.75","-5.24","-3.50","0.00","-1.57","0.00","-5.00","21.44"
"2025-09-22","2025-10-05","10936640","3rd St","The Salad Dream","5155 3rd St  ","San Francisco","CA","94124","1","0.00","0.00","0.00","0.00","0.00","0.00","-2.73","-1.82","0.00","-0.74","0.00","0.00","-5.29"
"2025-09-22","2025-10-05","3310150","Packard St","The Dessert Shack","1200 Packard St  ","Ann Arbor","MI","48104","1","18.86","0.00","0.00","0.83","0.00","19.69","-2.83","-1.89","0.00","-0.75","-0.83","-5.00","8.39"
"2025-09-22","2025-10-05","3372659","4655 S 4800 W","Nino's Nacho Bar","4655 S 4800 W  ","West Valley City","UT","84120","2","36.58","0.00","0.00","1.28","0.00","37.86","-5.48","-3.66","0.00","-1.44","0.00","-10.00","17.28"
"2025-09-22","2025-10-05","2563085",,"OG Chicken and Waffles","820 Pennsylvania Ave  ","Pittsburgh","PA","15233","2","49.95","0.00","0.00","2.80","0.00","52.75","-7.49","-5.00","0.00","-1.91","-2.80","-10.00","25.55"
"2025-09-22","2025-10-05","3310775","Hoover Rd","Greek Gyro Spot","28501 Hoover Rd  ","Warren","MI","48093","2","31.47","0.00","0.00","1.35","0.00","32.82","-4.72","-3.15","0.00","-1.32","-1.35","-9.00","13.28"
"2025-09-22","2025-10-05","10062104","8th Ave","Panini's On Panini's","382 8th Ave  ","New York","NY","10001","2","13.99","0.00","0.00","1.24","0.00","15.23","-4.51","-3.01","0.00","-1.49","0.00","0.00","6.22"
"2025-09-22","2025-10-05","3326210","30th St","Jewel's Breakfast Joint","34-02 30th St  ","Astoria","NY","11106","4","43.56","0.00","0.00","1.76","0.00","45.32","-6.52","-4.36","0.00","-2.60","0.00","0.00","31.84"
"2025-09-22","2025-10-05","5028128","3907 Lee Hwy","Breakfast Burrito Joint","3907 Lee Hwy  ","Arlington","VA","22207","5","70.14","0.00","0.00","3.55","0.00","73.69","-10.53","-7.02","0.00","-3.41","0.00","-11.00","41.73"
"2025-09-22","2025-10-05","2896799",,"The Dessert Dream","1219 1st Ave  ","New York","NY","10065","1","15.98","0.00","0.00","0.98","0.00","16.96","-2.40","-1.60","0.00","-0.66","0.00","-5.00","7.30"
"2025-09-22","2025-10-05","6891008","Italian Village Pizza - 5532 W Saginaw Hwy","Jim's House of Hoagies","5532 W Saginaw Hwy  ","Lansing","MI","48917","1","15.38","0.00","0.00","0.62","0.00","16.00","-2.31","-1.54","0.00","-0.64","-0.62","-5.00","5.89"
"2025-09-22","2025-10-05","7323992","Midtown Bar and Grill - 415 W Gray St","Hyde's Grilled Cheese","415 W Gray St  ","Houston","TX","77019","3","53.13","0.00","0.00","3.89","0.00","57.02","-7.53","-5.32","0.00","-2.45","0.00","-6.00","35.72"
"2025-09-22","2025-10-05","3310669","Bedford Ave","Penny's Pancakes","265 Bedford Ave  ","Brooklyn","NY","11211","4","92.31","0.00","0.00","7.04","0.00","99.35","-13.85","-9.24","0.00","-3.83","0.00","-13.00","59.43"
"2025-09-22","2025-10-05","10938160","Milby St","Sicily's Calzone House","1275 Milby St  ","Houston","TX","77003","1","48.45","0.00","0.00","4.00","0.00","52.45","-7.27","-4.85","0.00","-1.90","0.00","0.00","38.43"
