"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","423731178420339","2025-09-26","03:43:00 PM","America/New_York","3310779","George St","Pita Sandwiches Bite","228 George St  ","New Brunswick","NJ","08901","Prepaid Order","Grubhub Delivery","GH+","17.18","0.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.12","-2.58","-1.72","0.00","-0.76","0.00","0.00","-3.00","0.00","10.06",,"BwEAAAAAADKEu2bgPVCbDBHwvVFrz031w30"
"Marketplace","162631142378297","2025-09-23","08:32:00 AM","America/New_York","2710285",,"The Salad God (4th Ave)","59 4th Ave  ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","11.29","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.29","-1.69","-1.13","0.00","-0.67","0.00","0.00","0.00","0.00","8.80",,"BwEAAAAAAClbDQB-oiCYdRHwoiEVrvQvv1w"
"Marketplace","722931221992441","2025-10-01","06:29:00 PM","America/New_York","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Prepaid Order","Grubhub Delivery","non GH+","25.99","1.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.60","-3.90","-2.60","0.00","-1.05","-1.61","0.00","-3.00","0.00","15.44",,"BwEAAAAAACBJxxbfbkCfEBHwrkHNPkWx4lc"
"Marketplace","039331238960344","2025-10-02","05:23:00 PM","America/New_York","5321760","Yue Bai Wei - 5874 Forbes Ave","The Stir Fry Bar","5874 Forbes Ave  ","Pittsburgh","PA","15217","Prepaid Order","Grubhub Delivery","GH+","40.35","2.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","42.96","-6.05","-4.04","0.00","-1.52","-2.61","0.00","-3.00","0.00","25.74",,"BwEAAAAAAFE0INQ09iCf0BHwtiEhmkYf8ZA"
"Marketplace","268031249850384","2025-10-03","10:57:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","15.38","0.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.30","-2.31","-1.54","0.00","-0.64","0.00","0.00","-5.00","0.00","6.81",,"BwEAAAAAAB2UJMTxCTCgZBHwiTER6of0Mdg"
"Marketplace","867731266114831","2025-10-05","08:52:00 AM","America/New_York","2117009",,"Kelly's Pancake Bar","25-02 Queens Plaza S ","NY","NY","11101","Prepaid Order","Grubhub Delivery","GH+","21.67","0.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.34","-3.25","-2.17","0.00","-0.83","0.00","0.00","-5.00","0.00","11.09",,"BwEAAAAAACBNkXm99ACh5RHwtAHxHL0_-j8"
"Marketplace","210431224355222","2025-10-01","11:18:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","19.68","1.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.98","-2.95","-1.97","0.00","-0.79","0.00","0.00","-5.00","0.00","10.27",,"BwEAAAAAAB2UJKXZ3LCe0BHwnLGL2jx0EHY"
"Marketplace","983431221398284","2025-10-01","04:53:00 PM","America/New_York","2776714",,"LV Taco Bar (1st Ave)","1741 1st Avenue  ","New York","NY","10128","Cancellation","Grubhub Delivery","GH+","-18.38","-1.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20.01","2.76","1.84","0.00","0.91","0.00","0.00","0.00","0.00","-14.50",,"CQMAAAAAACpeivtDVBCfAhHwlBFzBmojn74AAAAB"
"Marketplace","983431221398284","2025-10-01","04:53:00 PM","America/New_York","2776714",,"LV Taco Bar (1st Ave)","1741 1st Avenue  ","New York","NY","10128","Prepaid Order","Grubhub Delivery","GH+","18.38","1.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.01","-2.76","-1.84","0.00","-0.91","0.00","0.00","0.00","0.00","14.50",,"BwEAAAAAACpeivtDVBCfAhHwlBFzBmojn74"
"Marketplace","490131258003740","2025-10-04","08:25:00 AM","America/New_York","1968311",,"Penny's Pancakes","1237 Fulton Street  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","40.63","2.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","43.62","-6.09","-4.06","0.00","-1.42","0.00","0.00","-7.00","0.00","25.05",,"BwEAAAAAAB4It7biKMChFxHwqMHZM2ckfrY"
"Marketplace","802131266351160","2025-10-05","08:30:00 AM","America/New_York","10929240","Amsterdam Ave","The Burger Hole","1213 Amsterdam Ave  ","New York","NY","10027","Cancellation","Grubhub Delivery","GH+","-17.48","-1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-19.03","2.62","1.75","0.00","0.88","0.00","0.00","0.00","0.00","-13.78","RESTAURANT_IS_CLOSED","CQMAAAAAAKbEWCNhaUCh4xHwqUHxMrTNFw4AAAAB"
"Marketplace","802131266351160","2025-10-05","08:30:00 AM","America/New_York","10929240","Amsterdam Ave","The Burger Hole","1213 Amsterdam Ave  ","New York","NY","10027","Prepaid Order","Grubhub Delivery","GH+","17.48","1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.03","-2.62","-1.75","0.00","-0.88","0.00","0.00","0.00","0.00","13.78",,"BwEAAAAAAKbEWCNhaUCh4xHwqUHxMrTNFw4"
"Marketplace","135631263966733","2025-10-04","10:51:00 PM","America/New_York","11801712","Thomas S Boyland St","Luke's Breakfast Club","116 Thomas S Boyland St  ","Brooklyn","NY","11233","Prepaid Order","Grubhub Delivery","non GH+","25.18","1.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.88","-3.78","-2.52","0.00","-0.94","0.00","0.00","-6.00","0.00","13.64",,"BwEAAAAAALQUcEM8XLChjxHwnLHTF_UuUhc"
"Marketplace","721631254191082","2025-10-04","08:32:00 PM","America/New_York","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","Prepaid Order","Grubhub Delivery","GH+","20.98","1.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.40","-3.15","-2.10","0.00","-0.83","0.00","0.00","-5.00","0.00","11.32",,"BwEAAAAAAJXJIDumM9ChfBHws9G1rT2tcfA"
"Marketplace","585331214037144","2025-09-30","12:43:00 AM","America/New_York","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","7.68","0.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.36","-1.15","-0.77","0.00","-0.55","0.00","0.00","0.00","0.00","5.89",,"BwEAAAAAAGkoyP4pCgCdsRHwigHByy5oKJ4"
"Marketplace","204731203583531","2025-09-29","12:46:00 PM","America/New_York","4521912","1741 1st Avenue","Seth's Sandwiches","1741 1st Ave.  ","New York","NY","10128","Prepaid Order","Grubhub Delivery","GH+","16.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.05","-2.55","-1.70","0.00","-0.70","0.00","0.00","-5.00","0.00","8.10",,"BwEAAAAAAET_uNujJHCdTRHwpHErc_JjuXI"
"Marketplace","186131145524369","2025-09-23","02:42:00 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Prepaid Order","Grubhub Delivery","GH+","16.37","1.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.56","-1.80","-1.64","0.00","0.00","0.00","0.00","-3.00","0.00","11.12",,"BwEAAAAAAEnW6Cdc0QSYpxHwkQUPBktVnek"
"Marketplace","928631149458667","2025-09-22","10:40:00 PM","America/Los_Angeles","2643485",,"Danny's Desserts ","2624 Pico Blvd   #1B","Santa Monica","CA","90405","Prepaid Order","Grubhub Delivery","GH+","20.28","1.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.85","-3.04","-2.03","0.00","-0.81","0.00","0.00","-5.00","0.00","10.97",,"BwEAAAAAAChWHbLNuXCYORHwuXER1utQbNU"
"Marketplace","249531241943879","2025-10-02","11:33:00 PM","America/New_York","11801712","Thomas S Boyland St","Luke's Breakfast Club","116 Thomas S Boyland St  ","Brooklyn","NY","11233","Prepaid Order","Grubhub Delivery","GH+","16.08","1.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.15","-2.41","-1.61","0.00","-0.70","0.00","0.00","-4.02","0.00","8.41",,"BwEAAAAAALQUcHSWZ6CgBRHwp6H371r55gg"
"Marketplace","249531241943879","2025-10-02","11:33:00 PM","America/New_York","11801712","Thomas S Boyland St","Luke's Breakfast Club","116 Thomas S Boyland St  ","Brooklyn","NY","11233","Cancellation","Grubhub Delivery","GH+","-16.08","-1.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-17.15","2.41","1.61","0.00","0.70","0.00","0.00","4.02","0.00","-8.41",,"CQMAAAAAALQUcHSWZ6CgBRHwp6H371r55ggAAAAB"
"Marketplace","208331235549877","2025-10-02","03:42:00 PM","America/New_York","4514232","1741 1st Avenue","Hero Sandwich Shop","1741 1st Ave.  ","New York","NY","10128","Prepaid Order","Grubhub Delivery","GH+","16.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.05","-2.55","-1.70","0.00","-0.70","0.00","0.00","-5.00","0.00","8.10",,"BwEAAAAAAEThuGf3L5CfwhHwr5E98FiiClQ"
"Marketplace","886931236243156","2025-10-02","10:33:00 AM","America/New_York","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","Prepaid Order","Grubhub Delivery","GH+","21.67","1.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.15","-3.25","-2.17","0.00","-0.85","0.00","0.00","-5.00","0.00","11.88",,"BwEAAAAAAJXJIDy6SDaflRHwiDe551-1nTg"
"Marketplace","303931166656988","2025-09-25","04:11:00 PM","America/New_York","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Prepaid Order","Grubhub Delivery","GH+","25.99","1.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.60","-3.90","-2.60","0.00","-1.05","-1.61","0.00","-3.00","0.00","15.44",,"BwEAAAAAACBJxxa6ibCaRRHwibG7oJ1sAzU"
"Marketplace","599231212464896","2025-09-30","06:18:00 PM","America/New_York","3309992","1st Avenue","La Mexicana Quesadilla","217 1st Ave.  ","New York","NY","10003","Prepaid Order","Grubhub Delivery","non GH+","23.97","2.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.10","-3.60","-2.40","0.00","-1.10","0.00","0.00","0.00","0.00","19.00",,"BwEAAAAAADKBqA2PTYKeRhHwjYNJkWEUNjg"
"Marketplace","054831209072730","2025-09-29","12:04:00 AM","America/Los_Angeles","2643485",,"Danny's Desserts ","2624 Pico Blvd   #1B","Santa Monica","CA","90405","Prepaid Order","Grubhub Delivery","GH+","10.49","0.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.05","-1.57","-1.05","0.00","-0.48","0.00","0.00","-5.00","0.00","2.95",,"BwEAAAAAAChWHfncxyCc_RHwhyFJPyQW03k"
"Marketplace","416431156269777","2025-09-24","04:39:00 PM","America/New_York","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","22.38","1.54","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.92","-3.36","-2.24","0.00","-0.88","0.00","0.00","-5.00","0.00","12.44",,"BwEAAAAAAGkoyGbTTGCYmBHwjGFBu6puLIY"
"Marketplace","798531189160225","2025-09-27","04:28:00 PM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","10.29","0.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.20","-1.54","-1.03","0.00","-0.64","0.00","0.00","0.00","0.00","7.99",,"BwEAAAAAAB2UJGi2vxCb3RHwvxGpTQtXAGw"
"Marketplace","416431156264167","2025-09-24","03:52:01 PM","America/New_York","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Order Adjustment","Grubhub Delivery","GH+","-14.99","-1.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-16.04","0.00","0.00","0.00","0.00","1.05","0.00","0.00","0.00","-14.99","INCORRECT_ITEM - Refund requested by diner via help interaction","CQMAAAAAACBJxwgn3MCZVxHwnMFZ5vQC7fQAAAAB"
"Marketplace","416431156264167","2025-09-24","01:00:00 PM","America/New_York","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Prepaid Order","Grubhub Delivery","GH+","23.96","1.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.43","-3.59","-2.40","0.00","-0.98","-1.47","0.00","-3.00","0.00","13.99",,"BwEAAAAAACBJxwgn3MCZVxHwnMFZ5vQC7fQ"
"Marketplace","253631228615777","2025-10-01","06:17:00 PM","America/New_York","3310775","Hoover Rd","Greek Gyro Spot","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","non GH+","10.49","0.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.94","-1.57","-1.05","0.00","-0.54","-0.45","0.00","-3.00","0.00","4.33",,"BwEAAAAAADKEtzi1dSKfDhHwtSMr7tgXtJM"
"Marketplace","911831262406029","2025-10-05","10:39:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","41.95","3.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45.05","-6.29","-4.20","0.00","-1.46","0.00","0.00","-7.00","0.00","26.10",,"BwEAAAAAAB2UJCmg7bCh9BHwrbGNsC72fv0"
"Marketplace","268031249852115","2025-10-03","04:29:00 PM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","20.58","1.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.96","-3.09","-2.06","0.00","-0.82","0.00","0.00","-5.00","0.00","10.99",,"BwEAAAAAAB2UJI2dyJCgkxHwiJG7FiK1vx4"
"Marketplace","049731220007980","2025-10-01","07:05:00 PM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","10.29","0.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.20","-1.54","-1.03","0.00","-0.64","0.00","0.00","0.00","0.00","7.99",,"BwEAAAAAAB2UJHa_LTCfFxHwrTERNaxUH0c"
"Marketplace","736831225153794","2025-10-01","09:15:00 AM","America/New_York","9820960","370 Main St","FirstBite Breakfast Sandwiches","370 Main St  ","East Orange","NJ","07018","Cancellation","Grubhub Delivery","GH+","-15.39","-0.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-16.08","1.56","1.54","0.00","0.64","0.00","0.00","0.00","5.00","-7.34","Third Party POS failed to receive","CQMAAAAAAJXbIDTc6vCewxHwqvEHN9YT8RoAAAAB"
"Marketplace","736831225153794","2025-10-01","09:15:00 AM","America/New_York","9820960","370 Main St","FirstBite Breakfast Sandwiches","370 Main St  ","East Orange","NJ","07018","Prepaid Order","Grubhub Delivery","GH+","15.39","0.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.08","-1.56","-1.54","0.00","-0.64","0.00","0.00","0.00","-5.00","7.34",,"BwEAAAAAAJXbIDTc6vCewxHwqvEHN9YT8Ro"
"Marketplace","597231275126315","2025-10-05","10:10:00 PM","America/New_York","2352422",,"The Pancake Snob (West Chester Pike)","1147 West Chester Pike ","West Chester","PA","19382","Prepaid Order","Grubhub Delivery","GH+","28.98","1.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.54","-4.35","-2.90","0.00","-1.14","-1.56","0.00","-3.00","0.00","17.59",,"BwEAAAAAACPlJpDr-YCiURHwuYGNT5I6-9k"
"Marketplace","745231228132171","2025-10-01","08:06:00 PM","America/New_York","2642274",,"Smoothie and Dessert Bar","755 9th Ave  #1C","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","16.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.05","-2.55","-1.70","0.00","-0.70","0.00","0.00","-5.00","0.00","8.10",,"BwEAAAAAAChRYtZDQiCfHxHwgiHV238NNlY"
"Marketplace","722531260600942","2025-10-04","10:31:00 PM","America/Los_Angeles","2643485",,"Danny's Desserts ","2624 Pico Blvd   #1B","Santa Monica","CA","90405","Prepaid Order","Grubhub Delivery","non GH+","9.79","0.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.28","-1.47","-0.98","0.00","-0.46","0.00","0.00","-5.00","0.00","2.37",,"BwEAAAAAAChWHbL6gVChphHwgVERw8lLhKc"
"Marketplace","867731256113914","2025-10-04","06:51:00 PM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","16.37","1.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.82","-2.46","-1.64","0.00","-0.84","0.00","0.00","0.00","0.00","12.88",,"BwEAAAAAAB2UJOteaEChbxHwqEG1oHwcthI"
"Marketplace","249531231943623","2025-10-02","07:52:00 PM","America/New_York","3310252","South Bay Road","Maya's Fish and Chips","1156 S Bay Rd  ","Dover","DE","19901","Prepaid Order","Grubhub Delivery","GH+","31.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.28","-4.69","-3.13","0.00","-1.16","0.00","0.00","-3.00","0.00","19.30",,"BwEAAAAAADKCrEWJvSCf5BHwvSGRQJ7S0Y8"
"Marketplace","908131237858186","2025-10-02","05:51:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","non GH+","32.47","2.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34.91","-4.87","-3.25","0.00","-1.21","0.00","0.00","-5.00","0.00","20.58",,"BwEAAAAAAB2UJPxfLECfbhHwrEF51bugLPs"
"Marketplace","306131236918966","2025-10-02","12:00:00 PM","America/New_York","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","16.78","1.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.27","-2.52","-1.68","0.00","-0.86","0.00","0.00","0.00","0.00","13.21",,"BwEAAAAAAGkoyGtLIOCfkxHwoOG551-1nTg"
"Marketplace","601231227744190","2025-10-01","01:43:00 AM","America/New_York","7751128","DC Taco & Wings - 1406 Florida Ave NW","Arturo's Burrito Bowls","1406 Florida Ave NW  ","Washington","DC","20009","Cancellation","Grubhub Delivery","GH+","-44.37","-2.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-47.03","6.66","4.44","0.00","1.73","2.66","0.00","0.00","0.00","-31.54",,"CQMAAAAAAHZF2NNgW9CeghHwm9Gl7kT_tawAAAAB"
"Marketplace","601231227744190","2025-10-01","01:43:00 AM","America/New_York","7751128","DC Taco & Wings - 1406 Florida Ave NW","Arturo's Burrito Bowls","1406 Florida Ave NW  ","Washington","DC","20009","Prepaid Order","Grubhub Delivery","GH+","44.37","2.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","47.03","-6.66","-4.44","0.00","-1.73","-2.66","0.00","0.00","0.00","31.54",,"BwEAAAAAAHZF2NNgW9CeghHwm9Gl7kT_taw"
"Marketplace","155731257859560","2025-10-03","08:54:00 PM","America/New_York","8569944",,"Top Panini Shop","1175 2nd Ave  ","New York","NY","10065","Prepaid Order","Grubhub Delivery","GH+","17.99","1.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.19","-2.70","-1.80","0.00","-0.75","0.00","0.00","-4.50","0.00","9.44",,"BwEAAAAAAILEWOQ6osCguBHwosEtEL-NeOY"
"Marketplace","244631250136612","2025-10-04","07:57:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","non GH+","21.38","1.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.83","-3.21","-2.14","0.00","-0.84","0.00","0.00","-5.00","0.00","11.64",,"BwEAAAAAAB2UJKOcwfChFRHwgfG1oHwcthI"
"Marketplace","529731218911191","2025-09-30","04:25:00 AM","America/New_York","3311360","Queens Plaza S","Sal's Smoothie Spot","25-02 Queens Plaza S  ","Queens","NY","11101","Prepaid Order","Grubhub Delivery","non GH+","22.76","0.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.44","-3.41","-2.28","0.00","-0.84","0.00","0.00","-5.69","0.00","11.22",,"BwEAAAAAADKHAFsFhyCd0RHwhyF_xG3HX5U"
