"payout_date","payout_type","distribution_id","short_distribution_id","deposit_id","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","prepaid_order_count","cash_order_count","cancellation_order_count","order_adjustment_count","on_demand_delivery_fees_count","misc_payment_count","subtotal_sales","cash_order_subtotal_sales_paid_at_store","subtotal_sales_adjustments","subtotal_voided_from_cancellations","subtotal_sales_payout","sales_tax","cash_order_sales_tax_paid_at_store","sales_tax_adjustments","sales_tax_voided_from_cancellations","withheld_sales_tax","disbursed_sales_tax","self_delivery_charge","merchant_service_fee","merchant_flexible_fees","tip","commission","delivery_commission","on_demand_delivery_fee","gh_plus_commission","processing_fee","merchant_funded_promotion","merchant_funded_loyalty","account_adjustments","payout_fee","payout_amount"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDDkp3R6i9KDpftGf5K4str",,"AQAAAAAAMr8WAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","3325718","1st Ave","The Omelette Farm","147 1st Ave.  ","New York","NY","10003","2","0","0","0","0","0","36.57","0.00","0.00","0.00","36.57","2.80","0.00","0.00","0.00","0.00","2.80","0.00","0.00","0.00","0.00","-5.48","-3.66","0.00","0.00","-1.65","-5.00","0.00","0.00","0.00","23.58"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQID68mtdvZ5Cg5VhqfTtxljI",,"AQAAAAAAgroAAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","8567296",,"The Salad God"," 329 Union St  ","Nashville","TN","37201","1","0","0","0","0","0","23.49","0.00","0.00","0.00","23.49","1.80","0.00","0.00","0.00","0.00","1.80","0.00","0.00","0.00","0.00","-3.52","-2.35","0.00","0.00","-0.92","-5.00","0.00","0.00","0.00","13.50"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDXfH8nY8BBEa5u_aJPEHy5",,"AQAAAAAAJxLwAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","2560752",,"The Pasta Twins","1147 West Chester Pike  ","West Chester","PA","19382","2","0","0","2","0","0","79.82","0.00","-20.57","0.00","59.25","4.43","0.00","-1.05","0.00","-3.38","0.00","0.00","0.00","0.00","0.00","-11.98","-7.99","0.00","0.00","-2.99","-3.00","0.00","0.00","0.00","33.29"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB73nd2lihJMpJSUfMSELbA","25092624fMSELbA","AQAAAAAAROLwAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","4514544","278 N. Brewster Rd","Marco's Pizza Party","278 N Brewster Rd  ","Brewster","NY","10509","1","0","0","0","0","0","27.67","0.00","0.00","0.00","27.67","1.90","0.00","0.00","0.00","0.00","1.90","0.00","0.00","0.00","0.00","-4.15","-2.77","0.00","0.00","-1.05","-5.00","0.00","0.00","0.00","16.60"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBamoErmX1MLo-kdLyo_0Ng",,"AQAAAAAAoDdAAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","10499904","1st Avenue","Lola's Smoothie Mix","937 1st Ave.  ","New York","NY","10022","1","0","0","0","0","0","21.36","0.00","0.00","0.00","21.36","1.63","0.00","0.00","0.00","0.00","1.63","0.00","0.00","0.00","0.00","-3.20","-2.14","0.00","0.00","-0.91","-3.00","0.00","0.00","0.00","13.74"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBj7HIKtvhPu4kJqHa_nif0","25092624Ha_nif0","AQAAAAAAWn0AAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","12","0","0","1","0","0","318.22","0.00","-22.38","0.00","295.84","22.68","0.00","-1.54","0.00","0.00","21.14","0.00","0.00","0.00","0.00","-47.76","-31.85","0.00","0.00","-12.07","-58.00","0.00","0.00","0.00","167.30"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIC9NG-hOEpJZYDWhYx_kf7l",,"AQAAAAAAHZo2AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","1940022",,"Jose's Burrito Bar","589 1st Avenue ","New York","NY","10016","4","0","0","0","0","0","101.91","0.00","0.00","0.00","101.91","7.73","0.00","0.00","0.00","0.00","7.73","0.00","0.00","0.00","0.00","-15.29","-10.20","0.00","0.00","-4.10","-15.00","0.00","0.00","0.00","65.05"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQID2Zqj7o15Ak5EdrTOEKYc5",,"AQAAAAAAK3cJAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","2848521",,"The Panini Project (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","1","0","0","0","0","0","22.48","0.00","0.00","0.00","22.48","1.55","0.00","0.00","0.00","0.00","1.55","0.00","0.00","0.00","0.00","-3.37","-2.25","0.00","0.00","-0.88","-5.00","0.00","0.00","0.00","12.53"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDGOr63pwpPALj6dQH_mwfe",,"AQAAAAAAniNQAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","10363728","Polk St","Breakfast Burrito Floozy","1428 Polk St  ","San Francisco","CA","94109","1","0","0","0","0","0","19.99","0.00","0.00","0.00","19.99","1.29","0.00","0.00","0.00","0.00","1.29","0.00","0.00","0.00","0.00","-3.00","-2.00","0.00","0.00","-0.80","-5.00","0.00","0.00","0.00","10.48"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICk6yVJ2GJB6ruYKJVKk-i6","25092624JVKk-i6","AQAAAAAApubAAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","10938048","E 125th St","Jr's Philly Cheesesteaks","135 E 125th St  ","New York","NY","10035","2","0","0","0","0","0","26.58","0.00","0.00","0.00","26.58","2.36","0.00","0.00","0.00","0.00","2.36","0.00","0.00","0.00","0.00","-3.98","-2.66","0.00","0.00","-1.48","0.00","0.00","0.00","0.00","20.82"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIC411GTU5NCoLKE3vecjRSz","25092624vecjRSz","AQAAAAAAMoW_AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","3311039","Broadway","Angelo's Wraps Shop","3360 Broadway  ","New York","NY","10031","1","0","0","0","0","0","14.99","0.00","0.00","0.00","14.99","1.33","0.00","0.00","0.00","0.00","1.33","0.00","0.00","0.00","0.00","-2.25","-1.50","0.00","0.00","-0.80","0.00","0.00","0.00","0.00","11.77"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDliMM_gatMaKzoBzJRfWlt",,"AQAAAAAALENHAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","2900807",,"The Omelette Farm (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","4","0","0","0","0","0","69.89","0.00","0.00","0.00","69.89","5.22","0.00","0.00","0.00","0.00","5.22","0.00","0.00","0.00","0.00","-10.50","-7.00","0.00","0.00","-3.15","-10.95","0.00","0.00","0.00","43.51"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIABHT02iP1EAZjNOyTdnVZi",,"AQAAAAAARP9QAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","4521808","2431 North Tustin Avenue","Twin Bridge Burger","2431 N Tustin Ave  ","Santa Ana","CA","92705","1","0","0","0","0","0","18.38","0.00","0.00","0.00","18.38","1.24","0.00","0.00","0.00","0.00","1.24","0.00","0.00","0.00","0.00","-2.76","-1.84","0.00","0.00","-0.75","-5.00","0.00","0.00","0.00","9.27"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIAQuk8NYDNKdIWuKM6nXYFD",,"AQAAAAAAK3aoAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","2848424",,"The Pasta Brothers (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","4","0","0","0","0","0","78.34","0.00","0.00","0.00","78.34","5.42","0.00","0.00","0.00","0.00","5.42","0.00","0.00","0.00","0.00","-11.74","-7.84","0.00","0.00","-3.23","-17.26","0.00","0.00","0.00","43.69"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIB73nd2lihJMpJSUfMSELbA",,"AQAAAAAAROLwAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","4514544","278 N. Brewster Rd","Marco's Pizza Party","278 N Brewster Rd  ","Brewster","NY","10509","1","0","0","0","0","0","31.48","0.00","0.00","0.00","31.48","2.22","0.00","0.00","0.00","0.00","2.22","0.00","0.00","0.00","0.00","-4.72","-3.15","0.00","0.00","-1.18","-5.00","0.00","0.00","0.00","19.65"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIB7kOr4wpdNiKzBVt39IOnJ",,"AQAAAAAAlclIAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","9816392","2rd","The Smoothie Squeeze","296 3rd Ave  ","New York","NY","10010","17","0","0","0","0","0","199.96","0.00","0.00","0.00","199.96","16.41","0.00","0.00","0.00","0.00","16.41","0.00","0.00","0.00","0.00","-27.78","-20.02","0.00","0.00","-11.24","0.00","-15.00","0.00","0.00","142.33"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICedvZ2IVZBpa19MtZd-Fy4","25092624tZd-Fy4","AQAAAAAAMoseAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","3312414","3rd St","Celebrity Vegan Burger","5155 3rd St  ","San Francisco","CA","94124","1","0","0","0","0","0","16.49","0.00","0.00","0.00","16.49","1.16","0.00","0.00","0.00","0.00","1.16","0.00","0.00","0.00","0.00","-2.47","-1.65","0.00","0.00","-0.75","-3.00","0.00","0.00","0.00","9.78"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICjt6tfILBAj6mCyJXpd0hT","25092624JXpd0hT","AQAAAAAAJexMAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","2485324",,"Olivia's Breakfast Cafe","128 E 4th St ","New York","NY","10003","9","0","0","0","0","0","203.69","0.00","0.00","0.00","203.69","14.09","0.00","0.00","0.00","0.00","14.09","0.00","0.00","0.00","0.00","-30.54","-20.39","0.00","0.00","-7.96","-45.00","0.00","0.00","0.00","113.89"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBbae9YST9F9JnonyjJgDqE","25092624yjJgDqE","AQAAAAAAJqumAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","2534310",,"Chicken Tenders Bar","122 E 57th St ","New York","NY","10022","8","0","0","0","0","0","193.88","0.00","0.00","0.00","193.88","14.98","0.00","0.00","0.00","0.00","14.98","0.00","0.00","0.00","0.00","-29.09","-19.40","0.00","0.00","-8.02","-25.00","0.00","0.00","0.00","127.35"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAhssSGaThM-LNvzgCpLZfW","25092624gCpLZfW","AQAAAAAAMweaAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","3344282","916 Hempstead Turnpike","Crunchy Taco Snob","916 Hempstead Turnpike  ","Franklin Square","NY","11010","1","0","0","0","0","0","40.14","0.00","0.00","0.00","40.14","3.46","0.00","0.00","0.00","0.00","3.46","0.00","0.00","0.00","0.00","-6.02","-4.01","0.00","0.00","-1.63","0.00","0.00","0.00","0.00","31.94"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAC6fl97vxA84KMUTZwnQb5","25092624TZwnQb5","AQAAAAAAKqZHAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","2795079",,"Danny's Desserts","228 George St  ","New Brunswick","NJ","08901","1","0","0","0","0","0","16.98","0.00","0.00","0.00","16.98","0.79","0.00","0.00","0.00","0.00","0.79","0.00","0.00","0.00","0.00","-2.55","-1.70","0.00","0.00","-0.69","-5.00","0.00","0.00","0.00","7.83"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICcexhsItxJO7JKJVdWwZ5h","25092624VdWwZ5h","AQAAAAAAMoW6AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","3311034","Loudon Rd #960","Sam's Scrumptious Subs","800 Loudon Rd  ","Latham","NY","12110","3","0","0","0","0","0","76.23","0.00","0.00","0.00","76.23","5.37","0.00","0.00","0.00","0.00","5.37","0.00","0.00","0.00","0.00","-11.44","-7.63","0.00","0.00","-3.11","-9.00","0.00","0.00","0.00","50.42"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICgeVxdV9xDNpXukQ1pDQmg","25092624Q1pDQmg","AQAAAAAAMoGNAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","3309965","Sullivan St","Grilled Cheese Ecstatic","240 Sullivan St  ","New York","NY","10012","4","0","1","0","0","0","124.92","0.00","0.00","-26.36","98.56","9.75","0.00","0.00","-2.07","0.00","7.68","0.00","0.00","0.00","0.00","-14.78","-9.87","0.00","0.00","-4.08","-12.00","0.00","0.00","0.00","65.51"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDyFVztXJFPTYy8A895iN9P","25092624895iN9P","AQAAAAAAJH05AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","2391353",,"Famous Gyro Bar","244 W 14th St ","New York","NY","10011","1","0","0","0","0","0","34.27","0.00","0.00","0.00","34.27","2.60","0.00","0.00","0.00","0.00","2.60","0.00","0.00","0.00","0.00","-5.14","-3.43","0.00","0.00","-1.27","-5.00","0.00","0.00","0.00","22.03"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDRCgiVjtBILr4mXaYFVILg","25092624aYFVILg","AQAAAAAAMos5AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","3312441","1st Avenue","Muf's Muffin Shop","937 1st Ave.  ","New York","NY","10022","1","0","0","0","0","0","20.47","0.00","0.00","0.00","20.47","1.82","0.00","0.00","0.00","0.00","1.82","0.00","0.00","0.00","0.00","-3.07","-2.05","0.00","0.00","-0.98","0.00","0.00","0.00","0.00","16.19"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDS250MXupC1ZkAkGOcbrg9","25092624GOcbrg9","AQAAAAAAldWoAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","9819560","245 E Houston St","The Dessert Dream","245 E Houston St  ","New York","NY","10002","4","0","0","0","0","0","81.13","0.00","0.00","0.00","81.13","5.87","0.00","0.00","0.00","0.00","5.87","0.00","0.00","0.00","0.00","-12.18","-8.12","0.00","0.00","-3.40","-15.00","0.00","0.00","0.00","48.30"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBR_qOkW2dOqoDxEmKMf_HW","25092624mKMf_HW","AQAAAAAAMoOYAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","3310488","1st Avenue","Jewel's Breakfast Joint","937 1st Ave.  ","New York","NY","10022","4","0","0","0","0","0","109.80","0.00","0.00","0.00","109.80","7.98","0.00","0.00","0.00","0.00","7.98","0.00","0.00","0.00","0.00","-16.47","-10.99","0.00","0.00","-4.18","-20.00","0.00","0.00","0.00","66.14"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIApPQSk4x5JlpQZihayOM_r","25092624hayOM_r","AQAAAAAAH24fAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","2059807",,"Riya's Indian Restaurant","1249 Roosevelt Avenue  ","Carteret","NJ","07008","3","0","0","1","0","0","72.72","0.00","-22.37","0.00","50.35","4.09","0.00","-1.15","0.00","0.00","2.94","0.00","0.00","0.00","0.00","-10.92","-7.28","0.00","0.00","-2.90","-6.00","0.00","0.00","0.00","26.19"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAgsOV_fKxGpqNVjpGFWXjd","25092624pGFWXjd","AQAAAAAAKo9VAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","2789205",,"Charlie's Calzone Co (Bergen Turnpike)","4410 Bergen Turnpike  ","North Bergen","NJ","07047","1","0","0","0","0","0","19.86","0.00","0.00","0.00","19.86","1.12","0.00","0.00","0.00","0.00","1.12","0.00","0.00","0.00","0.00","-2.98","-1.99","0.00","0.00","-0.85","-3.00","0.00","0.00","0.00","12.16"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICjBEdS82xFqqpS16TXohBO","250926246TXohBO","AQAAAAAAXfLYAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","6157016","2909A Queens Plaza North","Luca's Chicken Wings","2909 Queens Plaza N  ","Long Island City","NY","11101","3","0","0","0","0","0","76.93","0.00","0.00","0.00","76.93","6.48","0.00","0.00","0.00","0.00","6.48","0.00","0.00","0.00","0.00","-11.54","-7.70","0.00","0.00","-3.32","-4.00","0.00","0.00","0.00","56.85"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDyWfkJxJhA6qyy-M7N95fy","25092624M7N95fy","AQAAAAAAaSYIAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","6891016","Sunrise Market Place - 612 11th Ave","High Life Breakfast Sandwiches","612 11th Ave  ","New York","NY","10036","1","0","0","0","0","0","15.98","0.00","0.00","0.00","15.98","0.98","0.00","0.00","0.00","0.00","0.98","0.00","0.00","0.00","0.00","-2.40","-1.60","0.00","0.00","-0.66","-5.00","0.00","0.00","0.00","7.30"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICpPfVL_DREs6bSqKTrkwvY","25092624KTrkwvY","AQAAAAAATLkgAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","5028128","3907 Lee Hwy","Breakfast Burrito Joint","3907 Lee Hwy  ","Arlington","VA","22207","4","0","0","0","0","0","54.36","0.00","0.00","0.00","54.36","3.08","0.00","0.00","0.00","0.00","3.08","0.00","0.00","0.00","0.00","-8.16","-5.44","0.00","0.00","-2.86","-3.00","0.00","0.00","0.00","37.98"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYID6YQ8aEj1KirE7uVrLOHOZ","25092624VrLOHOZ","AQAAAAAAKoPwAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","2786288",,"Palm Tree Juice Bar (1st Ave)","217 1st Ave  ","New York","NY","10003","2","0","0","0","0","0","47.97","0.00","0.00","0.00","47.97","3.72","0.00","0.00","0.00","0.00","3.72","0.00","0.00","0.00","0.00","-7.20","-4.80","0.00","0.00","-1.99","-6.00","0.00","0.00","0.00","31.70"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIABxEVQj9xCrbGL6PUkyWn4",,"AQAAAAAAMl-cAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","3301276","7th Ave","Holy Grail Omelettes","154 7th Ave  ","New York","NY","10011","2","0","0","0","0","0","27.75","0.00","0.00","0.00","27.75","2.18","0.00","0.00","0.00","0.00","2.18","0.00","0.00","0.00","0.00","-4.16","-2.78","0.00","0.00","-1.41","-3.26","0.00","0.00","0.00","18.32"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB3x9qwFv5P96AhxysncnFp","25092624ysncnFp","AQAAAAAATLioAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","5028008","4663 Trousdale Dr","Riccardo's Gluten Free Pasta Joint","4663 Trousdale Dr  ","Nashville","TN","37204","1","0","2","0","0","0","102.65","0.00","0.00","-56.18","46.47","9.14","0.00","0.00","-4.90","0.00","4.24","0.00","0.00","0.00","0.00","-6.97","-4.65","0.00","0.00","-1.76","-3.00","0.00","0.00","0.00","34.33"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB6lcn3wchP6IvJYBFRr1iL","25092624BFRr1iL","AQAAAAAAgqlIAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","8563016",,"Hella Good Chicken Wings","43 W Flagler St  ","Miami","FL","33130","1","0","0","0","0","0","25.17","0.00","0.00","0.00","25.17","1.41","0.00","0.00","0.00","0.00","1.41","0.00","0.00","0.00","0.00","-3.78","-2.52","0.00","0.00","-0.96","-5.00","0.00","0.00","0.00","14.32"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICRoDFdoVtCcJYcKZcD580A","25092624ZcD580A","AQAAAAAApsRIAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","10929224","Meacham Ave","The American Cheesesteaks","20 Meacham Ave  ","Elmont","NY","11003","1","0","0","0","0","0","27.26","0.00","0.00","0.00","27.26","1.93","0.00","0.00","0.00","0.00","1.93","0.00","0.00","0.00","0.00","-4.09","-2.73","0.00","0.00","-1.04","-5.00","0.00","0.00","0.00","16.33"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDeBfIAZP5Ksbh4J6jN7q7e","250926246jN7q7e","AQAAAAAAROFwAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","4514160","57 sip ave","Hot Sandwich Bar","57 Sip Ave  ","Jersey City","NJ","07306","1","0","0","1","0","1","32.47","0.00","-28.98","0.00","3.49","1.82","0.00","-1.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4.87","-3.25","0.00","0.00","-1.19","-3.49","0.00","29.29","0.00","19.98"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIC0jjjISn5DRo6NT4ra4XCy",,"AQAAAAAAlb3QAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","9813456","1174 Chapel St","Scotty's Bagel Express","1174 Chapel St  ","New Haven","CT","06511","2","0","0","0","0","0","43.05","0.00","0.00","0.00","43.05","2.35","0.00","0.00","0.00","-2.35","0.00","0.00","0.00","0.00","0.00","-6.46","-4.31","0.00","0.00","-1.80","-6.00","0.00","0.00","0.00","24.48"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIB_7ll4bQ9MHauTNa5HSYiD",,"AQAAAAAAgsAIAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","8568840",,"Fresh Seafood House","122 E 57th St  ","New York","NY","10022","1","0","0","0","0","0","31.99","0.00","0.00","0.00","31.99","2.40","0.00","0.00","0.00","0.00","2.40","0.00","0.00","0.00","0.00","-4.80","-3.20","0.00","0.00","-1.20","-5.00","0.00","0.00","0.00","20.19"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIApPQSk4x5JlpQZihayOM_r",,"AQAAAAAAH24fAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","2059807",,"Riya's Indian Restaurant","1249 Roosevelt Avenue  ","Carteret","NJ","07008","1","0","0","0","0","0","27.98","0.00","0.00","0.00","27.98","1.66","0.00","0.00","0.00","0.00","1.66","0.00","0.00","0.00","0.00","-4.20","-2.80","0.00","0.00","-1.11","-3.00","0.00","0.00","0.00","18.53"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDqPZtqbrZB15K6boTlGu16",,"AQAAAAAAaSYoAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","6891048","Caffe Venice - 596 3rd Ave","Smokin' Burger Grille","596 3rd Ave  ","New York","NY","10016","2","0","0","0","0","0","33.96","0.00","0.00","0.00","33.96","2.49","0.00","0.00","0.00","0.00","2.49","0.00","0.00","0.00","0.00","-5.10","-3.40","0.00","0.00","-1.53","-6.00","0.00","0.00","0.00","20.42"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICm0fdad1dDhIMff6MrxSSe",,"AQAAAAAAlcPAAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","9814976","196 1st Ave","Bosscat Burgers","196 1st Ave.  ","New York","NY","10009","1","0","0","0","0","0","22.38","0.00","0.00","0.00","22.38","1.54","0.00","0.00","0.00","0.00","1.54","0.00","0.00","0.00","0.00","-3.36","-2.24","0.00","0.00","-0.88","-5.00","0.00","0.00","0.00","12.44"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIC3SQ851MlOxI7ygcxH6t8o",,"AQAAAAAAMoPTAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","3310547","Ave #35st","Bain's Burger Bar","450 9th Ave  ","New York","NY","10018","1","0","1","1","0","1","36.96","0.00","-11.99","-19.99","4.98","2.39","0.00","-1.06","-1.33","0.00","0.00","0.00","0.00","0.00","0.00","-2.55","-1.70","0.00","0.00","-0.70","-4.98","0.00","13.03","0.00","8.08"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIC286wBuM9FrJQf3SrztWuy","25092624SrztWuy","AQAAAAAAlefQAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","9824208","Morris Park","The Burger Blade","682 Morris Park Ave  ","Bronx","NY","10462","1","0","0","0","0","0","54.95","0.00","0.00","0.00","54.95","2.08","0.00","0.00","0.00","0.00","2.08","0.00","0.00","0.00","0.00","-8.24","-5.50","0.00","0.00","-1.95","-3.00","0.00","0.00","0.00","38.34"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIC_JTJQdGJAJKrgURLTM2ca","25092624RLTM2ca","AQAAAAAApsrgAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","10930912","W Main St","The Burger Project","2401 W Main St  ","Norristown","PA","19403","1","0","0","0","0","0","19.58","0.00","0.00","0.00","19.58","0.87","0.00","0.00","0.00","-0.87","0.00","0.00","0.00","0.00","0.00","-2.94","-1.96","0.00","0.00","-0.77","-5.00","0.00","0.00","0.00","8.91"
"2025-09-26","ACH","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAkq4RdMFVII7CRrJqVW0uD","25092624JqVW0uD","AQAAAAAADTf8AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","866300",,"Mary's Pancake House","122 E 57th St Ste A  ","New York","NY","10022","2","0","0","0","0","0","51.95","0.00","0.00","0.00","51.95","4.09","0.00","0.00","0.00","0.00","4.09","3.98","0.00","0.00","6.83","-11.18","0.00","0.00","0.00","-2.33","-10.00","0.00","0.00","0.00","43.34"
"2025-10-03","Month End","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDY9jNzjvZBV5nVcAuVUSYs",,"AQAAAAAAdj4QAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","7749136","Havana Heights - 4083 Broadway","Seth's Sandwiches","4083 Broadway  ","New York","NY","10032","1","0","0","0","0","0","16.78","0.00","0.00","0.00","16.78","1.05","0.00","0.00","0.00","0.00","1.05","0.00","0.00","0.00","0.00","-2.52","-1.68","0.00","0.00","-0.69","-5.00","0.00","0.00","0.00","7.94"
