"payout_date","payout_type","store_name","street_address","grubhub_store_id","store_number","distribution_id","short_distribution_id","deposit_id","order_number","transaction_date","transaction_time_local","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_id"
"2025-10-03","Month End","Divya's Indian Restaurant","2300 California Ave SW  ","10566456","California Ave SW","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQID7DBsgaidBu5fWVRYVXPjP",,"AQAAAAAAoTs4AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","775830645896288","2025-08-04","01:41:00 AM","Prepaid Order","Grubhub Delivery","non GH+","36.38","3.77","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40.15","-5.46","-3.64","0.00","-1.52","-3.77","0.00","0.00","0.00","25.76","BwEAAAAAAKE7OHO4QBBxBxHwgBG3yq0__UM"
"2025-10-03","Month End","Casa De Quesadilla","1424 Lexington Ave  ","3312267","Lexington Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIB_HoiwVTpFN4NPVyBULAIa",,"AQAAAAAAMoqLAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","601231227745060","2025-09-30","11:43:00 PM","Prepaid Order","Grubhub Delivery","GH+","26.78","1.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.63","-4.02","-2.68","0.00","-0.99","0.00","0.00","-6.00","0.00","14.94","BwEAAAAAADKKiw61cqCedRHwsqHh__WLm5g"
"2025-10-03","Month End","Breakfast Burrito Joint","3907 Lee Hwy  ","5028128","3907 Lee Hwy","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICpPfVL_DREs6bSqKTrkwvY",,"AQAAAAAATLkgAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","067031165671943","2025-09-25","10:47:00 AM","Prepaid Order","Grubhub Delivery","GH+","16.99","0.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.83","-2.55","-1.70","0.00","-0.75","0.00","0.00","-3.00","0.00","9.83","BwEAAAAAAEy5IF_2_ICaGBHwvIGRlrkZs3k"
"2025-10-03","Month End","Divya's Indian Restaurant","2300 California Ave SW  ","10566456","California Ave SW","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQID7DBsgaidBu5fWVRYVXPjP",,"AQAAAAAAoTs4AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA",,"2025-09-27","11:16:30 AM","GH Credit",,"non GH+","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.90","AwEAAAAAAKE7OBcQLjCbzhHwrjHbRlMJpMc"
"2025-09-26","ACH","Casa De Quesadilla","1424 Lexington Ave  ","3312267","Lexington Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB_HoiwVTpFN4NPVyBULAIa","25092624yBULAIa","AQAAAAAAMoqLAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","972931131002200","2025-09-22","05:37:00 PM","Prepaid Order","Grubhub Delivery","GH+","19.96","1.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.47","-2.99","-2.00","0.00","-0.86","0.00","0.00","-3.00","0.00","12.62","BwEAAAAAADKKi5uwWSSX9hHwmSXX0zt4rEo"
"2025-09-26","ACH","CJ's Breakfast Sandwich","596 3rd Ave  ","6891024","Caffe Venice - 596 3rd Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICy8ATLcnNPEZJx06DjCuU5","250926246DjCuU5","AQAAAAAAaSYQAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","496731060487057","2025-09-16","07:00:00 AM","Prepaid Order","Grubhub Delivery","non GH+","5.78","0.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.29","-0.87","-0.58","0.00","-0.49","0.00","0.00","0.00","0.00","4.35","BwEAAAAAAGkmEBgONXCShxHwtXFhkdy93sU"
"2025-09-26","ACH","Riccardo's Gluten Free Pasta Joint","4663 Trousdale Dr  ","5028008","4663 Trousdale Dr","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB3x9qwFv5P96AhxysncnFp","25092624ysncnFp","AQAAAAAATLioAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","200931086524126","2025-09-17","05:25:00 PM","Prepaid Order","Grubhub Delivery","GH+","28.09","2.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.54","-4.21","-2.81","0.00","-1.14","0.00","0.00","-3.00","0.00","19.38","BwEAAAAAAEy4qH_YQVKUDRHwgVNPxl2xp2w"
"2025-09-26","ACH","Bagel Dynasty","1219 1st Ave.  ","3310978","1st Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDW030FSRdA8rdy3kLRlaYB","25092624kLRlaYB","AQAAAAAAMoWCAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","130031073591581","2025-09-16","07:09:00 PM","Prepaid Order","Grubhub Delivery","GH+","6.48","0.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.06","-0.97","-0.65","0.00","-0.52","0.00","0.00","0.00","0.00","4.92","BwEAAAAAADKFgo7U5YCTTBHwpYG5LcP32gA"
"2025-09-26","ACH","Top Panini Shop","164-01 Hillside Avenue  ","3310812","Hillside Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIABshl69NtIWqVKAHDoJyC_","25092624HDoJyC_","AQAAAAAAMoTcAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","467031070110652","2025-09-16","01:37:00 PM","Prepaid Order","Grubhub Delivery","GH+","16.98","0.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.46","-2.55","-1.70","0.00","-0.68","0.00","0.00","-5.00","0.00","7.53","BwEAAAAAADKE3B60kJCTHRHwkJFB7FZ6bNU"
"2025-09-26","ACH","Casa De Quesadilla","1424 Lexington Ave  ","3312267","Lexington Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB_HoiwVTpFN4NPVyBULAIa","25092624yBULAIa","AQAAAAAAMoqLAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","712631129319760","2025-09-20","09:07:00 PM","Prepaid Order","Grubhub Delivery","non GH+","26.78","2.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.89","-4.02","-2.68","0.00","-1.09","0.00","0.00","-3.00","0.00","18.10","BwEAAAAAADKKi1HNqECWgxHwqEGdFUy1CtM"
"2025-09-26","ACH","Luigi's Pasta Ristorante","300 8th Ave  ","10938064","8th Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICSK2FEKjRLg4SYpWnfgqEE","25092624WnfgqEE","AQAAAAAApubQAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","714131108762906","2025-09-19","01:58:00 PM","Prepaid Order","Grubhub Delivery","GH+","86.02","7.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","93.66","-12.90","-8.60","0.00","-3.16","0.00","0.00","0.00","0.00","69.00","BwEAAAAAAKbm0BQyALCVfBHwgLFLgJ525Ao"
"2025-09-26","ACH","Luigi's Pasta Ristorante","300 8th Ave  ","10938064","8th Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICSK2FEKjRLg4SYpWnfgqEE","25092624WnfgqEE","AQAAAAAApubQAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","020131084202303","2025-09-17","02:41:00 PM","Prepaid Order","Grubhub Delivery","GH+","18.88","1.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.56","-2.83","-1.89","0.00","-0.93","0.00","0.00","0.00","0.00","14.91","BwEAAAAAAKbm0D72SICT7xHwiIHLSO9LA3M"
"2025-09-26","ACH","The Farmers Salad","25-02 Queens Plaza S  ","2795130",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIC_7s4V_o9HKLRoWvc_fEGf","25092624vc_fEGf","AQAAAAAAKqZ6AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","478931101544002","2025-09-19","01:30:00 AM","Prepaid Order","Grubhub Delivery","non GH+","34.95","1.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.15","-5.24","-3.50","0.00","-1.25","0.00","0.00","-5.00","0.00","21.16","BwEAAAAAACqmesPIPZCVFBHwvZHB9qQCu5E"
"2025-09-26","ACH","The Vegan Snob","488 Metropolitan Ave  ","5853472","Metropolitan Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIA0tmYZLBREorYUHm2e5U-p","25092624m2e5U-p","AQAAAAAAWVEgAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","600131082009266","2025-09-17","09:00:00 AM","Prepaid Order","Grubhub Delivery","GH+","22.58","1.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.32","-3.39","-2.26","0.00","-0.95","0.00","0.00","-3.00","0.00","14.72","BwEAAAAAAFlRIAC9qlCTvBHwqlERHdzAdRQ"
"2025-10-03","Month End","NY Salad Snob","122 E 57th St  ","1171908",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDVVVwteZlGmoANB6tE7ofF",,"AQAAAAAAEeHEAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","853131148373812","2025-09-23","05:40:38 PM","Prepaid Order","Self Delivery","GH+","34.98","2.66","0.00","1.99","0.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.85","47.66","-6.65","0.00","0.00","-1.60","0.00","0.00","-5.00","0.00","34.41","BwEAAAAAABHhxKyF9DSYwxHwtDVjrkiBh9s"
"2025-10-03","Month End","Chicken Tenders Bar","122 E 57th St ","2534310",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBbae9YST9F9JnonyjJgDqE",,"AQAAAAAAJqumAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","673431164059989","2025-09-25","11:23:00 AM","Prepaid Order","Grubhub Delivery","GH+","17.99","1.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.32","-2.70","-1.80","0.00","-0.80","0.00","0.00","-3.00","0.00","11.02","BwEAAAAAACarpj5PKjCaHRHwqjFVVv6UYwo"
"2025-10-03","Month End","Jewel's Breakfast Joint","937 1st Ave.  ","3310488","1st Avenue","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBR_qOkW2dOqoDxEmKMf_HW",,"AQAAAAAAMoOYAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","270031142011196","2025-09-23","12:00:00 PM","Prepaid Order","Grubhub Delivery","GH+","20.66","1.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.05","-3.10","-2.07","0.00","-0.82","0.00","0.00","-5.00","0.00","11.06","BwEAAAAAADKDmLR4yWCYkRHwiWErNr0daTU"
"2025-09-26","ACH","Riya's Indian Restaurant","1249 Roosevelt Avenue  ","2059807",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIApPQSk4x5JlpQZihayOM_r","25092624hayOM_r","AQAAAAAAH24fAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","537431108977838","2025-09-19","06:49:18 PM","Order Adjustment","Grubhub Delivery","GH+","-22.37","-1.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-23.52","0.00","0.00","0.00","0.00","0.00","0.00","5.00","0.00","-18.52","CQMAAAAAAB9uHzO4nLCVoxHwnLGLk3-VTiQAAAAB"
"2025-09-26","ACH","Casa De Quesadilla","1424 Lexington Ave  ","3312267","Lexington Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB_HoiwVTpFN4NPVyBULAIa","25092624yBULAIa","AQAAAAAAMoqLAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","850831101224181","2025-09-18","11:48:00 PM","Prepaid Order","Grubhub Delivery","non GH+","16.98","0.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.78","-2.55","-1.70","0.00","-0.60","0.00","0.00","-8.00","0.00","4.93","BwEAAAAAADKKi7y6s2CVBhHws2FTzY0LsVw"
"2025-09-26","ACH","Maria's Italian Meatballs","937 1st Avenue ","1938271",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAUt4xwQYhExr68p0b7VhTV","250926240b7VhTV","AQAAAAAAHZNfAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","427231119486086","2025-09-19","09:00:00 PM","Prepaid Order","Grubhub Delivery","GH+","16.78","1.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.83","-2.52","-1.68","0.00","-0.69","0.00","0.00","-5.00","0.00","7.94","BwEAAAAAAB2TX_Of6bCVuBHwqbEzctcuOuc"
"2025-10-03","Month End","Luigi's Pasta Ristorante","329 Union St  ","9832880","205 22nd Ave N","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICJOE2JN3tKgLhmSWQR7M_S",,"AQAAAAAAlgmwAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","659831202517227","2025-09-29","12:05:00 AM","Prepaid Order","Grubhub Delivery","GH+","23.78","1.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.52","-3.57","-2.38","0.00","-0.93","0.00","0.00","-5.00","0.00","13.64","BwEAAAAAAJYJsDcb7PCc6xHwrPETxdyfRrA"
"2025-10-03","Month End","Amores Taqueria","382 8th Ave  ","8565920",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICAsILgyQ1H6Jj-OzJbRz8e",,"AQAAAAAAgrSgAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","418531171062043","2025-09-26","03:32:00 AM","Prepaid Order","Grubhub Delivery","GH+","25.16","1.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.95","-3.77","-2.52","0.00","-0.97","0.00","0.00","-5.00","0.00","14.69","BwEAAAAAAIK0oH_8X6CaphHwn6ELsqk5x7A"
"2025-10-03","Month End","Penny's Pancakes","164-01 Hillside Avenue  ","3300891","Hillside Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDdZevErLtFF584Z208sza0",,"AQAAAAAAMl4bAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","768031185855052","2025-09-27","07:38:00 PM","Prepaid Order","Grubhub Delivery","GH+","41.97","1.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","43.37","-6.30","-4.20","0.00","-1.41","0.00","0.00","-7.00","0.00","24.46","BwEAAAAAADJeGw86G7Cb8xHwm7EZfcUnc0U"
"2025-10-03","Month End","Grilled Cheese Ecstatic","240 Sullivan St  ","3309965","Sullivan St","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICgeVxdV9xDNpXukQ1pDQmg",,"AQAAAAAAMoGNAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","367131185696626","2025-09-27","03:43:00 AM","Prepaid Order","Grubhub Delivery","GH+","22.08","1.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.77","-3.31","-2.21","0.00","-0.93","0.00","0.00","-3.00","0.00","14.32","BwEAAAAAADKBjQLSlBCbcRHwlBEXHxAtmJI"
"2025-10-03","Month End","Jewel's Breakfast Joint","34-02 30th St  ","3326210","30th St","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDMl8fBnRdJga4VvA1niwMq",,"AQAAAAAAMsECAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","229831168698356","2025-09-25","11:39:00 AM","Prepaid Order","Grubhub Delivery","non GH+","10.89","0.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.33","-1.63","-1.09","0.00","-0.65","0.00","0.00","0.00","0.00","7.96","BwEAAAAAADLBAu8aV3CaHxHwl3FFs40Wpvw"
"2025-10-03","Month End","Chicken Sandwich Loft","1001 Thompson Pl  ","7325432","Basilico Pizza - 1001 Thompson Pl","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICJ5npW851ApqkHhf1lQqX3",,"AQAAAAAAb8b4AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","946430821826664","2025-08-22","01:30:32 AM","Prepaid Order","Self Delivery","GH+","44.76","3.88","0.00","4.99","0.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.62","61.71","-7.46","0.00","0.00","-2.03","0.00","0.00","-5.00","0.00","47.22","BwEAAAAAAG_G-DVhgkB_HBHwgkEj3uITNUg"
"2025-10-03","Month End","Casa De Quesadilla","1424 Lexington Ave  ","3312267","Lexington Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIB_HoiwVTpFN4NPVyBULAIa",,"AQAAAAAAMoqLAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","825131163849289","2025-09-25","12:20:39 AM","Order Adjustment","Grubhub Delivery","GH+","-7.09","-0.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.72","CQMAAAAAADKKi5_cF9CZvxHwl9G3DCPIqZIAAAAB"
"2025-10-03","Month End","La Bella Italian Desserts","1741 1st Ave.  ","8564288",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICFmtOtFlZNTIry2N0SYxXh",,"AQAAAAAAgq5AAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","915030898445337","2025-08-29","05:21:00 AM","Prepaid Order","Grubhub Delivery","non GH+","33.94","2.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.51","-5.09","-3.39","0.00","-1.26","0.00","0.00","-5.00","0.00","21.77","BwEAAAAAAIKuQJ9B4YCEtBHwoYHVKlY0C_8"
"2025-10-03","Month End","Lettuce N Greens","257 Water St  ","9824096","257 Water Street","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICj4ws6WBlGp4Rbj0FqVoQg",,"AQAAAAAAledgAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","152931083771687","2025-09-17","05:13:00 PM","Prepaid Order","Grubhub Delivery","GH+","15.38","1.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.75","-2.31","-1.54","0.00","-0.81","0.00","0.00","0.00","0.00","12.09","BwEAAAAAAJXnYG86FHCUBRHwlHGXCYi_IMQ"
"2025-09-26","ACH","Holy Grail Omelettes","154 7th Ave  ","3301276","7th Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIABxEVQj9xCrbGL6PUkyWn4","25092624PUkyWn4","AQAAAAAAMl-cAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","708131082052108","2025-09-17","12:39:00 PM","Prepaid Order","Grubhub Delivery","GH+","19.26","1.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.70","-2.89","-1.93","0.00","-0.84","0.00","0.00","-3.00","0.00","12.04","BwEAAAAAADJfnM_321CT4BHwm1FzvuX2j5w"
"2025-09-26","ACH","Riccardo's Gluten Free Pasta Joint","4663 Trousdale Dr  ","5028008","4663 Trousdale Dr","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB3x9qwFv5P96AhxysncnFp","25092624ysncnFp","AQAAAAAATLioAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","676431082911107","2025-09-17","05:22:00 PM","Prepaid Order","Grubhub Delivery","GH+","28.09","2.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.54","-4.21","-2.81","0.00","-1.14","0.00","0.00","-3.00","0.00","19.38","BwEAAAAAAEy4qBOPdeCUDRHwteHfGuG3diI"
"2025-09-26","ACH","Jay's Breakfast Bar","937 1st Ave.  ","4510336","937 1st Avenue","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICOXlkbcvBPVZVFTpbo3Fyg","25092624pbo3Fyg","AQAAAAAARNKAAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","786831128194307","2025-09-21","01:00:00 PM","Prepaid Order","Grubhub Delivery","GH+","21.18","1.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.79","-3.18","-2.12","0.00","-0.90","0.00","0.00","-3.00","0.00","13.59","BwEAAAAAAETSgIYwJMCXCBHwpME7pVbJ5as"
"2025-10-03","Month End","Ali's Mediterranean Sandwiches","114 E Main St  ","6894736","Medina Halal Gril - 114 East Main Street","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBMEmBLOGJHt7-zis0wcElm",,"AQAAAAAAaTSQAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","037631145422435","2025-09-23","12:27:00 PM","Prepaid Order","Grubhub Delivery","GH+","15.49","0.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.36","-2.32","-1.55","0.00","-0.65","0.00","0.00","-5.00","0.00","6.84","BwEAAAAAAGk0kMPvSbKYmhHwibNVHuk8N_8"
"2025-10-03","Month End","CJ's Breakfast Sandwich","596 3rd Ave  ","6891024","Caffe Venice - 596 3rd Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICy8ATLcnNPEZJx06DjCuU5",,"AQAAAAAAaSYQAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","835931206182828","2025-09-29","03:23:19 AM","Cancellation","Grubhub Delivery","GH+","-11.29","-1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-12.29","1.69","1.13","0.00","0.67","0.00","0.00","0.00","0.00","-8.80","CQMAAAAAAGkmEJ1C9VCc_xHwtVHdTFmTPIsAAAAB"
"2025-10-03","Month End","Luigi's Pasta Ristorante","300 8th Ave  ","10938064","8th Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICSK2FEKjRLg4SYpWnfgqEE",,"AQAAAAAApubQAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","342031193402144","2025-09-28","11:42:00 AM","Prepaid Order","Grubhub Delivery","GH+","26.57","2.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.93","-3.99","-2.66","0.00","-1.18","0.00","0.00","0.00","0.00","21.10","BwEAAAAAAKbm0OVncHCcehHwsHFZI-NJwZk"
"2025-10-03","Month End","Mary's Pancake House","122 E 57th St Ste A  ","866300",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIAkq4RdMFVII7CRrJqVW0uD",,"AQAAAAAADTf8AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","433231216920060","2025-09-30","07:58:04 AM","Prepaid Order","Self Delivery","non GH+","19.24","1.28","0.00","1.99","0.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.73","26.42","-4.25","0.00","0.00","-0.96","0.00","0.00","-4.81","0.00","16.40","BwEAAAAAAA03_JsWFECd8RHwlEFtVscQxjc"
"2025-10-03","Month End","Mufasa's Pancakes & French Toast","154 7th Ave  ","3300978","7th Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIC2KT7lIxVAfJNZ5kmAHuOY",,"AQAAAAAAMl5yAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","355031133809516","2025-09-22","12:55:00 AM","Prepaid Order","Grubhub Delivery","GH+","11.38","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.39","-1.71","-1.14","0.00","-0.68","0.00","0.00","0.00","0.00","8.86","BwEAAAAAADJecjdL4WCXaxHwoWHXZA4B2iI"
"2025-10-03","Month End","The Dessert Dream","245 E Houston St  ","9819560","245 E Houston St","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDS250MXupC1ZkAkGOcbrg9",,"AQAAAAAAldWoAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","501031150390924","2025-09-24","02:24:00 AM","Prepaid Order","Grubhub Delivery","GH+","40.57","3.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","43.73","-6.09","-4.06","0.00","-1.48","0.00","0.00","-5.00","0.00","27.10","BwEAAAAAAJXVqCmlihCZCxHwihE9YS7O7HQ"
"2025-10-03","Month End","Bain's Burger Bar","450 9th Ave  ","3310547","Ave #35st","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIC3SQ851MlOxI7ygcxH6t8o",,"AQAAAAAAMoPTAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","954130987857264","2025-09-07","12:27:56 AM","Order Adjustment","Grubhub Delivery","GH+","-11.99","-1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.05","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.00","-13.03","CQMAAAAAADKD0w0eGnCLlRHwmnGx_QH8jlsAAAAB"
"2025-10-03","Month End","Italian Pasta Lounge","800 Loudon Rd  ","3311230","Loudon Rd #960","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIC2_FYOiMdGfZGBIl6UQ0UF",,"AQAAAAAAMoZ-AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","998331144844147","2025-09-23","08:18:00 PM","Prepaid Order","Grubhub Delivery","non GH+","52.96","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","56.96","-7.94","-5.30","0.00","-1.95","0.00","0.00","-3.00","0.00","38.77","BwEAAAAAADKGfopglwCY1BHwlwETMyrQvfY"
