"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","396331224892729","2025-10-01","12:55:12 PM","Wednesday","12 PM","America/Phoenix","6156504","839 W University Dr","The Sandwich Vibe","839 W University Dr  ","Tempe","AZ","85281","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.48","0.00","18.48","0.00","0.00","1.26","0.00","19.74","-2.77","-1.85","0.00","-0.81","0.00","-3.00","11.31","20",,"8","9","20","0","On-time",,
"Marketplace","371631263009049","2025-10-05","04:10:58 PM","Sunday","4 PM","America/New_York","9832944","1708 Livernois Rd","The Pasta Brothers","1708 Livernois Rd  ","Troy","MI","48083","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","66.44","0.00","66.44","0.00","0.00","3.81","0.00","70.25","-9.97","-6.64","0.00","-2.35","-3.81","-3.00","44.48","21",,"65","66","81","1","On-time",,
"Marketplace","496331231297019","2025-10-02","06:51:39 PM","Thursday","6 PM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","37.15","0.00","37.15","0.00","0.00","3.03","0.00","40.18","-5.57","-3.72","0.00","-1.43","0.00","-3.00","26.46","14",,"13","22","35","8","Late",,
"Marketplace","549431189039811","2025-09-27","12:25:38 PM","Saturday","12 PM","America/New_York","2741495",,"Sarah's Breakfast Bar","1760 3rd Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","14.99","0.00","14.99","0.00","0.00","1.33","0.00","16.32","-2.25","-1.50","0.00","-0.80","0.00","0.00","11.77","11","206","8","10","15","0","On-time",,
"Marketplace","855731191279927","2025-09-28","07:30:55 AM","Sunday","7 AM","America/Phoenix","10372072","E Speedway","Breakfast Burrito Joint","4352 E Speedway Blvd  ","Tucson","AZ","85712","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","27.66","0.00","27.66","0.00","0.00","2.41","0.00","30.07","-4.15","-2.77","0.00","-1.22","0.00","0.00","21.93","15","11","9","10","16","0","On-time","5",
"Marketplace","479831174026556","2025-09-25","10:11:24 PM","Thursday","10 PM","America/New_York","3326032","30th St","NY Dessert Bar","34-02 30th St  ","Astoria","NY","11106","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","28.16","0.00","28.16","0.00","0.00","1.01","0.00","29.17","-4.22","-2.82","0.00","-1.10","0.00","-3.00","18.03","20","1","2","8","42","0","Early",,
"Marketplace","382031191166622","2025-09-28","10:15:14 AM","Sunday","10 AM","America/New_York","3310395","9th Ave","Mufasa's Pancakes & French Toast","755 9th Ave  ","New York","NY","10019","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","9.89","0.00","9.89","0.00","0.00","0.88","0.00","10.77","-1.48","-0.99","0.00","-0.63","0.00","0.00","7.67","20","9","4","9","16","0","Early",,
"Marketplace","206031150532116","2025-09-23","07:46:09 PM","Tuesday","7 PM","America/Phoenix","3309753","W Camelback Rd #103","Noodle And Rice Bar","3446 W Camelback Rd  ","Phoenix","AZ","85017","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","29.36","0.00","29.36","0.00","0.00","2.27","0.00","31.63","-4.40","-2.94","0.00","-1.17","0.00","-3.00","20.12","20","77","13","16","33","0","On-time",,
"Marketplace","103331093041664","2025-09-22","08:30:00 AM","Monday","8 AM","America/New_York","2896704",,"Martha's Breakfast Sandwiches","1219 1st Ave  ","New York","NY","10065","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","Loyal","GH+","41.22","0.00","41.22","0.00","0.00","3.22","0.00","44.44","-6.18","-4.12","0.00","-1.50","0.00","-5.00","27.64",,,,,,"1","On-time",,
"Marketplace","127531155715538","2025-09-23","11:31:07 PM","Tuesday","11 PM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","18.38","0.00","18.38","0.00","0.00","1.19","0.00","19.57","-2.76","-1.84","0.00","-0.74","0.00","-5.00","9.23","16","572","16","22","38","6","Late",,
"Marketplace","841231166080112","2025-09-25","05:00:00 PM","Thursday","5 PM","America/Phoenix","3310218","E Bell Rd #132","The Chinese Joint","4015 E Bell Rd  ","Phoenix","AZ","85032","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","New","GH+","14.09","0.00","14.09","0.00","0.00","1.21","0.00","15.30","-2.11","-1.41","0.00","-0.77","0.00","0.00","11.01",,,,,,"0","On-time",,
"Marketplace","158731173037890","2025-09-25","07:07:12 PM","Thursday","7 PM","America/Chicago","2796118",,"The Dumpling Snob","9737 Manchester Rd  ","St. Louis","MO","63119","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","29.77","0.00","29.77","0.00","0.00","1.05","0.00","30.82","-4.47","-2.98","0.00","-1.09","0.00","-5.00","17.28","13",,"13","22","41","9","Late","5",
"Marketplace","067031165674797","2025-09-25","12:49:53 PM","Thursday","12 PM","America/New_York","3343893","2755 Broadway","Panini's On Panini's","2755 Broadway  ","New York","NY","10025","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","14.88","0.00","14.88","0.00","0.00","1.32","0.00","16.20","-2.23","-1.49","0.00","-0.79","0.00","0.00","11.69","21","4","9","12","39","0","Early",,
"Marketplace","058831214401351","2025-09-30","01:32:01 PM","Tuesday","1 PM","America/Chicago","7323992","Midtown Bar and Grill - 415 W Gray St","Hyde's Grilled Cheese","415 W Gray St  ","Houston","TX","77019","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","13.98","0.00","13.98","0.00","0.00","0.91","0.00","14.89","-1.65","-1.40","0.00","-0.66","0.00","-3.00","8.18","20","2","8","9","29","0","Early",,
"Marketplace","662131199338810","2025-09-27","09:16:04 PM","Saturday","9 PM","America/New_York","4516952","4249 Washington St","Chicken Tenders Bar","4249 Washington St  ","Boston","MA","02131","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.78","0.00","15.78","0.00","0.00","0.80","0.00","16.58","-2.37","-1.58","0.00","-0.71","0.00","-3.00","8.92","20","868","34","38","72","4","On-time",,
"Marketplace","355431164537486","2025-09-25","12:42:59 PM","Thursday","12 PM","America/Los_Angeles","3310539","Michelson Dr","Fiona's Breakfast Burritos","3161 Michelson Dr  ","Irvine","CA","92612","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","14.69","0.00","14.69","0.00","0.00","0.91","0.00","15.60","-2.20","-1.47","0.00","-0.68","0.00","-3.00","8.25","20",,"24","26","41","1","On-time",,
"Marketplace","549431189034367","2025-09-27","09:44:20 AM","Saturday","9 AM","America/New_York","6895664","S & A Gourmet Deli - 240 8th Ave","CJ's Breakfast Sandwich","240 8th Ave  ","New York","NY","10011","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","23.07","0.00","23.07","0.00","0.00","2.05","0.00","25.12","-3.46","-2.31","0.00","-1.07","0.00","0.00","18.28",,,,,,,"Unable to Determine",,
"Marketplace","507631149914008","2025-09-23","06:25:59 AM","Tuesday","6 AM","America/New_York","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","13.97","0.00","13.97","0.00","0.00","0.97","0.00","14.94","-2.10","-1.40","0.00","-0.66","0.00","-3.00","7.78","20","1","1","5","15","0","Early",,
"Marketplace","166731212481272","2025-09-30","08:25:13 AM","Tuesday","8 AM","America/Phoenix","10932256","E McDowell Rd","Olivia's Breakfast Cafe","8770 E McDowell Rd  ","Scottsdale","AZ","85257","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.79","0.00","16.79","0.00","0.00","1.07","0.00","17.86","-2.52","-1.68","0.00","-0.69","0.00","-5.00","7.97","15","54","35","47","63","11","Late",,
"Marketplace","782031156081882","2025-09-24","03:53:13 AM","Wednesday","3 AM","America/New_York","2741495",,"Sarah's Breakfast Bar","1760 3rd Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","20.45","0.00","20.45","0.00","0.00","1.37","0.00","21.82","-3.07","-2.05","0.00","-0.81","0.00","-5.00","10.89","11","137","21","22","27","1","On-time",,
"Marketplace","896131173850762","2025-09-25","09:37:16 PM","Thursday","9 PM","America/Chicago","7323992","Midtown Bar and Grill - 415 W Gray St","Hyde's Grilled Cheese","415 W Gray St  ","Houston","TX","77019","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","20.97","0.00","20.97","0.00","0.00","1.48","0.00","22.45","-3.15","-2.10","0.00","-0.89","0.00","-3.00","13.31","20","10","14","16","28","0","Early",,
"Marketplace","487131165956550","2025-09-25","09:19:30 AM","Thursday","9 AM","America/New_York","2896704",,"Martha's Breakfast Sandwiches","1219 1st Ave  ","New York","NY","10065","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.27","0.00","16.27","0.00","0.00","1.00","0.00","17.27","-2.44","-1.63","0.00","-0.67","0.00","-5.00","7.53","27","30","8","11","13","0","On-time",,
"Marketplace","841231166086157","2025-09-25","12:26:25 PM","Thursday","12 PM","America/Phoenix","6156504","839 W University Dr","The Sandwich Vibe","839 W University Dr  ","Tempe","AZ","85281","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.96","0.00","18.96","0.00","0.00","1.30","0.00","20.26","-2.84","-1.90","0.00","-0.83","0.00","-3.00","11.69","20","57","16","18","29","0","On-time","3",
"Marketplace","649531170581625","2025-09-26","04:30:30 AM","Friday","4 AM","America/New_York","5851848","Broadway","The Acai Dream","689 Broadway  ","New York","NY","10012","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","41.98","0.00","41.98","0.00","0.00","3.28","0.00","45.26","-6.30","-4.20","0.00","-1.53","0.00","-5.00","28.23","20","8","5","8","18","0","Early",,
"Marketplace","791131202899035","2025-09-28","05:22:35 PM","Sunday","5 PM","America/Los_Angeles","2285322",,"The Pasta Slut","1338 Polk St  ","San Francisco","CA","94109","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","35.98","0.00","35.98","0.00","0.00","2.67","0.00","38.65","-5.40","-3.60","0.00","-1.33","0.00","-5.00","23.32","30","37","17","19","32","0","On-time","5",
"Marketplace","500831142170418","2025-09-23","01:14:43 AM","Tuesday","1 AM","America/New_York","1939835",,"Heavens Chicken Wings","589 1st Avenue ","New York","NY","10016","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.98","0.00","15.98","0.00","0.00","0.98","0.00","16.96","-2.40","-1.60","0.00","-0.66","0.00","-5.00","7.30","18","281","31","38","41","7","Late",,
"Marketplace","628031142181274","2025-09-23","12:05:32 PM","Tuesday","12 PM","America/Los_Angeles","9815152","Mission","Leon's Legendary Pizza","3349 Mission St  ","San Francisco","CA","94110","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.79","0.00","16.79","0.00","0.00","1.19","0.00","17.98","-2.52","-1.68","0.00","-0.76","0.00","-3.00","10.02","15","16","18","24","38","5","On-time",,
"Marketplace","572431140163514","2025-09-23","02:14:58 PM","Tuesday","2 PM","America/New_York","5852272","Hillside Ave","NY Burrito Bar","26801 Hillside Avenue  ","Glen Oaks","NY","11004","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","12.48","0.00","12.48","0.00","0.00","0.40","0.00","12.88","-1.87","-1.25","0.00","-0.45","0.00","-8.00","1.31","22","7","16","18","38","0","Early",,
"Marketplace","342031193477499","2025-09-27","09:56:58 PM","Saturday","9 PM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","26.96","0.00","26.96","0.00","0.00","2.39","0.00","29.35","-4.04","-2.70","0.00","-1.20","0.00","0.00","21.41","19",,"6","17","33","0","On-time",,
"Marketplace","696531213389659","2025-09-30","05:24:45 PM","Tuesday","5 PM","America/New_York","10938192","E 149th St","The Calzone Empire","560 E 149th St  ","Bronx","NY","10455","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.58","0.00","18.58","0.00","0.00","0.56","0.00","19.14","-2.79","-1.86","0.00","-0.74","0.00","-4.65","9.10","20","180","14","19","21","0","On-time",,
"Marketplace","403231188280476","2025-09-26","07:29:53 PM","Friday","7 PM","America/Phoenix","3309662","W Peoria Ave #116","Nakamura Ramen House","8520 W Peoria Ave  ","Peoria","AZ","85345","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","26.58","0.00","26.58","0.00","0.00","2.19","0.00","28.77","-3.99","-2.66","0.00","-1.09","0.00","-3.00","18.03","20",,"27","29","54","1","On-time",,
"Marketplace","701331158818984","2025-09-24","10:50:18 AM","Wednesday","10 AM","America/New_York","10932416","E 172nd St","The Montage Vegetarian","253 E 172nd St  ","The Bronx","NY","10457","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","13.97","0.00","13.97","0.00","0.00","0.56","0.00","14.53","-2.10","-1.40","0.00","-0.74","0.00","0.00","10.29","18","60","29","35","51","7","Late",,
"Marketplace","323131166118571","2025-09-24","08:23:27 PM","Wednesday","8 PM","America/New_York","3300657","30th St","Big Ease Smoothies","34-02 30th St  ","Astoria","NY","11106","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","21.06","0.00","21.06","0.00","0.00","0.64","0.00","21.70","-3.16","-2.11","0.00","-0.81","0.00","-5.00","10.62","20","8","9","15","23","0","Early",,
"Marketplace","682331135218486","2025-09-22","06:33:35 PM","Monday","6 PM","America/New_York","4830064","265 Bedford Ave","House of Paninis","265 Bedford Ave  ","Brooklyn","NY","11211","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","15.49","0.00","15.49","0.00","0.00","0.93","0.00","16.42","-1.70","-1.55","0.00","0.00","0.00","-5.00","8.17","11","75","12","18","30","7","Late",,
"Marketplace","456231153584805","2025-09-24","11:33:07 AM","Wednesday","11 AM","America/Phoenix","6156504","839 W University Dr","The Sandwich Vibe","839 W University Dr  ","Tempe","AZ","85281","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","33.96","-3.29","30.67","0.00","0.00","2.24","0.00","32.91","-5.09","-3.40","0.00","-1.32","0.00","-3.00","20.10","20","90","15","16","30","0","On-time",,
"Marketplace","446931217145169","2025-09-30","10:55:38 AM","Tuesday","10 AM","America/New_York","3310455","Fulton St","The Pancake Flip","1237 Fulton St  ","Brooklyn","NY","11216","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","18.18","0.00","18.18","0.00","0.00","1.17","0.00","19.35","-2.73","-1.82","0.00","-0.74","0.00","-5.00","9.06","20","9","7","9","33","0","Early",,
"Marketplace","078331185940288","2025-09-26","11:00:00 PM","Friday","11 PM","America/New_York","3312266","1st Avenue","The Smoothie Squeeze","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","Loyal","non GH+","16.27","0.00","16.27","0.00","0.00","1.00","0.00","17.27","-2.44","-1.63","0.00","-0.67","0.00","-5.00","7.53",,,,,,"0","Early",,
"Marketplace","644831219765987","2025-09-30","12:25:00 AM","Tuesday","12 AM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.38","0.00","18.38","0.00","0.00","1.19","0.00","19.57","-2.76","-1.84","0.00","-0.74","0.00","-5.00","9.23","24",,"25","27","45","2","On-time",,
"Marketplace","317531192334397","2025-09-27","10:07:18 PM","Saturday","10 PM","America/Phoenix","5318408","Golden Restaurant and Bakery-1849 N Scottsdale Rd","Livia's Mediterranean Table","1849 N Scottsdale Rd  ","Tempe","AZ","85288","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","32.86","0.00","32.86","0.00","0.00","2.54","0.00","35.40","-4.93","-3.29","0.00","-1.23","0.00","-5.00","20.95","20","8","17","25","36","5","Early",,
"Marketplace","324731183997573","2025-09-27","12:19:04 PM","Saturday","12 PM","America/New_York","1967490",,"The Omelette Farm","589 1st Avenue ","New York","NY","10016","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.37","0.00","16.37","0.00","0.00","1.01","0.00","17.38","-2.46","-1.64","0.00","-0.68","0.00","-5.00","7.60","13","6","14","15","33","1","Early",,
"Marketplace","716631215137975","2025-09-30","01:52:44 AM","Tuesday","1 AM","America/New_York","9824224","1st","Stella's Slammin' Burgers","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","25.56","0.00","25.56","0.00","0.00","1.74","0.00","27.30","-3.83","-2.56","0.00","-0.95","0.00","-6.00","13.96","16","20","12","14","20","0","On-time",,
"Marketplace","081231198187148","2025-09-27","10:18:08 PM","Saturday","10 PM","America/Los_Angeles","2634355",,"Bosscat Wings","1116 Polk St ","San Francisco","CA","94109","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","69.94","0.00","69.94","0.00","0.00","5.60","0.00","75.54","-10.49","-6.99","0.00","-2.45","0.00","-5.00","50.61","10","0","4","13","22","3","Early",,
"Marketplace","363631208258066","2025-09-30","08:30:00 AM","Tuesday","8 AM","America/New_York","2896704",,"Martha's Breakfast Sandwiches","1219 1st Ave  ","New York","NY","10065","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","Loyal","GH+","41.22","0.00","41.22","0.00","0.00","3.22","0.00","44.44","-6.18","-4.12","0.00","-1.50","0.00","-5.00","27.64",,,,,,"0","On-time",,
"Marketplace","130931131638604","2025-09-22","08:28:56 AM","Monday","8 AM","America/Phoenix","6156496","839 W University Dr","Olivia's Omelettes","839 W University Dr  ","Tempe","AZ","85281","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.27","0.00","16.27","0.00","0.00","1.14","0.00","17.41","-2.44","-1.63","0.00","-0.74","0.00","-3.00","9.60","20","74","27","27","48","0","On-time","5",
"Marketplace","223331249649515","2025-10-03","09:46:27 AM","Friday","9 AM","America/Phoenix","6156496","839 W University Dr","Olivia's Omelettes","839 W University Dr  ","Tempe","AZ","85281","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.27","0.00","16.27","0.00","0.00","1.14","0.00","17.41","-2.44","-1.63","0.00","-0.74","0.00","-3.00","9.60","20","58","11","11","40","0","On-time","5","Yummy food as always! Thanks Olivia's!"
"Marketplace","205831237426899","2025-10-02","10:01:52 AM","Thursday","10 AM","America/Phoenix","10372072","E Speedway","Breakfast Burrito Joint","4352 E Speedway Blvd  ","Tucson","AZ","85712","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","15.48","0.00","15.48","0.00","0.00","0.91","0.00","16.39","-2.32","-1.55","0.00","-0.65","0.00","-5.00","6.87","15","19","8","13","30","0","On-time","5",
"Marketplace","021631226490742","2025-10-01","10:53:46 AM","Wednesday","10 AM","America/New_York","2489526",,"The Bagel Savage","1404 Madison Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","12.97","0.00","12.97","0.00","0.00","1.15","0.00","14.12","-1.95","-1.30","0.00","-0.73","0.00","0.00","10.14","15",,"7","13","19","0","On-time",,
"Marketplace","908131237825519","2025-10-02","12:35:12 PM","Thursday","12 PM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","18.38","0.00","18.38","0.00","0.00","1.37","0.00","19.75","-2.76","-1.84","0.00","-0.81","0.00","-3.00","11.34","14","355","18","23","94","5","On-time",,
"Marketplace","566931251232769","2025-10-04","05:21:27 PM","Saturday","5 PM","America/New_York","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","27.98","0.00","27.98","0.00","0.00","1.95","0.00","29.93","-4.20","-2.80","0.00","-1.03","0.00","-6.00","15.90","20","153","8","9","16","0","On-time",,
"Marketplace","364531236257380","2025-10-02","06:39:50 PM","Thursday","6 PM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","18.38","0.00","18.38","0.00","0.00","1.22","0.00","19.60","-2.76","-1.84","0.00","-0.76","0.00","-4.60","9.64","14",,"4","15","24","1","On-time",,
"Marketplace","135731263802175","2025-10-05","08:49:34 AM","Sunday","8 AM","America/New_York","9845040","265 Bedford Ave","Bart's Breakfast Sandwiches","265 Bedford Ave  ","Brooklyn","NY","11211","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","23.78","0.00","23.78","0.00","0.00","1.58","0.00","25.36","-3.57","-2.38","0.00","-0.89","0.00","-5.95","12.57","15","9","10","22","31","7","Early",,
"Marketplace","078531234903993","2025-10-02","10:50:15 AM","Thursday","10 AM","America/New_York","6895664","S & A Gourmet Deli - 240 8th Ave","CJ's Breakfast Sandwich","240 8th Ave  ","New York","NY","10011","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.38","0.00","15.38","0.00","0.00","0.92","0.00","16.30","-2.31","-1.54","0.00","-0.64","0.00","-5.00","6.81",,,,,,,"Unable to Determine",,
"Marketplace","431831271089173","2025-10-05","05:07:52 PM","Sunday","5 PM","America/Los_Angeles","3312408","Mowry Ave","The Burger Hole","3846 Mowry Ave  ","Fremont","CA","94538","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","27.98","0.00","27.98","0.00","0.00","2.47","0.00","30.45","-4.20","-2.80","0.00","-1.08","0.00","-5.00","17.37","20","14","16","17","26","0","Early",,
"Marketplace","290831172966942","2025-09-26","11:06:55 AM","Friday","11 AM","America/New_York","3300657","30th St","Big Ease Smoothies","34-02 30th St  ","Astoria","NY","11106","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","21.06","0.00","21.06","0.00","0.00","0.64","0.00","21.70","-3.16","-2.11","0.00","-0.81","0.00","-5.00","10.62","20","1","9","15","24","0","Early",,
"Marketplace","215231195513889","2025-09-27","11:09:31 PM","Saturday","11 PM","America/Los_Angeles","2285322",,"The Pasta Slut","1338 Polk St  ","San Francisco","CA","94109","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","50.97","0.00","50.97","0.00","0.00","3.96","0.00","54.93","-7.65","-5.10","0.00","-1.82","0.00","-5.00","35.36","30","13","21","22","26","0","Early",,
"Marketplace","835931206183515","2025-09-29","09:22:55 AM","Monday","9 AM","America/New_York","5851928","1st Avenue","Sarah's Breakfast Bar","1741 1st Ave.  ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.47","0.00","15.47","0.00","0.00","1.37","0.00","16.84","-2.32","-1.55","0.00","-0.81","0.00","0.00","12.16","20",,"9","12","14","0","On-time",,
"Marketplace","355031133801796","2025-09-22","06:33:12 AM","Monday","6 AM","America/New_York","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","13.97","0.00","13.97","0.00","0.00","0.97","0.00","14.94","-2.10","-1.40","0.00","-0.66","0.00","-3.00","7.78","20","6","25","28","39","3","Early",,
"Marketplace","841231166083870","2025-09-25","10:33:49 AM","Thursday","10 AM","America/Los_Angeles","2460412",,"Breakfast Burrito Snob","488 Post St ","San Francisco","CA","94102","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","22.37","-16.78","5.59","0.00","0.00","0.05","0.00","5.64","-3.36","-2.24","0.00","-0.88","0.00","-5.00","-5.84","15","215","8","10","17","0","On-time","2","The burrito was quite small for the price.  The menu online shows sausage links but I was given sausage patties.  They completely forgot the potatoes but I was charged for them. 
Grubhub made it right though. Thanks Grubhub. "
"Marketplace","746131133089273","2025-09-22","07:47:34 PM","Monday","7 PM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","31.16","0.00","31.16","0.00","0.00","2.32","0.00","33.48","-4.67","-3.12","0.00","-1.17","0.00","-5.00","19.52","14","151","11","14","29","0","On-time","1","not a cheesesteak, more of a chopped cheese on a hero. overpriced. not a bad chopped cheese. 

tired of the bait and switch from ghost kitchens. "
"Marketplace","712531135071635","2025-09-22","06:54:15 PM","Monday","6 PM","America/New_York","2750933",,"Phillz Cheesesteaks","44 E 8th St  ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","20.57","0.00","20.57","0.00","0.00","1.38","0.00","21.95","-3.09","-2.06","0.00","-0.82","0.00","-5.00","10.98","23",,"61","76","76","15","Late","1","The doorman saw him drop off the order, take the picture, and then leave with the order"
"Marketplace","569631212577562","2025-09-29","06:41:28 PM","Monday","6 PM","America/Los_Angeles","7102536","Golden State Pizza & Grill - 3349 Mission St","Henry's Chicken Wings","3349 Mission St  ","San Francisco","CA","94110","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","25.47","0.00","25.47","0.00","0.00","1.94","0.00","27.41","-3.82","-2.55","0.00","-1.04","0.00","-3.00","17.00","20","83","15","22","30","2","On-time",,
"Marketplace","204431248328848","2025-10-03","12:38:53 PM","Friday","12 PM","America/New_York","4830064","265 Bedford Ave","House of Paninis","265 Bedford Ave  ","Brooklyn","NY","11211","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","22.67","0.00","22.67","0.00","0.00","1.57","0.00","24.24","-2.49","-2.27","0.00","0.00","0.00","-5.00","14.48","13","197","35","50","64","15","Late",,
"Marketplace","863031243612681","2025-10-03","01:56:41 AM","Friday","1 AM","America/Los_Angeles","2668034",,"Ali's Halal Pizza","5155 3rd St  #1A","San Francisco","CA","94124","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","21.09","0.00","21.09","0.00","0.00","1.39","0.00","22.48","-3.16","-2.11","0.00","-0.83","0.00","-5.00","11.38","16","29","31","32","44","1","Late",,
"Marketplace","220431245429648","2025-10-03","06:24:00 AM","Friday","6 AM","America/New_York","2741495",,"Sarah's Breakfast Bar","1760 3rd Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","29.45","0.00","29.45","0.00","0.00","2.17","0.00","31.62","-4.42","-2.95","0.00","-1.11","0.00","-5.00","18.14","15","296","4","17","24","2","On-time",,
