"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","880831190969473","2025-09-28","05:40:29 PM","Sunday","5 PM","America/New_York","3310756","N Broadway","London's Fish N Chips","854 N Broadway  ","White Plains","NY","10603","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","61.97","0.00","61.97","0.00","0.00","4.77","0.00","66.74","-9.30","-6.20","0.00","-2.18","0.00","-5.00","44.06","20","10","20","20","31","0","Early",,
"Marketplace","348431133520318","2025-09-22","06:32:27 AM","Monday","6 AM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","58.12","0.00","58.12","0.00","0.00","4.89","0.00","63.01","-6.39","-5.81","0.00","0.00","0.00","-3.00","47.81","16","24","13","26","39","10","Late",,
"Marketplace","673431164058175","2025-09-25","04:19:41 PM","Thursday","4 PM","America/New_York","2560441",,"Danny's Desserts","1147 West Chester Pike ","West Chester","PA","19382","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.67","0.00","15.67","0.00","0.00","0.76","0.00","16.43","-2.35","-1.57","0.00","-0.71","-0.76","-3.00","8.04","11","1","16","17","27","1","Early",,
"Marketplace","355831197516302","2025-09-28","09:12:15 AM","Sunday","9 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","10.29","0.00","10.29","0.00","0.00","0.91","0.00","11.20","-1.54","-1.03","0.00","-0.64","0.00","0.00","7.99","9","8","14","20","23","7","On-time",,
"Marketplace","710331253524178","2025-10-04","11:11:59 AM","Saturday","11 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","30.77","0.00","30.77","0.00","0.00","2.20","0.00","32.97","-4.62","-3.08","0.00","-1.12","0.00","-6.00","18.15","8","8","8","9","15","1","On-time",,
"Marketplace","281731257574140","2025-10-04","01:49:05 PM","Saturday","1 PM","America/New_York","4512360","1424 Lexington Ave","Top Panini Shop","1424 Lexington Ave  ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","34.46","0.00","34.46","0.00","0.00","2.53","0.00","36.99","-5.17","-3.45","0.00","-1.25","0.00","-6.00","21.12","20","489","6","21","38","1","On-time",,
"Marketplace","249531231943623","2025-10-02","07:07:46 PM","Thursday","7 PM","America/New_York","3310252","South Bay Road","Maya's Fish and Chips","1156 S Bay Rd  ","Dover","DE","19901","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","31.28","0.00","31.28","0.00","0.00","0.00","0.00","31.28","-4.69","-3.13","0.00","-1.16","0.00","-3.00","19.30","20","12","24","27","57","3","Early",,
"Marketplace","721631254191082","2025-10-04","07:49:23 PM","Saturday","7 PM","America/New_York","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","20.98","0.00","20.98","0.00","0.00","1.42","0.00","22.40","-3.15","-2.10","0.00","-0.83","0.00","-5.00","11.32","15","44","44","45","48","1","Late",,
"Marketplace","268031249850384","2025-10-03","10:26:47 AM","Friday","10 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.38","0.00","15.38","0.00","0.00","0.92","0.00","16.30","-2.31","-1.54","0.00","-0.64","0.00","-5.00","6.81","10","7","2","7","16","0","On-time",,
"Marketplace","443831247740482","2025-10-03","11:22:15 AM","Friday","11 AM","America/New_York","7325384","Picante Taco- 411 S High St","Fire House Quesadillas","411 S High St  ","Baltimore","MD","21202","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.88","0.00","21.88","0.00","0.00","1.13","0.00","23.01","-3.28","-2.19","0.00","-0.91","-1.13","-3.00","12.50","20",,"13","15","40","0","On-time",,
"Marketplace","692531254272683","2025-10-03","09:42:16 PM","Friday","9 PM","America/New_York","3310890","George St","Vegetarian Sandwiches Boss","228 George St  ","New Brunswick","NJ","08901","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","18.17","0.00","18.17","0.00","0.00","0.87","0.00","19.04","-2.73","-1.82","0.00","-0.73","0.00","-5.00","8.76","20","7","32","34","48","2","Early",,
"Marketplace","328131267088093","2025-10-04","10:51:03 PM","Saturday","10 PM","America/New_York","2560441",,"Danny's Desserts","1147 West Chester Pike ","West Chester","PA","19382","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","11.38","0.00","11.38","0.00","0.00","0.50","0.00","11.88","-1.71","-1.14","0.00","-0.57","-0.50","-3.00","4.96","14","40","46","46","60","1","Late",,
"Marketplace","253631228615777","2025-10-01","05:34:22 PM","Wednesday","5 PM","America/New_York","3310775","Hoover Rd","Greek Gyro Spot","28501 Hoover Rd  ","Warren","MI","48093","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","10.49","0.00","10.49","0.00","0.00","0.45","0.00","10.94","-1.57","-1.05","0.00","-0.54","-0.45","-3.00","4.33","20",,"16","17","29","0","On-time",,
"Marketplace","922831256966571","2025-10-04","04:29:10 PM","Saturday","4 PM","America/New_York","8566088",,"The Calzone Empire","2511 Washington Blvd  ","Baltimore","MD","21230","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","54.57","0.00","54.57","0.00","0.00","2.97","0.00","57.54","-8.19","-5.46","0.00","-1.90","-2.97","-5.00","34.02","15","68","48","67","85","19","Late",,
"Marketplace","135631263966733","2025-10-04","10:02:45 PM","Saturday","10 PM","America/New_York","11801712","Thomas S Boyland St","Luke's Breakfast Club","116 Thomas S Boyland St  ","Brooklyn","NY","11233","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","25.18","0.00","25.18","0.00","0.00","1.70","0.00","26.88","-3.78","-2.52","0.00","-0.94","0.00","-6.00","13.64","15","127","16","19","47","3","On-time",,
"Marketplace","452531226219585","2025-10-01","03:15:13 PM","Wednesday","3 PM","America/New_York","6898000","Sushimizu - 47 Whalley Ave","Xiu's Vegetarian Chinese","47 Whalley Ave  ","New Haven","CT","06511","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","18.29","0.00","18.29","0.00","0.00","1.16","0.00","19.45","-2.74","-1.83","0.00","-0.89","-1.16","0.00","12.83","20",,"12","14","32","0","On-time","5",
"Marketplace","451231151801452","2025-09-24","02:43:27 PM","Wednesday","2 PM","America/New_York","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.98","0.00","18.98","0.00","0.00","1.12","0.00","20.10","-2.85","-1.90","0.00","-0.82","-1.12","-3.00","10.41","15","16","14","16","32","1","On-time","5",
"Marketplace","703731214105560","2025-09-30","06:37:08 AM","Tuesday","6 AM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","19.97","0.00","19.97","0.00","0.00","1.42","0.00","21.39","-3.00","-2.00","0.00","-0.83","0.00","-3.99","11.57","30","10","9","10","19","0","On-time",,
"Marketplace","710231130778969","2025-09-22","06:54:31 PM","Monday","6 PM","America/New_York","2900428",,"The Sandwich Vibe (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","21.27","0.00","21.27","0.00","0.00","1.62","0.00","22.89","-3.19","-2.13","0.00","-0.91","0.00","-3.00","13.66","24","16","9","17","21","0","Early",,
"Marketplace","601231227741304","2025-09-30","09:55:07 PM","Tuesday","9 PM","America/New_York","10930920","Hillside Ave","The Chicken Affair","783 Hillside Ave.  ","New Hyde Park","NY","11040","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","20.97","-20.97","0.00","0.00","0.00","0.00","0.00","0.00","-3.15","-2.10","0.00","-0.83","0.00","0.00","-6.08","15",,"9","19","37","3","On-time","1","I ordered 12 bone-in chicken wings and I received 10 boneless pieces of chicken. Don’t recommend this place at all!!! "
"Marketplace","996231228183897","2025-09-30","08:28:36 PM","Tuesday","8 PM","America/New_York","2352422",,"The Pancake Snob (West Chester Pike)","1147 West Chester Pike ","West Chester","PA","19382","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.48","0.00","18.48","0.00","0.00","0.93","0.00","19.41","-2.77","-1.85","0.00","-0.80","-0.93","-3.00","10.06","25","14","12","19","27","0","Early",,
"Marketplace","694931236617613","2025-10-02","09:34:39 AM","Thursday","9 AM","America/New_York","1968311",,"Penny's Pancakes","1237 Fulton Street  ","Brooklyn","NY","11216","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","7.39","0.00","7.39","0.00","0.00","0.00","0.00","7.39","-1.11","-0.74","0.00","-0.30","0.00","-7.39","-2.15","16","7","10","18","39","2","Early",,
"Marketplace","763131205032353","2025-09-29","10:54:32 AM","Monday","10 AM","America/New_York","9811888","Avenue A","Luke's Breakfast Wraps","93 Avenue A  ","New York","NY","10009","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","11.88","0.00","11.88","0.00","0.00","1.05","0.00","12.93","-1.78","-1.19","0.00","-0.69","0.00","0.00","9.27","15","16","3","16","25","1","On-time",,
"Marketplace","234431135638509","2025-09-22","10:00:49 AM","Monday","10 AM","America/New_York","9815144","3rd","Mia's Quesadillas","296 3rd Ave  ","New York","NY","10010","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.79","0.00","16.79","0.00","0.00","1.05","0.00","17.84","-1.77","-1.68","0.00","-0.69","0.00","-5.00","8.70","15","9","8","19","49","4","Early",,
"Marketplace","716631215130101","2025-09-30","09:47:34 AM","Tuesday","9 AM","America/New_York","9811888","Avenue A","Luke's Breakfast Wraps","93 Avenue A  ","New York","NY","10009","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.58","0.00","19.58","0.00","0.00","1.39","0.00","20.97","-2.94","-1.96","0.00","-0.82","0.00","-3.92","11.33","15","20","10","21","23","6","On-time",,
"Marketplace","710231130741667","2025-09-22","02:02:46 PM","Monday","2 PM","America/New_York","3312535","Lexington Ave","The Acai Dream","1424 Lexington Ave  ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","31.98","0.00","31.98","0.00","0.00","2.84","0.00","34.82","-4.80","-3.20","0.00","-1.36","0.00","0.00","25.46","20","5","17","18","26","0","Early",,
"Marketplace","782031156081395","2025-09-24","04:20:40 AM","Wednesday","4 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","4.29","0.00","4.29","0.00","0.00","0.38","0.00","4.67","-0.64","-0.43","0.00","-0.44","0.00","0.00","3.16","13","2","9","11","28","0","Early",,
"Marketplace","682331145218344","2025-09-22","08:29:46 PM","Monday","8 PM","America/New_York","5321760","Yue Bai Wei - 5874 Forbes Ave","The Stir Fry Bar","5874 Forbes Ave  ","Pittsburgh","PA","15217","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","21.18","0.00","21.18","0.00","0.00","1.27","0.00","22.45","-3.18","-2.12","0.00","-0.89","-1.27","-3.00","11.99","20","30","22","25","41","2","On-time","5",
"Marketplace","771231174951213","2025-09-26","12:00:00 PM","Friday","12 PM","America/Chicago","10075344","E Arapaho Rd","Roll N Chop Sushi's","1401 E Arapaho Rd  ","Richardson","TX","75081","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","New","GH+","21.69","0.00","21.69","0.00","0.00","1.38","0.00","23.07","-3.25","-2.17","0.00","-0.85","0.00","-5.00","11.80",,,,,,"0","On-time",,
"Marketplace","527731197050330","2025-09-28","04:40:29 PM","Sunday","4 PM","America/Chicago","9813512","W National","The Pasta Story","2138 W National Ave  ","Milwaukee","WI","53204","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","15.79","0.00","15.79","0.00","0.00","0.85","0.00","16.64","-2.37","-1.58","0.00","-0.66","-0.85","-5.00","6.18","20","12","16","18","39","0","Early",,
"Marketplace","585331214036662","2025-09-29","09:34:49 PM","Monday","9 PM","America/New_York","2642274",,"Smoothie and Dessert Bar","755 9th Ave  #1C","New York","NY","10019","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","26.38","0.00","26.38","0.00","0.00","1.90","0.00","28.28","-3.96","-2.64","0.00","-1.01","0.00","-5.00","15.67","8","12","10","13","30","3","On-time",,
"Marketplace","353731167856138","2025-09-25","01:03:29 AM","Thursday","1 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.46","0.00","16.46","0.00","0.00","1.02","0.00","17.48","-2.47","-1.65","0.00","-0.68","0.00","-5.00","7.68","14","4","10","12","20","0","Early",,
"Marketplace","989631197433919","2025-09-28","09:11:36 AM","Sunday","9 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","14.58","0.00","14.58","0.00","0.00","1.29","0.00","15.87","-2.19","-1.46","0.00","-0.78","0.00","0.00","11.44","9","9","2","13","25","4","On-time",,
"Marketplace","124131217106599","2025-09-30","07:31:03 PM","Tuesday","7 PM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","29.17","0.00","29.17","0.00","0.00","2.15","0.00","31.32","-4.38","-2.92","0.00","-1.10","0.00","-5.00","17.92","11","21","5","18","21","7","Late","5","daughters loved it"
"Marketplace","433231206925213","2025-09-29","06:20:07 PM","Monday","6 PM","America/New_York","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","17.47","0.00","17.47","0.00","0.00","1.55","0.00","19.02","-2.62","-1.75","0.00","-0.88","0.00","0.00","13.77","20",,"3","30","37","10","Late",,
"Marketplace","244631250130862","2025-10-03","11:18:31 PM","Friday","11 PM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","21.38","0.00","21.38","0.00","0.00","1.45","0.00","22.83","-3.21","-2.14","0.00","-0.84","0.00","-5.00","11.64","9","28","9","10","14","1","On-time",,
"Marketplace","367131249635957","2025-10-03","01:16:03 PM","Friday","1 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","14.88","0.00","14.88","0.00","0.00","1.32","0.00","16.20","-1.64","-1.49","0.00","0.00","0.00","0.00","13.07","13","24","14","23","28","10","Late",,
"Marketplace","662131199334687","2025-09-28","09:44:26 AM","Sunday","9 AM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","59.90","0.00","59.90","0.00","0.00","4.70","0.00","64.60","-8.99","-5.99","0.00","-2.06","0.00","-7.00","40.56","30","13","4","13","20","0","Early",,
"Marketplace","638631168325718","2025-09-25","04:59:32 PM","Thursday","4 PM","America/New_York","4839320","20 Meacham Ave suite F","The Burger Stack","20 Meacham Ave  ","Elmont","NY","11003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.87","0.00","19.87","0.00","0.00","1.50","0.00","21.37","-2.98","-1.99","0.00","-0.86","0.00","-3.00","12.54","10","14","21","23","33","2","On-time",,
"Marketplace","506931139354268","2025-09-22","05:11:00 AM","Monday","5 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","21.38","0.00","21.38","0.00","0.00","1.45","0.00","22.83","-3.21","-2.14","0.00","-0.84","0.00","-5.00","11.64","10","15","37","54","76","17","On-time",,
"Marketplace","416431156265780","2025-09-24","01:01:19 PM","Wednesday","1 PM","America/New_York","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.98","0.00","16.98","0.00","0.00","0.98","0.00","17.96","-2.55","-1.70","0.00","-0.76","-0.98","-3.00","8.97","15","54","45","47","70","2","On-time",,
"Marketplace","490131258004341","2025-10-03","09:36:03 PM","Friday","9 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.37","0.00","16.37","0.00","0.00","1.45","0.00","17.82","-1.80","-1.64","0.00","0.00","0.00","0.00","14.38","12","514","18","31","41","13","Late",,
"Marketplace","455331141306777","2025-09-22","10:03:01 PM","Monday","10 PM","America/Chicago","7749192","Sicilian Pizza - 2614 Lebanon Pike","Green Leaf Salads","2614 Lebanon Pike  ","Nashville","TN","37214","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","18.18","0.00","18.18","0.00","0.00","1.48","0.00","19.66","-2.73","-1.82","0.00","-0.81","0.00","-3.00","11.30","23","301","36","36","52","0","On-time",,
"Marketplace","367131185696639","2025-09-27","03:45:00 AM","Saturday","3 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","New","GH+","31.67","0.00","31.67","0.00","0.00","2.37","0.00","34.04","-4.75","-3.17","0.00","-1.19","0.00","-5.00","19.93",,,,,,"6","Late",,
"Marketplace","805831211903917","2025-09-30","01:04:37 PM","Tuesday","1 PM","America/New_York","1967490",,"The Omelette Farm","589 1st Avenue ","New York","NY","10016","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","14.18","0.00","14.18","0.00","0.00","1.26","0.00","15.44","-2.13","-1.42","0.00","-0.77","0.00","0.00","11.12","8","10","13","16","27","2","On-time",,
"Marketplace","730031164268861","2025-09-25","01:34:33 PM","Thursday","1 PM","America/New_York","8568664",,"Chicken Sandwich Loft","1595 Seminole Blvd  ","Largo","FL","33770","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","19.58","0.00","19.58","0.00","0.00","1.37","0.00","20.95","-2.94","-1.96","0.00","-0.94","0.00","0.00","15.11","15","21","18","20","38","2","On-time","4",
"Marketplace","125431140175654","2025-09-23","07:13:41 PM","Tuesday","7 PM","America/New_York","9821064","Broadway","Two Hand Burger","4083 Broadway  ","New York","NY","10032","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","25.18","0.00","25.18","0.00","0.00","1.97","0.00","27.15","-3.78","-2.52","0.00","-1.04","0.00","-3.00","16.81","16","232","7","14","21","0","On-time",,
"Marketplace","960931217474338","2025-09-30","05:14:40 PM","Tuesday","5 PM","America/New_York","9824224","1st","Stella's Slammin' Burgers","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","39.16","0.00","39.16","0.00","0.00","2.78","0.00","41.94","-5.87","-3.92","0.00","-1.34","0.00","-7.83","22.98","15","14","9","15","23","0","On-time",,
"Marketplace","425631172264949","2025-09-26","12:57:09 PM","Friday","12 PM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","16.98","0.00","16.98","0.00","0.00","1.06","0.00","18.04","-2.55","-1.70","0.00","-0.70","0.00","-5.00","8.09","14",,"17","18","44","1","On-time",,
"Marketplace","324731183992200","2025-09-27","11:13:49 AM","Saturday","11 AM","America/New_York","3310395","9th Ave","Mufasa's Pancakes & French Toast","755 9th Ave  ","New York","NY","10019","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","41.14","0.00","41.14","0.00","0.00","3.03","0.00","44.17","-6.17","-4.11","0.00","-1.43","0.00","-7.00","25.46","20","15","18","22","26","2","On-time",,
"Marketplace","815431209431700","2025-09-28","11:19:02 PM","Sunday","11 PM","America/New_York","2751237",,"Pardon My Panini","44 E 8th St  ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","12.68","0.00","12.68","0.00","0.00","1.13","0.00","13.81","-1.90","-1.27","0.00","-0.72","0.00","0.00","9.92","21","14","3","14","16","0","On-time",,
"Marketplace","957031267777528","2025-10-05","01:16:24 PM","Sunday","1 PM","America/New_York","3310455","Fulton St","The Pancake Flip","1237 Fulton St  ","Brooklyn","NY","11216","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","46.14","0.00","46.14","0.00","0.00","3.48","0.00","49.62","-6.92","-4.61","0.00","-1.60","0.00","-7.00","29.49","20",,"11","18","37","0","On-time",,
"Marketplace","553531242466179","2025-10-03","10:53:59 AM","Friday","10 AM","America/New_York","2730399",,"Ali's Gyro Lab","1404 Madison Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","12.59","0.00","12.59","0.00","0.00","1.12","0.00","13.71","-1.89","-1.26","0.00","-0.72","0.00","0.00","9.84","10",,"21","24","29","2","On-time","1","Horrible. Soggy ground meat instead of the beef as advertised. Never again"
"Marketplace","138231235284396","2025-10-02","01:49:34 PM","Thursday","1 PM","America/New_York","6893696","Italian Village Pizza - 5532 W Saginaw Hwy","Charlie's Calzone Co","5532 W Saginaw Hwy  ","Lansing","MI","48917","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.78","0.00","16.78","0.00","0.00","0.71","0.00","17.49","-2.52","-1.68","0.00","-0.68","-0.71","-5.00","6.90","20","27","15","15","37","0","On-time",,
"Marketplace","699831245531646","2025-10-03","07:50:19 PM","Friday","7 PM","America/New_York","9832944","1708 Livernois Rd","The Pasta Brothers","1708 Livernois Rd  ","Troy","MI","48083","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","33.58","0.00","33.58","0.00","0.00","1.83","0.00","35.41","-5.04","-3.36","0.00","-1.29","-1.83","-3.00","20.89","21",,"8","30","47","10","Late",,
"Marketplace","325231249129467","2025-10-02","05:53:49 PM","Thursday","5 PM","America/Los_Angeles","9817984","Mowry","101 Hummus","3846 Mowry Ave  ","Fremont","CA","94538","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.49","0.00","16.49","0.00","0.00","1.24","0.00","17.73","-2.47","-1.65","0.00","-0.69","0.00","-5.00","7.92","15","24","3","8","14","0","On-time","5",
"Marketplace","777731279498188","2025-10-05","11:24:02 PM","Sunday","11 PM","America/New_York","2847689",,"Sam's Sandwich Spot (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","23.78","0.00","23.78","0.00","0.00","1.85","0.00","25.63","-3.57","-2.38","0.00","-0.99","0.00","-3.00","15.69","12","50","19","46","64","27","Late",,
"Marketplace","648431190154622","2025-09-28","12:41:15 PM","Sunday","12 PM","America/New_York","3311229","Loudon Rd #960","Charlie's Calzone Co","800 Loudon Rd  ","Latham","NY","12110","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","36.97","0.00","36.97","0.00","0.00","2.56","0.00","39.53","-5.55","-3.70","0.00","-1.35","0.00","-5.00","23.93","20","36","23","27","43","4","On-time",,
"Marketplace","270031142011306","2025-09-23","11:12:28 AM","Tuesday","11 AM","America/New_York","1967490",,"The Omelette Farm","589 1st Avenue ","New York","NY","10016","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","19.78","0.00","19.78","0.00","0.00","1.31","0.00","21.09","-2.97","-1.98","0.00","-0.79","0.00","-5.00","10.35","5","10","19","20","34","1","On-time",,
"Marketplace","821731191634793","2025-09-28","02:35:32 PM","Sunday","2 PM","America/New_York","9832944","1708 Livernois Rd","The Pasta Brothers","1708 Livernois Rd  ","Troy","MI","48083","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","22.38","0.00","22.38","0.00","0.00","1.16","0.00","23.54","-3.36","-2.24","0.00","-0.93","-1.16","-3.00","12.85","20",,"6","12","24","0","On-time",,
"Marketplace","768031185814037","2025-09-27","08:41:47 AM","Saturday","8 AM","America/Phoenix","10372072","E Speedway","Breakfast Burrito Joint","4352 E Speedway Blvd  ","Tucson","AZ","85712","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.77","0.00","16.77","0.00","0.00","1.02","0.00","17.79","-2.52","-1.68","0.00","-0.69","0.00","-5.00","7.90","15","12","3","11","24","0","On-time",,
"Marketplace","703531137954064","2025-09-22","05:11:35 PM","Monday","5 PM","America/New_York","2796228",,"Healthy Salad Bar ","228 George St  ","New Brunswick","NJ","08901","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","19.99","0.00","19.99","0.00","0.00","1.13","0.00","21.12","-3.00","-2.00","0.00","-0.85","0.00","-3.00","12.27","10","14","6","11","44","2","On-time",,
"Marketplace","043331186554239","2025-09-27","01:16:26 PM","Saturday","1 PM","America/New_York","5852272","Hillside Ave","NY Burrito Bar","26801 Hillside Avenue  ","Glen Oaks","NY","11004","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.78","0.00","21.78","0.00","0.00","1.22","0.00","23.00","-3.27","-2.18","0.00","-0.76","0.00","-8.00","8.79","31","44","40","41","47","0","On-time",,
"Marketplace","444731214253111","2025-09-29","08:10:28 PM","Monday","8 PM","America/New_York","7100256","Leo's Coney Island - 15198 E 13 Mile Rd","The Scorchin' Burger","15198 E Thirteen Mile Rd  ","Warren","MI","48088","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","12.99","0.00","12.99","0.00","0.00","0.78","0.00","13.77","-1.95","-1.30","0.00","-0.72","-0.78","0.00","9.02","20",,"13","13","25","0","On-time",,
"Marketplace","418531171036793","2025-09-26","10:28:58 AM","Friday","10 AM","America/New_York","9822616","Avenue A","Beeman's Burger Bar","93 Avenue A  ","New York","NY","10009","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","17.45","0.00","17.45","0.00","0.00","1.11","0.00","18.56","-2.62","-1.75","0.00","-0.71","0.00","-5.00","8.48","16","32","17","35","50","18","Late",,
