Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Customer delivery fee,Customer delivery fee tax,Bag fee,Bottle deposit fee,Bottle deposit fee tax,Staff tip,Courier tip,Commission,Commission tax,Payment processing fee,Alcohol flat fee,Tablet fee,Printer fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Error charges,Adjustments,Net total,Subtotal for tax,Subtotal tax remitted by DoorDash to tax authorities,Customer fee tax remitted by DoorDash to tax authorities,Tax remitted by DoorDash on fees DoorDash charges to merchant,Payout ID,Payout status
419558,Cheers On Demand,63275,Cheers on Demand (Fillmore St),NULL,2025-10-02,USD,Marketplace,636.73,54.50,0.00,0.00,0.00,1.00,0.08,2.06,0.00,-125.44,0.00,0.00,0.00,0.00,0.00,-6.08,-5.00,-10.00,0.00,10.00,0.00,0.00,0.00,557.85,631.73,0.00,0.00,0.00,518759507,PAID
419558,Cheers On Demand,63275,Cheers on Demand (Fillmore St),NULL,2025-09-25,USD,Marketplace,1438.70,123.68,0.00,0.00,0.00,0.70,0.05,0.00,0.00,-286.76,0.00,0.00,0.00,0.00,0.00,-12.99,-5.00,-20.00,0.00,20.00,0.00,0.00,0.00,1258.38,1433.70,0.00,0.00,0.00,516694592,PAID
56433,The Wine & Cheese Bar,129913,The Wine & Cheese Bar (Fillmore St),NULL,2025-10-02,USD,Marketplace,25.98,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.24,25.98,0.00,0.00,0.00,518682186,PAID
56433,The Wine & Cheese Bar,129913,The Wine & Cheese Bar (Fillmore St),NULL,2025-10-02,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45,0.00,0.00,0.00,0.00,518682186,PAID
56433,The Wine & Cheese Bar,129913,The Wine & Cheese Bar (Fillmore St),NULL,2025-09-25,USD,Marketplace,45.95,3.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.42,0.00,0.00,0.00,0.00,0.00,-0.99,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,34.07,40.95,0.00,0.00,0.00,516500832,PAID
56433,The Wine & Cheese Bar,129913,The Wine & Cheese Bar (Fillmore St),NULL,2025-09-25,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45,0.00,0.00,0.00,0.00,516500832,PAID
74518,The Ice Cream Lab,129914,The Ice Cream Lab (Fillmore St),NULL,2025-10-03,USD,Marketplace,39.96,3.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.43,0.00,0.00,0.00,0.00,0.00,-0.99,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,27.56,34.96,0.00,0.00,0.00,518853539,PAID
74518,The Ice Cream Lab,129914,The Ice Cream Lab (Fillmore St),NULL,2025-10-03,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45,0.00,0.00,0.00,0.00,518853539,PAID
74518,The Ice Cream Lab,129914,The Ice Cream Lab (Fillmore St),NULL,2025-09-29,USD,Marketplace,25.98,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.20,25.98,0.00,0.00,0.00,517975324,PAID
74518,The Ice Cream Lab,129914,The Ice Cream Lab (Fillmore St),NULL,2025-09-25,USD,Marketplace,38.96,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.17,0.00,0.00,0.00,0.00,0.00,-0.99,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,26.73,33.96,0.00,0.00,0.00,517039682,PAID
74518,The Ice Cream Lab,129914,The Ice Cream Lab (Fillmore St),NULL,2025-09-25,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45,0.00,0.00,0.00,0.00,517039682,PAID
74518,The Ice Cream Lab,129914,The Ice Cream Lab (Fillmore St),NULL,2025-09-22,USD,Marketplace,12.99,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.16,0.00,0.00,0.00,0.00,0.00,-0.99,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.53,7.99,0.00,0.00,0.00,516147055,PAID
189768,Food & Liquor World,394811,Food & Liquor World,NULL,2025-09-25,USD,Marketplace,29.97,2.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.56,29.97,0.00,0.00,0.00,516549686,PAID
297479,Times Square Pizza Boy,457017,Times Square Pizza Boy,NULL,2025-09-25,USD,Marketplace,15.95,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.99,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.37,15.95,0.00,0.00,0.00,516956471,PAID
226269,The Breakfast Bar,476794,The Breakfast Bar (E Houston Street),NULL,2025-10-02,USD,Marketplace,249.77,19.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-56.21,0.00,0.00,0.00,0.00,0.00,-15.95,-25.00,0.00,0.00,0.00,0.00,0.00,0.00,172.56,224.77,0.00,0.00,0.00,518294294,PAID
226269,The Breakfast Bar,476794,The Breakfast Bar (E Houston Street),NULL,2025-09-25,USD,Marketplace,97.90,7.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.69,0.00,0.00,0.00,0.00,0.00,-21.24,-11.20,0.00,0.00,0.00,0.00,0.00,0.00,51.47,86.70,0.00,0.00,0.00,516571822,PAID
232700,The Mexican Taqueria,491288,The Mexican Taqueria (Haight St),NULL,2025-09-25,USD,Marketplace,17.96,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.16,17.96,0.00,0.00,0.00,516771308,PAID
257890,The Salad Snob,564064,The Salad Snob (Pico Blvd),NULL,2025-09-25,USD,Marketplace,67.95,5.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.49,0.00,0.00,0.00,0.00,0.00,-1.29,-14.00,0.00,0.00,0.00,0.00,0.00,0.00,44.97,53.95,0.00,0.00,0.00,516828997,PAID
282200,Vegan Indian Company,610571,Vegan Indian Company (New York),NULL,2025-10-02,USD,Marketplace,77.95,6.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.94,0.00,0.00,0.00,0.00,0.00,-0.99,-4.80,0.00,0.00,0.00,0.00,0.00,0.00,56.71,73.15,0.00,0.00,0.00,518703597,PAID
282200,Vegan Indian Company,610571,Vegan Indian Company (New York),NULL,2025-09-25,USD,Marketplace,339.84,28.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-95.35,0.00,0.00,0.00,0.00,0.00,-9.08,-22.00,0.00,0.00,0.00,0.00,0.00,0.00,241.62,317.84,0.00,0.00,0.00,516978893,PAID
293287,The Ice Cream Snob,635466,The Ice Cream Snob,NULL,2025-10-02,USD,Marketplace,29.97,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.25,0.00,0.00,0.00,0.00,0.00,-0.99,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,19.88,24.97,0.00,0.00,0.00,518616903,PAID
293287,The Ice Cream Snob,635466,The Ice Cream Snob,NULL,2025-09-25,USD,Marketplace,11.99,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.02,11.99,0.00,0.00,0.00,516626511,PAID
303359,The Water Distributor,651703,The Water Distributor (San Francisco),NULL,2025-10-02,USD,Marketplace,22.37,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.60,0.00,0.00,0.00,0.00,0.00,-0.99,-3.08,0.00,0.00,0.00,0.00,0.00,0.00,14.36,19.29,0.00,0.00,0.00,518327980,PAID
303359,The Water Distributor,651703,The Water Distributor (San Francisco),NULL,2025-10-02,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,-12.00,0.00,0.00,0.00,0.00,518327980,PAID
304916,Halal Doner Spot,654838,Halal Doner Spot,NULL,2025-10-02,USD,Marketplace,528.64,42.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-121.38,0.00,0.00,0.00,0.00,0.00,-13.86,-79.05,0.00,0.00,0.00,0.00,0.00,0.00,356.50,449.59,0.00,0.00,0.00,518523977,PAID
304916,Halal Doner Spot,654838,Halal Doner Spot,NULL,2025-09-25,USD,Marketplace,684.52,55.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-158.66,0.00,0.00,0.00,0.00,0.00,-13.86,-96.79,-43.48,0.00,43.48,0.00,0.00,0.00,470.32,587.73,0.00,0.00,0.00,516530407,PAID
321656,Halal Indian Monsoon,690586,Halal Indian Monsoon (B St),NULL,2025-10-02,USD,Marketplace,404.58,37.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-110.56,0.00,0.00,0.00,0.00,0.00,-20.77,-19.05,0.00,0.00,0.00,0.00,0.00,0.00,291.27,385.53,0.00,0.00,0.00,518736535,PAID
321656,Halal Indian Monsoon,690586,Halal Indian Monsoon (B St),NULL,2025-09-25,USD,Marketplace,102.13,9.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.64,0.00,0.00,0.00,0.00,0.00,-9.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.25,102.13,0.00,0.00,0.00,516870612,PAID
340684,Mary's Pancake House,765909,"Mary's Pancake House (57th St, New York)",NULL,2025-10-02,USD,Marketplace,186.04,15.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-51.60,0.00,0.00,0.00,0.00,0.00,-9.83,-14.00,0.00,0.00,0.00,0.00,0.00,0.00,125.89,172.04,0.00,0.00,0.00,518483074,PAID
340684,Mary's Pancake House,765909,"Mary's Pancake House (57th St, New York)",NULL,2025-09-25,USD,Marketplace,294.53,24.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-82.65,0.00,0.00,0.00,0.00,0.00,-11.23,-19.00,0.00,0.00,0.00,0.00,0.00,0.00,206.12,275.53,0.00,0.00,0.00,516819473,PAID
349338,Jose's Burrito Bar,768836,Jose's Burrito Bar,NULL,2025-10-02,USD,Marketplace,186.80,13.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-45.78,0.00,0.00,0.00,0.00,0.00,-14.51,-34.12,0.00,0.00,0.00,0.00,0.00,0.00,105.95,152.68,0.00,0.00,0.00,518530325,PAID
349338,Jose's Burrito Bar,768836,Jose's Burrito Bar,NULL,2025-09-25,USD,Marketplace,73.90,5.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.73,0.00,0.00,0.00,0.00,0.00,-9.75,-8.14,0.00,0.00,0.00,0.00,0.00,0.00,42.12,65.76,0.00,0.00,0.00,516809104,PAID
349362,Chelsea's Breakfast Bar,768849,Chelsea's Breakfast Bar,NULL,2025-10-02,USD,Marketplace,12.59,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.21,0.00,0.00,0.00,0.00,0.00,-0.99,-1.89,0.00,0.00,0.00,0.00,0.00,0.00,7.45,10.70,0.00,0.00,0.00,518397246,PAID
351303,Famous Gyro Bar,779913,Famous Gyro Bar,NULL,2025-10-02,USD,Marketplace,100.01,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.51,0.00,0.00,0.00,0.00,0.00,-8.97,-16.65,0.00,0.00,0.00,0.00,-19.48,0.00,39.81,83.36,0.00,0.00,0.00,518285236,PAID
351303,Famous Gyro Bar,779913,Famous Gyro Bar,NULL,2025-09-25,USD,Marketplace,99.30,7.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.61,0.00,0.00,0.00,0.00,0.00,-4.95,-11.85,0.00,0.00,0.00,0.00,0.00,0.00,66.65,87.45,0.00,0.00,0.00,516920590,PAID
360496,Riya's Indian Restaurant,799976,Riya's Indian Restaurant (Roosevelt Ave),NULL,2025-10-02,USD,Marketplace,68.50,3.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.44,0.00,0.00,0.00,0.00,0.00,-2.97,-13.69,0.00,0.00,0.00,0.00,0.00,0.00,39.02,54.81,0.00,0.00,0.00,518588347,PAID
360496,Riya's Indian Restaurant,799976,Riya's Indian Restaurant (Roosevelt Ave),NULL,2025-09-25,USD,Marketplace,67.11,4.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.14,0.00,0.00,0.00,0.00,0.00,-8.13,-2.99,0.00,0.00,0.00,0.00,0.00,0.00,40.30,67.11,0.00,0.00,0.00,516761253,PAID
368965,Fallon's Fried Chicken,828125,Fallon's Fried Chicken (Pico Blvd),NULL,2025-10-02,USD,Marketplace,41.31,3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.27,0.00,0.00,0.00,0.00,0.00,-0.99,-8.26,0.00,0.00,0.00,0.00,0.00,15.00,42.34,33.05,0.00,0.00,0.00,518321214,PAID
368965,Fallon's Fried Chicken,828125,Fallon's Fried Chicken (Pico Blvd),NULL,2025-09-25,USD,Marketplace,158.86,15.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.23,0.00,0.00,0.00,0.00,0.00,-16.00,-12.97,-5.88,0.00,5.88,0.00,0.00,0.00,109.81,140.89,0.00,0.00,0.00,516643786,PAID
370673,Stella's Pancake Bar,833127,Stella's Pancake Bar (937 1st Ave),NULL,2025-10-02,USD,Marketplace,197.24,15.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-42.28,0.00,0.00,0.00,0.00,0.00,-15.13,-28.24,0.00,0.00,7.21,0.00,0.00,0.00,133.81,169.00,0.00,0.00,0.00,518705991,PAID
370673,Stella's Pancake Bar,833127,Stella's Pancake Bar (937 1st Ave),NULL,2025-09-25,USD,Marketplace,487.67,37.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-105.52,0.00,0.00,0.00,0.00,0.00,-28.13,-65.72,0.00,0.00,13.28,0.00,0.00,0.00,339.02,421.95,0.00,0.00,0.00,516943902,PAID
370675,The Mexican Cocina,833133,The Mexican Cocina (1st Ave),NULL,2025-10-02,USD,Marketplace,29.98,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.25,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,-2.00,0.00,2.00,0.00,0.00,0.00,20.95,24.98,0.00,0.00,0.00,518501985,PAID
370675,The Mexican Cocina,833133,The Mexican Cocina (1st Ave),NULL,2025-09-25,USD,Marketplace,133.70,10.14,0.00,0.00,0.00,0.00,0.00,1.88,0.00,-26.31,0.00,0.00,0.00,0.00,0.00,0.00,-19.42,-4.00,0.00,4.00,0.00,0.00,0.00,99.99,114.28,0.00,0.00,0.00,516748754,PAID
370904,Maria's Italian Meatballs,834794,Maria's Italian Meatballs (1st Ave),NULL,2025-10-02,USD,Marketplace,19.58,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.42,19.58,0.00,0.00,0.00,518466326,PAID
370904,Maria's Italian Meatballs,834794,Maria's Italian Meatballs (1st Ave),NULL,2025-09-25,USD,Marketplace,38.47,3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.27,38.47,0.00,0.00,0.00,516586033,PAID
373701,Jay's Breakfast Bar,839909,Jay's Breakfast Bar (Washington Blvd),NULL,2025-09-29,USD,Marketplace,12.03,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.56,0.00,0.00,0.00,0.00,0.00,-0.99,-1.80,0.00,0.00,0.00,0.00,0.00,0.00,7.75,10.23,0.00,0.00,0.00,517964574,PAID
373701,Jay's Breakfast Bar,839909,Jay's Breakfast Bar (Washington Blvd),NULL,2025-09-25,USD,Marketplace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86,3.86,0.00,0.00,0.00,0.00,517012978,PAID
373701,Jay's Breakfast Bar,839909,Jay's Breakfast Bar (Washington Blvd),NULL,2025-09-22,USD,Marketplace,14.05,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.02,14.05,0.00,0.00,0.00,516167220,PAID
374421,Village Breakfast Snob,842313,Village Breakfast Snob (4th Ave),NULL,2025-10-02,USD,Marketplace,1841.58,141.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-471.83,0.00,0.00,0.00,0.00,0.00,-52.47,-251.72,-0.80,0.00,0.80,0.00,-7.50,0.00,1199.21,1589.86,0.00,0.00,0.00,518357353,PAID
374421,Village Breakfast Snob,842313,Village Breakfast Snob (4th Ave),NULL,2025-09-25,USD,Marketplace,1739.89,138.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-461.68,0.00,0.00,0.00,0.00,0.00,-46.53,-183.36,-24.80,0.00,24.80,0.00,0.00,17.86,1204.37,1556.53,0.00,0.00,0.00,516794808,PAID
374444,The American Cheesesteaks,842327,The American Cheesesteaks (4th Ave),NULL,2025-10-02,USD,Marketplace,99.94,8.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.83,99.94,0.00,0.00,0.00,518739157,PAID
374447,Firenze Pasta Ristorante,842380,Firenze Pasta Ristorante (4th Ave),NULL,2025-10-02,USD,Marketplace,117.93,8.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.00,0.00,0.00,0.00,0.00,0.00,-3.96,-24.60,0.00,0.00,0.00,0.00,0.00,0.00,69.65,93.33,0.00,0.00,0.00,518689242,PAID
374447,Firenze Pasta Ristorante,842380,Firenze Pasta Ristorante (4th Ave),NULL,2025-09-25,USD,Marketplace,29.98,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.19,0.00,0.00,0.00,0.00,0.00,-0.99,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,17.93,23.98,0.00,0.00,0.00,516716725,PAID
377077,Jamaica Breakfast Bar,844991,Jamaica Breakfast Bar (Jamaica Ave),NULL,2025-10-02,USD,Marketplace,98.90,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.64,0.00,0.00,0.00,0.00,0.00,-6.42,-12.40,0.00,0.00,0.00,0.00,0.00,0.00,61.90,86.50,0.00,0.00,0.00,518639441,PAID
377077,Jamaica Breakfast Bar,844991,Jamaica Breakfast Bar (Jamaica Ave),NULL,2025-09-25,USD,Marketplace,45.96,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.20,0.00,0.00,0.00,0.00,0.00,0.00,-9.20,0.00,0.00,0.00,0.00,0.00,0.00,29.03,36.76,0.00,0.00,0.00,516802669,PAID
377542,Kelly's Pancake Bar,849210,Kelly's Pancake Bar (Queens Plaza),NULL,2025-10-02,USD,Marketplace,90.87,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.32,0.00,0.00,0.00,0.00,0.00,-26.62,-13.64,0.00,0.00,0.00,0.00,0.00,0.00,34.37,77.23,0.00,0.00,0.00,518661967,PAID
377542,Kelly's Pancake Bar,849210,Kelly's Pancake Bar (Queens Plaza),NULL,2025-09-25,USD,Marketplace,99.78,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.95,0.00,0.00,0.00,0.00,0.00,-12.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.71,99.78,0.00,0.00,0.00,516842192,PAID
377545,Heavens Chicken Wings,849212,Heavens Chicken Wings (New York),NULL,2025-10-02,USD,Marketplace,67.94,4.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.01,0.00,0.00,0.00,0.00,0.00,-11.34,-11.94,0.00,0.00,0.00,0.00,0.00,0.00,35.62,56.00,0.00,0.00,0.00,518419251,PAID
377545,Heavens Chicken Wings,849212,Heavens Chicken Wings (New York),NULL,2025-09-25,USD,Marketplace,48.95,3.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.10,0.00,0.00,0.00,0.00,0.00,-0.99,-4.59,-6.50,0.00,6.50,0.00,0.00,0.00,36.21,44.36,0.00,0.00,0.00,516789098,PAID
378878,Snobby Chicken Wings,850181,Snobby Chicken Wings (937 1st Avenue),NULL,2025-10-02,USD,Marketplace,115.35,9.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.57,0.00,0.00,0.00,0.00,0.00,-15.09,-13.43,0.00,0.00,0.00,0.00,0.00,0.00,65.30,101.92,0.00,0.00,0.00,518339020,PAID
378878,Snobby Chicken Wings,850181,Snobby Chicken Wings (937 1st Avenue),NULL,2025-09-25,USD,Marketplace,115.34,10.25,0.00,0.00,0.00,0.00,0.00,0.99,0.00,-32.60,0.00,0.00,0.00,0.00,0.00,-5.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.20,115.34,0.00,0.00,0.00,516890968,PAID
379287,Big Daddy's Wings,850451,Big Daddy's Wings (Polk St),NULL,2025-10-02,USD,Marketplace,107.89,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.21,107.89,0.00,0.00,0.00,518528456,PAID
379287,Big Daddy's Wings,850451,Big Daddy's Wings (Polk St),NULL,2025-09-25,USD,Marketplace,118.88,9.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.47,0.00,0.00,0.00,0.00,0.00,-12.52,-5.00,-7.79,0.00,7.79,0.00,0.00,0.00,82.71,113.88,0.00,0.00,0.00,516885097,PAID
392020,Indian Chop House,872655,Indian Chop House (16th Street),NULL,2025-10-02,USD,Marketplace,88.90,17.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.64,0.00,0.00,0.00,0.00,0.00,-0.99,-10.39,0.00,0.00,0.00,0.00,0.00,16.45,91.61,78.51,0.00,0.00,0.00,518305394,PAID
392020,Indian Chop House,872655,Indian Chop House (16th Street),NULL,2025-09-25,USD,Marketplace,151.85,29.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.92,0.00,0.00,0.00,0.00,0.00,-1.98,-16.19,0.00,0.00,0.00,0.00,-16.45,0.00,113.16,135.66,0.00,0.00,0.00,516603214,PAID
392317,The Milk Snob,873421,The Milk Snob (Post Street),NULL,2025-10-02,USD,Marketplace,83.91,6.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.54,0.00,0.00,0.00,0.00,0.00,-5.97,-13.79,0.00,0.00,0.00,0.00,-9.68,14.60,57.57,70.12,0.00,0.00,0.00,518498550,PAID
392317,The Milk Snob,873421,The Milk Snob (Post Street),NULL,2025-09-25,USD,Marketplace,104.90,7.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.44,0.00,0.00,0.00,0.00,0.00,-12.96,-19.19,0.00,0.00,0.00,0.00,0.00,0.00,58.71,85.71,0.00,0.00,0.00,516962777,PAID
392316,Halal Chicken Gyros Co,873424,Halal Chicken Gyros Co. (Mowry Ave),NULL,2025-10-02,USD,Marketplace,784.32,70.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-164.32,0.00,0.00,0.00,0.00,0.00,-49.80,-127.29,-25.75,0.00,25.75,0.00,-5.30,12.47,520.67,657.03,0.00,0.00,0.00,518402773,PAID
392316,Halal Chicken Gyros Co,873424,Halal Chicken Gyros Co. (Mowry Ave),NULL,2025-09-25,USD,Marketplace,335.03,29.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-68.22,0.00,0.00,0.00,0.00,0.00,-22.80,-62.24,-10.00,0.00,10.00,0.00,0.00,5.43,216.53,272.79,0.00,0.00,0.00,516595525,PAID
393008,The Omelette Farm,875183,The Omelette Farm (New York),NULL,2025-10-02,USD,Marketplace,212.97,16.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-47.23,0.00,0.00,0.00,0.00,0.00,-12.95,-24.09,-2.00,0.00,2.00,0.00,0.00,0.00,145.46,188.88,0.00,0.00,0.00,518690585,PAID
393008,The Omelette Farm,875183,The Omelette Farm (New York),NULL,2025-09-25,USD,Marketplace,337.77,25.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-70.74,0.00,0.00,0.00,0.00,0.00,-18.74,-54.95,-6.00,0.00,6.00,0.00,0.00,0.00,218.45,282.82,0.00,0.00,0.00,516503058,PAID
411280,The Pancake Spot,919185,The Pancake Spot (8th Ave),NULL,2025-09-25,USD,Marketplace,23.98,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00,-0.99,-4.00,0.00,0.00,0.00,0.00,0.00,0.00,15.76,19.98,0.00,0.00,0.00,516914834,PAID
419444,Curry Curry Curry,943687,Curry Curry Curry (S Abbott Ave),NULL,2025-10-02,USD,Marketplace,1393.32,108.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-342.12,0.00,0.00,0.00,0.00,0.00,-58.41,-237.52,0.00,0.00,0.00,0.00,-17.02,2.24,848.95,1155.80,0.00,0.00,0.00,518497871,PAID
419444,Curry Curry Curry,943687,Curry Curry Curry (S Abbott Ave),NULL,2025-09-25,USD,Marketplace,1128.51,89.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-280.58,0.00,0.00,0.00,0.00,0.00,-39.60,-175.49,-7.56,0.00,7.56,0.00,-2.24,2.24,722.25,953.02,0.00,0.00,0.00,516673052,PAID
419807,Ava's Fried Chicken,943695,Ava's Fried Chicken (Pennsylvania Ave),NULL,2025-10-02,USD,Marketplace,49.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.99,0.00,0.00,0.00,0.00,0.00,-1.98,-9.99,0.00,0.00,0.00,0.00,0.00,0.00,27.98,49.94,-3.49,0.00,0.00,518580801,PAID
419807,Ava's Fried Chicken,943695,Ava's Fried Chicken (Pennsylvania Ave),NULL,2025-09-25,USD,Marketplace,20.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.99,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00,20.24,32.22,20.97,-1.47,0.00,0.00,516757395,PAID
